molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV
DPQ-DMAC,gas,stddft,4e-09,-2.9e-08,3.114,2.99,0.12399999999999967,0.1149,5.558999999999999
DPQ-DMAC,toluene,stda,-9e-09,-3.23e-08,3.018,2.906,0.11199999999999966,0.1098,5.450000000000001
DPQ-DMAC,toluene,stddft,-2.56e-08,1.57e-08,3.009,2.898,0.11099999999999977,0.1047,5.450000000000001
DPQ-PXZ,gas,stda,2.47e-08,2.01e-08,2.607,2.397,0.2100000000000004,0.2189,5.142999999999999
DPQ-PXZ,gas,stddft,3.68e-08,1.5e-09,2.587,2.386,0.20100000000000007,0.1978,5.142999999999999
DPQ-PXZ,toluene,stda,1.6e-08,2.6e-08,2.558,2.336,0.22199999999999998,0.2233,5.127000000000001
DPQ-PXZ,toluene,stddft,-1.59e-08,3.34e-08,2.536,2.325,0.21099999999999985,0.201,5.127000000000001
DPS-PXZ,gas,stda,1.32e-08,-1.165e-07,3.356,2.978,0.37799999999999967,0.0389,6.183000000000001
DPS-PXZ,gas,stddft,1.327e-07,6.04e-08,3.323,2.949,0.3740000000000001,0.0255,6.183000000000001
DPS-PXZ,toluene,stda,-5.18e-08,6.61e-08,3.287,2.901,0.3860000000000001,0.0049,6.555999999999999
DPS-PXZ,toluene,stddft,-2.02e-08,-1.049e-07,3.251,2.871,0.3799999999999999,0.0038,6.555999999999999
DPTPEA,gas,stda,7.53e-08,4.05e-08,3.525,2.954,0.5709999999999997,0.8389,6.316999999999999
DPTPEA,gas,stddft,4.56e-08,5.19e-08,3.492,2.92,0.5720000000000001,0.7389,6.316999999999999
DPTPEA,toluene,stda,5.16e-08,1.11e-08,3.544,2.973,0.5710000000000002,0.8957,6.329
DPTPEA,toluene,stddft,3.6e-08,-4.4e-08,3.511,2.939,0.5720000000000001,0.7904,6.329
DPVBi,gas,stda,8.53e-08,-7.59e-08,3.799,3.15,0.649,2.2841,6.939000000000001
DPVBi,gas,stddft,8.55e-08,-3.73e-08,3.768,3.108,0.6599999999999997,2.0268,6.939000000000001
DPVBi,toluene,stda,6.21e-08,-2.13e-08,3.816,3.173,0.6429999999999998,2.2666,6.963000000000001
DPVBi,toluene,stddft,9.98e-08,2.61e-08,3.786,3.131,0.6550000000000002,2.0138,6.963000000000001
DPXZ-DPPM,gas,stda,-1.64e-08,4.3e-09,2.886,2.62,0.266,0.5928,4.632999999999999
DPXZ-DPPM,gas,stddft,2.45e-08,-6.11e-08,2.865,2.609,0.2560000000000002,0.5385,4.632999999999999
DPXZ-DPPM,toluene,stda,3.01e-08,1.49e-08,2.863,2.61,0.2530000000000001,0.5468,4.539999999999999
DPXZ-DPPM,toluene,stddft,-1.63e-08,2.06e-08,2.844,2.599,0.24499999999999966,0.503,4.539999999999999
DPhBCz,gas,stda,-2.17e-08,5.13e-08,3.856,3.376,0.48,0.3578,7.317
DPhBCz,gas,stddft,-3.02e-08,2.35e-08,3.788,3.354,0.4339999999999997,0.2919,7.317
DPhBCz,toluene,stda,1.53e-08,5.56e-08,3.842,3.353,0.4889999999999999,0.1979,7.308
DPhBCz,toluene,stddft,4.2e-08,9.7e-09,3.771,3.33,0.44099999999999984,0.1095,7.308
DPimdPPA,gas,stda,-8.7e-09,1.072e-07,3.451,2.703,0.7480000000000002,2.2043,6.090999999999999
DPimdPPA,gas,stddft,-6.62e-08,-2.02e-08,3.395,2.658,0.7370000000000001,1.8731,6.090999999999999
DPimdPPA,toluene,stda,-8.01e-08,6.7e-09,3.431,2.683,0.7480000000000002,2.1837,6.042999999999999
DPimdPPA,toluene,stddft,8.17e-08,-4.53e-08,3.373,2.638,0.7350000000000003,1.8528,6.042999999999999
DQP,gas,stda,7e-10,-7.31e-08,3.262,3.202,0.06000000000000005,0.0,7.276
DQP,gas,stddft,2.2e-09,-1.044e-07,3.261,3.138,0.12300000000000022,0.0,7.276
DQP,toluene,stda,7e-10,3.19e-08,3.243,3.197,0.04599999999999982,0.0,7.2730000000000015
DQP,toluene,stddft,-1e-10,-8e-09,3.242,3.133,0.10899999999999999,0.0,7.2730000000000015
DTPCZPYTZ,gas,stda,1.86e-08,1.767e-07,3.616,2.718,0.8980000000000001,1.7381,6.053000000000001
DTPCZPYTZ,gas,stddft,9.28e-08,3.05e-08,3.53,2.655,0.875,1.461,6.053000000000001
DTPCZPYTZ,toluene,stda,6.11e-08,-2.98e-08,3.617,2.716,0.9009999999999998,1.6789,6.043000000000001
DTPCZPYTZ,toluene,stddft,-2.1e-08,1.018e-07,3.529,2.653,0.8759999999999999,1.4083,6.043000000000001
DTPCZTZ,gas,stda,1.6e-08,-1.102e-07,3.886,3.472,0.41400000000000015,0.2295,6.87
DTPCZTZ,gas,stddft,-7.65e-08,-5.14e-08,3.822,3.449,0.3730000000000002,0.1862,6.87
DTPCZTZ,toluene,stda,8.11e-08,-1.012e-07,3.869,3.442,0.42700000000000005,0.2014,6.866
DTPCZTZ,toluene,stddft,-1.8e-08,9e-09,3.803,3.419,0.3839999999999999,0.1644,6.866
DTPTCzDP-CN,gas,stda,-4.56e-08,-1e-10,3.259,2.844,0.41500000000000004,0.5877,5.453
DTPTCzDP-CN,gas,stddft,1.44e-08,1.46e-08,3.2,2.825,0.375,0.4212,5.453
DTPTCzDP-CN,toluene,stda,-3.65e-08,-7.78e-08,3.187,2.784,0.403,0.7834,5.404
DTPTCzDP-CN,toluene,stddft,1.92e-08,-2.41e-08,3.139,2.767,0.3719999999999999,0.6162,5.404
DTRZSFX,gas,stda,-4.89e-08,-7.9e-09,3.964,3.343,0.621,2.0212,6.664
DTRZSFX,gas,stddft,-1.653e-07,-2e-10,3.918,3.306,0.6120000000000001,1.7892,6.664
DTRZSFX,toluene,stda,3.66e-08,-3.34e-08,3.954,3.335,0.6190000000000002,2.0049,6.673
DTRZSFX,toluene,stddft,-2.54e-08,3.12e-08,3.908,3.298,0.6099999999999999,1.7749,6.673
DTXO-TPA2,gas,stda,-1.234e-07,1.293e-07,3.295,2.783,0.512,0.3982,6.5440000000000005
DTXO-TPA2,gas,stddft,4.39e-08,7.4e-09,3.258,2.75,0.508,0.3453,6.5440000000000005
DTXO-TPA2,toluene,stda,1.27e-08,-4.62e-08,3.269,2.776,0.4930000000000003,0.5929,6.51
DTXO-TPA2,toluene,stddft,-1.73e-08,-1.61e-08,3.233,2.744,0.4889999999999999,0.5136,6.51
DV-3CzCN,gas,stda,7.07e-08,9.5e-09,3.763,3.409,0.3540000000000001,0.6103,6.888
DV-3CzCN,gas,stddft,2.43e-08,1.2e-09,3.729,3.389,0.3400000000000003,0.54,6.888
DV-3CzCN,toluene,stda,-3.48e-08,-7.88e-08,3.802,3.341,0.46099999999999985,0.1914,6.906999999999999
DV-3CzCN,toluene,stddft,-2.57e-08,1.267e-07,3.771,3.318,0.45299999999999985,0.1651,6.906999999999999
DVCz-2CzCN,gas,stda,5.22e-08,-3.2e-08,3.874,3.484,0.3900000000000001,0.2601,6.931
DVCz-2CzCN,gas,stddft,2.53e-08,8.76e-08,3.815,3.461,0.3540000000000001,0.1923,6.931
DVCz-2CzCN,toluene,stda,-1.35e-08,7.27e-08,3.77,3.436,0.3340000000000001,0.2968,6.949999999999999
DVCz-2CzCN,toluene,stddft,9.75e-08,-5.38e-08,3.734,3.414,0.31999999999999984,0.1006,6.949999999999999
DiCz-Sac,gas,stda,-2.29e-08,8.32e-08,3.69,3.361,0.32899999999999974,0.1753,6.995000000000001
DiCz-Sac,gas,stddft,-3.31e-08,1.98e-08,3.656,3.34,0.3160000000000003,0.1524,6.995000000000001
DiCz-Sac,toluene,stda,2.7e-09,-5.16e-08,3.596,3.242,0.3540000000000001,0.2206,6.845999999999999
DiCz-Sac,toluene,stddft,1.87e-08,4.78e-08,3.56,3.222,0.3380000000000001,0.1938,6.845999999999999
Diphenylsulfane,gas,stda,-6.7e-09,1.019e-07,4.318,4.14,0.17799999999999994,0.0013,7.909000000000001
Diphenylsulfane,gas,stddft,7.2e-09,-6.92e-08,4.317,4.096,0.22100000000000009,0.0014,7.909000000000001
Diphenylsulfane,toluene,stda,3.2e-09,7.1e-09,4.118,4.122,-0.0039999999999995595,0.0052,7.894000000000001
Diphenylsulfane,toluene,stddft,1.8e-09,2.68e-08,4.117,4.089,0.02799999999999958,0.0053,7.894000000000001
DmPy-PPI,gas,stda,5.3e-08,2.01e-08,3.853,3.446,0.40700000000000003,0.5583,7.103
DmPy-PPI,gas,stddft,-1.003e-07,-6.65e-08,3.813,3.419,0.39400000000000013,0.5047,7.103
DmPy-PPI,toluene,stda,1.147e-07,-5.17e-08,3.835,3.478,0.35699999999999976,0.3409,7.180000000000001
DmPy-PPI,toluene,stddft,-7.86e-08,1.05e-07,3.796,3.45,0.34599999999999964,0.311,7.180000000000001
DpAn-BzAc,gas,stda,1.638e-07,3.23e-08,3.574,3.039,0.5349999999999997,0.1789,5.5489999999999995
DpAn-BzAc,gas,stddft,5.64e-08,-7.68e-08,3.514,3.011,0.5029999999999997,0.1528,5.5489999999999995
DpAn-BzAc,toluene,stda,-2.46e-08,-5.3e-09,3.527,2.986,0.5409999999999999,0.1742,5.498
DpAn-BzAc,toluene,stddft,-6.14e-08,-3.23e-08,3.466,2.958,0.508,0.1486,5.498
DphAn-Br,gas,stda,1.05e-08,-1.21e-08,3.809,3.815,-0.005999999999999783,0.0004,8.081
DphAn-Br,gas,stddft,-1.47e-08,-9.2e-09,3.808,3.814,-0.006000000000000227,0.0004,8.081
DphAn-Br,toluene,stda,-3.32e-08,-7.7e-09,3.65,3.66,-0.010000000000000231,0.0,7.971
DphAn-Br,toluene,stddft,-2.6e-08,1.05e-08,3.649,3.659,-0.009999999999999787,0.0,7.971
D–A–D,gas,stda,-2e-10,-2.01e-08,3.23,3.154,0.07600000000000007,0.0069,7.167999999999999
D–A–D,gas,stddft,0.0,-8.9e-09,3.229,3.119,0.10999999999999988,0.0069,7.167999999999999
D–A–D,toluene,stda,7e-10,3.24e-08,3.191,3.167,0.02400000000000002,0.0068,7.173
D–A–D,toluene,stddft,-6e-10,1.15e-08,3.189,3.136,0.052999999999999936,0.0068,7.173
E-o-DHMPA,gas,stda,-1.506e-07,3.2e-08,3.225,2.22,1.005,0.3857,6.385999999999999
E-o-DHMPA,gas,stddft,-1.195e-07,7.47e-08,3.038,2.148,0.8899999999999997,0.2655,6.385999999999999
E-o-DHMPA,toluene,stda,-1.031e-07,7.68e-08,3.285,2.265,1.02,0.3628,6.447000000000001
E-o-DHMPA,toluene,stddft,-5.6e-09,7.34e-08,3.097,2.193,0.9039999999999999,0.2505,6.447000000000001
ECDPTT,gas,stda,5.01e-08,6.16e-08,3.652,3.007,0.645,0.5607,6.543000000000001
ECDPTT,gas,stddft,-4.56e-08,3.34e-08,3.609,2.974,0.6349999999999998,0.4759,6.543000000000001
ECDPTT,toluene,stda,3.31e-08,1.095e-07,3.742,3.117,0.625,0.3541,6.448
ECDPTT,toluene,stddft,4.57e-08,1.69e-08,3.694,3.085,0.609,0.1686,6.448
Et3SiH,gas,stda,-1.87e-08,9.63e-08,4.176,3.567,0.609,0.0425,7.659000000000001
Et3SiH,gas,stddft,1.04e-08,-3.42e-08,4.125,3.535,0.5899999999999999,0.0361,7.659000000000001
Et3SiH,toluene,stda,-1.5e-09,-4.25e-08,4.17,3.408,0.762,0.4066,7.750999999999998
Et3SiH,toluene,stddft,9.03e-08,1.278e-07,4.122,3.376,0.746,0.3576,7.750999999999998
F-2CzB,gas,stda,-6.73e-08,8.99e-08,3.882,3.453,0.42900000000000027,1.2233,6.685999999999999
F-2CzB,gas,stddft,-2.2e-08,-3.25e-08,3.832,3.431,0.4009999999999998,0.9594,6.685999999999999
F-2CzB,toluene,stda,3.73e-08,-9.4e-09,3.869,3.423,0.4460000000000002,1.0692,6.726000000000001
F-2CzB,toluene,stddft,2.35e-08,3.81e-08,3.815,3.401,0.41400000000000015,0.8158,6.726000000000001
F2AcBO,gas,stda,-2.5e-09,-2.89e-08,3.528,3.13,0.39800000000000013,0.2551,5.741
F2AcBO,gas,stddft,-6.1e-09,-5.1e-09,3.516,3.111,0.4049999999999998,0.3145,5.741
F2AcBO,toluene,stda,4.4e-09,-6.2e-09,3.482,3.107,0.375,0.1761,5.696999999999999
F2AcBO,toluene,stddft,3.65e-08,6.4e-09,3.454,3.088,0.3660000000000001,0.1355,5.696999999999999
F2PA,gas,stda,-4.9e-08,-2.62e-08,3.541,3.052,0.4889999999999999,1.0614,6.664
F2PA,gas,stddft,6.9e-09,-3e-09,3.509,3.024,0.4849999999999999,0.9309,6.664
F2PA,toluene,stda,-3.39e-08,-5.3e-08,3.544,3.056,0.488,1.101,6.651000000000001
F2PA,toluene,stddft,-3.53e-08,1.83e-08,3.512,3.027,0.4849999999999999,0.967,6.651000000000001
FAC,gas,stda,-4.74e-08,-4.36e-08,4.09,3.469,0.621,0.0587,6.987
FAC,gas,stddft,-2.85e-08,-1.009e-07,4.021,3.435,0.5859999999999999,0.0892,6.987
FAC,toluene,stda,3.44e-08,4.59e-08,4.09,3.461,0.629,0.1082,6.976
FAC,toluene,stddft,1.367e-07,-2.4e-09,4.015,3.428,0.5869999999999997,0.0895,6.976
FAPbCl3,gas,stda,-4.96e-08,9.9e-09,4.582,4.199,0.383,0.0001,8.402
FAPbCl3,gas,stddft,1.527e-07,-1.341e-07,4.56,4.158,0.40199999999999925,0.0001,8.402
FAPbCl3,toluene,stda,-6.31e-08,-4.81e-08,4.599,4.223,0.37600000000000033,0.0002,8.433
FAPbCl3,toluene,stddft,4.44e-08,-2.63e-08,4.577,4.182,0.3949999999999996,0.0002,8.433
FDQPXZ,gas,stda,-4.6e-09,-2.86e-08,2.488,2.27,0.21799999999999997,0.2316,5.129
FDQPXZ,gas,stddft,2.82e-08,5.7e-09,2.466,2.259,0.2070000000000003,0.2079,5.129
FDQPXZ,toluene,stda,8.9e-09,1.27e-08,2.557,2.352,0.20500000000000007,0.2227,5.165999999999999
FDQPXZ,toluene,stddft,6e-09,2.78e-08,2.537,2.342,0.19499999999999984,0.2008,5.165999999999999
FSF4A,gas,stda,1.2e-09,-5.2e-09,3.563,3.193,0.3700000000000001,0.2875,6.783
FSF4A,gas,stddft,1.28e-08,-6.94e-08,3.539,3.165,0.3740000000000001,0.2552,6.783
FSF4A,toluene,stda,2.71e-08,8.49e-08,3.443,3.09,0.3530000000000002,0.3418,6.673000000000001
FSF4A,toluene,stddft,1.24e-08,8e-08,3.418,3.065,0.3530000000000002,0.3065,6.673000000000001
FTAT-FBO,gas,stda,6.22e-08,7e-09,5.208,5.19,0.017999999999999794,0.0,9.912
FTAT-FBO,gas,stddft,7.66e-08,2.018e-07,5.179,5.149,0.03000000000000025,0.0,9.912
FTAT-FBO,toluene,stda,-5.29e-08,-1.175e-07,5.14,5.176,-0.036000000000000476,0.0002,9.721
FTAT-FBO,toluene,stddft,6.45e-08,-7.03e-08,5.11,5.135,-0.024999999999999467,0.0002,9.721
Fene,gas,stda,3.5e-09,-4.66e-08,2.888,2.7,0.18799999999999972,0.0764,5.702000000000001
Fene,gas,stddft,-1.14e-08,1.4e-09,2.877,2.679,0.19799999999999995,0.0715,5.702000000000001
Fene,toluene,stda,-8.8e-09,-3.26e-08,3.013,2.739,0.274,0.0687,5.816
Fene,toluene,stddft,-9e-10,-1.8e-09,3.002,2.714,0.2879999999999998,0.0699,5.816
Fens,gas,stda,-1.05e-08,-3.38e-08,3.101,2.776,0.3250000000000002,0.0222,5.836
Fens,gas,stddft,4.6e-09,1.61e-08,3.092,2.749,0.34299999999999997,0.0318,5.836
Fens,toluene,stda,-7e-09,-2.21e-08,3.182,2.738,0.44399999999999995,0.0295,5.920999999999999
Fens,toluene,stddft,6.6e-09,-3.79e-08,3.164,2.71,0.4540000000000002,0.1146,5.920999999999999
FlCz,gas,stda,-7.2e-09,-3.05e-08,3.732,3.407,0.3250000000000002,0.1518,6.457
FlCz,gas,stddft,2.02e-08,-7.06e-08,3.728,3.37,0.3580000000000001,0.21,6.457
FlCz,toluene,stda,1.6e-08,-1.43e-08,3.731,3.394,0.33699999999999974,0.2038,6.392000000000001
FlCz,toluene,stddft,-2.2e-09,-4.6e-09,3.726,3.357,0.3689999999999998,0.2657,6.392000000000001
H4TCPE,gas,stda,6.1e-09,-7.01e-08,4.718,4.305,0.41300000000000026,0.0157,8.716000000000001
H4TCPE,gas,stddft,-6.6e-09,2.3e-08,4.678,4.271,0.40700000000000003,0.0144,8.716000000000001
H4TCPE,toluene,stda,4e-09,-2.87e-08,4.704,4.248,0.4559999999999995,0.0152,8.646
H4TCPE,toluene,stddft,-1.089e-07,-3.66e-08,4.666,4.215,0.4510000000000005,0.0141,8.646
HAP-3MF,gas,stda,2.5e-09,-2.56e-08,3.254,3.171,0.08300000000000018,0.0,7.178000000000001
HAP-3MF,gas,stddft,-1.83e-08,1.25e-08,3.236,3.158,0.07800000000000029,0.0,7.178000000000001
HAP-3MF,toluene,stda,-4.06e-08,3.58e-08,3.244,3.158,0.0860000000000003,0.0,7.1690000000000005
HAP-3MF,toluene,stddft,8.5e-09,2.55e-08,3.225,3.146,0.07900000000000018,0.0,7.1690000000000005
HDP,gas,stda,4e-10,8.28e-08,2.775,2.678,0.09699999999999998,0.0001,6.071
HDP,gas,stddft,-3e-10,1.91e-08,2.775,2.641,0.1339999999999999,0.0001,6.071
HDP,toluene,stda,-1e-10,-3.86e-08,2.677,2.63,0.04700000000000015,0.0001,6.005000000000001
HDP,toluene,stddft,6e-10,1.96e-08,2.676,2.593,0.08300000000000018,0.0001,6.005000000000001
HITPE,gas,stda,1.2e-09,-1.702e-07,3.848,3.092,0.7559999999999998,0.86,6.7749999999999995
HITPE,gas,stddft,-1.179e-07,-1.7e-09,3.797,3.056,0.7410000000000001,0.7234,6.7749999999999995
HITPE,toluene,stda,2.04e-08,4.64e-08,3.881,3.114,0.7669999999999999,1.0518,6.790000000000001
HITPE,toluene,stddft,8.24e-08,9.5e-08,3.828,3.078,0.75,0.8801,6.790000000000001
HPIPXZ,gas,stda,-8.05e-08,2.32e-08,3.722,3.174,0.548,0.6094,7.117000000000001
HPIPXZ,gas,stddft,1.8e-08,6.12e-08,3.665,3.134,0.5310000000000001,0.5574,7.117000000000001
HPIPXZ,toluene,stda,6.58e-08,2.31e-08,3.718,3.16,0.5579999999999998,0.6327,7.097999999999999
HPIPXZ,toluene,stddft,-3.65e-08,4.87e-08,3.661,3.119,0.5419999999999998,0.5784,7.097999999999999
HPVAnt,gas,stda,4.99e-08,-3.38e-08,3.398,2.288,1.1100000000000003,0.2998,6.246
HPVAnt,gas,stddft,1.605e-07,1.008e-07,3.217,2.213,1.004,0.1968,6.246
HPVAnt,toluene,stda,7.6e-09,-6.38e-08,3.395,2.286,1.109,0.3085,6.2379999999999995
HPVAnt,toluene,stddft,7.74e-08,1.885e-07,3.214,2.21,1.004,0.2046,6.2379999999999995
IABTCN,gas,stda,2.19e-08,-8.7e-08,3.077,2.496,0.581,1.4127,5.555
IABTCN,gas,stddft,1e-07,-9.57e-08,3.029,2.456,0.573,1.202,5.555
IABTCN,toluene,stda,-5.5e-09,3.92e-08,2.857,2.242,0.6150000000000002,1.6069,5.191000000000001
IABTCN,toluene,stddft,-4.5e-08,4.28e-08,2.798,2.203,0.5950000000000002,1.3332,5.191000000000001
ICBNTrz4,gas,stda,-1.3e-08,2.02e-08,3.627,3.286,0.34099999999999975,0.8547,6.295999999999999
ICBNTrz4,gas,stddft,-2.37e-08,-2.4e-09,3.601,3.268,0.3330000000000002,0.7739,6.295999999999999
ICBNTrz4,toluene,stda,5.3e-09,-1.39e-08,3.587,3.251,0.3360000000000003,0.8047,6.28
ICBNTrz4,toluene,stddft,-2.92e-08,1.016e-07,3.561,3.234,0.32699999999999996,0.7306,6.28
ICZ,gas,stda,5.5e-09,3.26e-08,3.338,2.771,0.5670000000000002,0.1214,6.813
ICZ,gas,stddft,-3.75e-08,1.322e-07,3.229,2.74,0.4889999999999999,0.0934,6.813
ICZ,toluene,stda,-3.85e-08,3.97e-08,3.343,2.777,0.5659999999999998,0.118,6.816
ICZ,toluene,stddft,-2.49e-08,-2.06e-08,3.234,2.745,0.4889999999999999,0.0905,6.816
ICz-2,gas,stda,-2.7e-09,-5e-09,4.088,3.866,0.22199999999999998,0.0409,7.970000000000001
ICz-2,gas,stddft,-3.15e-08,8.63e-08,4.078,3.833,0.2450000000000001,0.0409,7.970000000000001
ICz-2,toluene,stda,5.5e-09,-5.12e-08,4.135,3.895,0.23999999999999977,0.0551,7.987
ICz-2,toluene,stddft,1.82e-08,-4.13e-08,4.125,3.856,0.26900000000000013,0.0561,7.987
IDAC-MCO,gas,stda,-5.68e-08,1.004e-07,3.372,2.847,0.5249999999999999,0.1271,6.1690000000000005
IDAC-MCO,gas,stddft,-4.4e-08,6.31e-08,3.29,2.824,0.4660000000000002,0.1008,6.1690000000000005
IDAC-MCO,toluene,stda,2.8e-08,-4.27e-08,3.353,2.831,0.5220000000000002,0.1343,5.994999999999999
IDAC-MCO,toluene,stddft,1.204e-07,-4.4e-09,3.271,2.809,0.46199999999999974,0.1064,5.994999999999999
IDFL-2DPA,gas,stda,1.26e-08,-9.42e-08,3.07,2.753,0.3169999999999997,0.3053,5.818
IDFL-2DPA,gas,stddft,8.1e-09,1.248e-07,3.021,2.735,0.28600000000000003,0.2655,5.818
IDFL-2DPA,toluene,stda,-6.39e-08,2.42e-08,3.071,2.75,0.3210000000000002,0.2975,5.820000000000001
IDFL-2DPA,toluene,stddft,8.5e-09,4.09e-08,3.021,2.733,0.2879999999999998,0.2597,5.820000000000001
IP-PPI,gas,stda,3.11e-08,-7.88e-08,3.837,3.261,0.5760000000000001,0.9134,6.915
IP-PPI,gas,stddft,-6.73e-08,-4.14e-08,3.798,3.229,0.569,0.8672,6.915
IP-PPI,toluene,stda,-5.63e-08,-1.606e-07,3.813,3.255,0.5580000000000003,0.7613,6.974
IP-PPI,toluene,stddft,4.4e-08,-9.95e-08,3.774,3.224,0.5499999999999998,0.7113,6.974
IPTAC,gas,stda,-2e-09,-1.107e-07,3.071,2.402,0.669,0.2755,6.185999999999999
IPTAC,gas,stddft,1.3e-09,3.59e-08,2.998,2.351,0.6470000000000002,0.2492,6.185999999999999
IPTAC,toluene,stda,2.37e-08,6.75e-08,3.116,2.426,0.69,0.2615,6.246999999999999
IPTAC,toluene,stddft,6.3e-09,1.509e-07,3.042,2.374,0.6679999999999997,0.2486,6.246999999999999
IQ-Se,gas,stda,-8e-08,-1.71e-08,3.627,2.835,0.7919999999999998,0.0765,6.832
IQ-Se,gas,stddft,6.05e-08,5.37e-08,3.562,2.796,0.766,0.041,6.832
IQ-Se,toluene,stda,-2.74e-08,5.01e-08,3.532,2.715,0.8170000000000002,0.5295,6.753
IQ-Se,toluene,stddft,-2.61e-08,-2.45e-08,3.444,2.676,0.7679999999999998,0.3912,6.753
IQ-oTPA,gas,stda,-6e-10,-2.3e-09,2.799,2.801,-0.002000000000000224,0.0016,4.901
IQ-oTPA,gas,stddft,-5.8e-09,2.1e-09,2.799,2.8,-0.0009999999999998899,0.0016,4.901
IQ-oTPA,toluene,stda,7e-10,-8.5e-09,2.701,2.706,-0.004999999999999893,0.0027,4.651999999999999
IQ-oTPA,toluene,stddft,-2.1e-09,7.1e-09,2.7,2.706,-0.005999999999999783,0.0025,4.651999999999999
ImPy-1,gas,stda,8.29e-08,2.443e-07,3.295,2.661,0.6339999999999999,0.3172,6.528999999999999
ImPy-1,gas,stddft,3.43e-08,3.32e-08,3.202,2.625,0.577,0.2507,6.528999999999999
ImPy-1,toluene,stda,-1.47e-08,-1.5e-08,3.295,2.665,0.6299999999999999,0.3136,6.482
ImPy-1,toluene,stddft,-8.92e-08,-6.16e-08,3.203,2.63,0.573,0.2478,6.482
ImPy-2,gas,stda,1.18e-08,-5.08e-08,3.282,2.652,0.6299999999999999,0.3139,6.625
ImPy-2,gas,stddft,-9.1e-09,3.54e-08,3.193,2.616,0.577,0.2488,6.625
ImPy-2,toluene,stda,-7.01e-08,-8.5e-09,3.276,2.656,0.6199999999999997,0.307,6.572
ImPy-2,toluene,stddft,-4.07e-08,7.8e-09,3.187,2.621,0.5659999999999998,0.2425,6.572
ImPy-3,gas,stda,-1.64e-08,-1.65e-08,3.199,2.546,0.653,0.8681,5.8709999999999996
ImPy-3,gas,stddft,1.217e-07,2.75e-08,3.134,2.489,0.645,0.689,5.8709999999999996
ImPy-3,toluene,stda,1.96e-08,-6.28e-08,3.162,2.534,0.6280000000000001,0.8639,5.801
ImPy-3,toluene,stddft,-7.16e-08,-7.81e-08,3.102,2.478,0.6239999999999997,0.7082,5.801
InDM,gas,stda,1.01e-07,8.3e-09,3.999,3.371,0.6280000000000001,0.0535,7.209
InDM,gas,stddft,-1.25e-08,-1.143e-07,3.916,3.351,0.565,0.0461,7.209
InDM,toluene,stda,2.5e-08,6.95e-08,4.048,3.378,0.6699999999999999,0.0365,7.064
InDM,toluene,stddft,5.04e-08,-3.2e-09,3.966,3.358,0.6080000000000001,0.0471,7.064
IpCm-PhBzAc,gas,stda,1.26e-07,2.59e-08,3.781,3.122,0.6590000000000003,1.0878,6.112000000000001
IpCm-PhBzAc,gas,stddft,9.12e-08,-4.12e-08,3.719,3.09,0.629,0.9038,6.112000000000001
IpCm-PhBzAc,toluene,stda,9.18e-08,-7.07e-08,3.732,3.073,0.6590000000000003,0.9657,6.036
IpCm-PhBzAc,toluene,stddft,2.71e-08,2.44e-08,3.67,3.041,0.629,0.9083,6.036
LEt,gas,stda,-4.69e-08,1.015e-07,5.014,4.824,0.1900000000000004,0.0035,8.923
LEt,gas,stddft,6.8e-09,-1.319e-07,4.987,4.795,0.19200000000000017,0.0031,8.923
LEt,toluene,stda,1.471e-07,2e-08,5.02,4.856,0.1639999999999997,0.0031,8.881
LEt,toluene,stddft,-9.28e-08,-1.122e-07,4.993,4.826,0.1670000000000007,0.0029,8.881
LiPr,gas,stda,3.1e-08,1.188e-07,4.979,4.796,0.18299999999999983,0.0012,8.954999999999998
LiPr,gas,stddft,1.91e-08,-2.22e-08,4.952,4.766,0.18599999999999994,0.0012,8.954999999999998
LiPr,toluene,stda,2.77e-08,1.163e-07,4.994,4.822,0.1719999999999997,0.0033,8.943999999999999
LiPr,toluene,stddft,1.68e-08,-6.72e-08,4.966,4.793,0.17300000000000004,0.0032,8.943999999999999
MBF,gas,stda,-5.17e-08,-6.7e-09,2.773,2.475,0.29800000000000004,0.8425,4.93
MBF,gas,stddft,-1.89e-08,1.89e-08,2.75,2.452,0.29800000000000004,0.7586,4.93
MBF,toluene,stda,1.99e-08,2.66e-08,2.624,2.307,0.31700000000000017,0.8568,4.728
MBF,toluene,stddft,5.25e-08,4.03e-08,2.598,2.294,0.3039999999999998,0.7576,4.728
MCZ-P2-DTM,gas,stda,-1.26e-08,7.25e-08,3.68,3.268,0.41200000000000037,1.0725,6.38
MCZ-P2-DTM,gas,stddft,-7.4e-09,-3.53e-08,3.641,3.248,0.3929999999999998,0.9363,6.38
MCZ-P2-DTM,toluene,stda,6.29e-08,7e-10,3.642,3.226,0.4159999999999999,1.1305,6.327
MCZ-P2-DTM,toluene,stddft,-2.38e-08,-2.6e-08,3.606,3.206,0.3999999999999999,0.9966,6.327
MDP3FL,gas,stda,2.1e-08,-2.4e-09,3.711,3.284,0.42700000000000005,3.5536,6.196000000000001
MDP3FL,gas,stddft,-3.7e-08,8.77e-08,3.693,3.257,0.43599999999999994,3.2873,6.196000000000001
MDP3FL,toluene,stda,-2.21e-08,6.9e-09,3.707,3.285,0.4219999999999997,4.064,6.177999999999999
