molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV
CDDPI,toluene,stda,-1.08e-08,1.67e-08,3.513,3.045,0.46799999999999997,0.6265,6.719999999999999
CDDPI,toluene,stddft,2.36e-08,-9.59e-08,3.48,3.008,0.472,0.5648,6.719999999999999
CH3OH–CHCl3,gas,stda,-4.82e-08,-5.7e-08,3.677,2.704,0.9729999999999999,0.0594,6.607
CH3OH–CHCl3,gas,stddft,-1.381e-07,3.34e-08,3.602,2.634,0.968,0.5501,6.607
CH3OH–CHCl3,toluene,stda,-1.01e-08,-9.21e-08,3.688,2.717,0.9710000000000001,0.0151,6.632
CH3OH–CHCl3,toluene,stddft,-9.59e-08,-9.24e-08,3.631,2.647,0.984,0.5113,6.632
CMP,gas,stda,3.4e-09,1.12e-08,5.079,4.897,0.1819999999999995,0.0011,9.440999999999999
CMP,gas,stddft,5.85e-08,-1.366e-07,5.05,4.856,0.19399999999999995,0.001,9.440999999999999
CMP,toluene,stda,3.07e-08,2.2e-09,5.073,4.899,0.17400000000000038,0.0019,9.448
CMP,toluene,stddft,-2.77e-08,-4.03e-08,5.044,4.858,0.18599999999999994,0.0019,9.448
CN-QP,gas,stda,5.6e-09,1.82e-08,3.297,2.941,0.3560000000000003,0.0335,4.789999999999999
CN-QP,gas,stddft,4.15e-08,4.8e-09,3.285,2.912,0.3730000000000002,0.0201,4.789999999999999
CN-QP,toluene,stda,-1.529e-07,-9.57e-08,3.223,2.924,0.29899999999999993,0.0192,4.648
CN-QP,toluene,stddft,4.18e-08,1.021e-07,3.221,2.895,0.32600000000000007,0.0196,4.648
CN-TPA,gas,stda,-5.07e-08,-8.93e-08,3.791,3.224,0.5669999999999997,0.5919,7.235000000000001
CN-TPA,gas,stddft,1.5e-09,-9.3e-09,3.745,3.199,0.5460000000000003,0.5165,7.235000000000001
CN-TPA,toluene,stda,2.6e-08,-6.05e-08,3.772,3.188,0.5839999999999996,0.615,7.202999999999999
CN-TPA,toluene,stddft,-5.84e-08,7.53e-08,3.722,3.163,0.5590000000000002,0.5323,7.202999999999999
CNDSB,gas,stda,-6.68e-08,-7.15e-08,3.764,2.854,0.9099999999999997,2.3896,6.761999999999999
CNDSB,gas,stddft,-2.7e-08,7.94e-08,3.695,2.801,0.8939999999999997,1.9878,6.761999999999999
CNDSB,toluene,stda,9.01e-08,-2.4e-09,3.75,2.838,0.9119999999999999,2.3718,6.7490000000000006
CNDSB,toluene,stddft,2.61e-08,5.15e-08,3.681,2.785,0.8959999999999999,1.972,6.7490000000000006
CNPP-TPA,gas,stda,-3.67e-08,3.14e-08,3.443,2.969,0.4740000000000002,0.6316,5.318
CNPP-TPA,gas,stddft,-2.84e-08,-5.79e-08,3.423,2.946,0.47699999999999987,0.5924,5.318
CNPP-TPA,toluene,stda,-3.19e-08,-2.19e-08,3.226,2.686,0.54,0.7813,4.954000000000001
CNPP-TPA,toluene,stddft,2.51e-08,-1.148e-07,3.204,2.663,0.5410000000000004,0.7299,4.954000000000001
CNTPA-CZ,gas,stda,7.43e-08,-3.06e-08,3.787,3.163,0.6240000000000001,0.6571,7.137999999999999
CNTPA-CZ,gas,stddft,-1.7e-08,-4.95e-08,3.741,3.136,0.605,0.5722,7.137999999999999
CNTPA-CZ,toluene,stda,2.84e-08,-2.05e-08,3.727,3.074,0.653,0.7128,7.04
CNTPA-CZ,toluene,stddft,-8.22e-08,-4.14e-08,3.675,3.046,0.629,0.6126,7.04
CNTPA-PXZ,gas,stda,1.77e-08,1.08e-08,3.246,2.867,0.379,0.0118,6.215999999999999
CNTPA-PXZ,gas,stddft,2.38e-08,8.63e-08,3.21,2.836,0.3740000000000001,0.0095,6.215999999999999
CNTPA-PXZ,toluene,stda,-2.65e-08,3.28e-08,3.242,2.851,0.391,0.0138,6.164999999999999
CNTPA-PXZ,toluene,stddft,2.17e-08,-3.67e-08,3.206,2.82,0.3860000000000001,0.0112,6.164999999999999
CPBPMCN,gas,stda,-7.34e-08,5e-10,3.874,3.471,0.403,0.5555,6.653
CPBPMCN,gas,stddft,2.85e-08,1.76e-08,3.831,3.443,0.3879999999999999,0.4971,6.653
CPBPMCN,toluene,stda,8.8e-09,-1.09e-07,3.875,3.471,0.4039999999999999,0.4149,6.715
CPBPMCN,toluene,stddft,-8.06e-08,7.58e-08,3.831,3.446,0.3849999999999998,0.3806,6.715
CPBzFC,gas,stda,-1.4e-08,7.51e-08,3.76,3.198,0.5619999999999998,0.7203,6.3919999999999995
CPBzFC,gas,stddft,5.48e-08,3.3e-09,3.722,3.16,0.5619999999999998,0.9149,6.3919999999999995
CPBzFC,toluene,stda,5.34e-08,-3.26e-08,3.803,3.228,0.5749999999999997,0.9879,6.408
CPBzFC,toluene,stddft,5.18e-08,3.6e-08,3.751,3.19,0.5609999999999999,0.9131,6.408
CPPyC,gas,stda,-6.39e-08,7.69e-08,3.852,3.436,0.4159999999999999,0.205,7.2700000000000005
CPPyC,gas,stddft,2.36e-08,4.13e-08,3.789,3.414,0.375,0.1708,7.2700000000000005
CPPyC,toluene,stda,-5.39e-08,6.33e-08,3.82,3.392,0.42799999999999994,0.4222,7.191000000000001
CPPyC,toluene,stddft,-3.97e-08,3.5e-08,3.753,3.369,0.3839999999999999,0.339,7.191000000000001
CPTBF,gas,stda,7.41e-08,7.8e-09,3.906,3.424,0.4820000000000002,0.3115,7.3180000000000005
CPTBF,gas,stddft,8.03e-08,-3.2e-08,3.842,3.401,0.4410000000000003,0.2661,7.3180000000000005
CPTBF,toluene,stda,-2.15e-08,6.39e-08,3.9,3.402,0.4979999999999998,0.2562,7.470000000000001
CPTBF,toluene,stddft,-2.64e-08,-6.07e-08,3.833,3.379,0.4540000000000002,0.2173,7.470000000000001
CPzPC,gas,stda,5.08e-08,2.69e-08,3.702,3.345,0.35699999999999976,0.4396,6.861000000000001
CPzPC,gas,stddft,-3e-09,-1.05e-08,3.66,3.327,0.3330000000000002,0.4202,6.861000000000001
CPzPC,toluene,stda,-4.33e-08,-3.78e-08,3.701,3.335,0.3660000000000001,0.4374,6.845
CPzPC,toluene,stddft,2.68e-08,2.42e-08,3.658,3.317,0.34099999999999975,0.4189,6.845
CPzPyC,gas,stda,-8.3e-09,7.4e-08,3.645,3.332,0.31300000000000017,0.1165,6.6499999999999995
CPzPyC,gas,stddft,3.85e-08,6.1e-09,3.616,3.314,0.30200000000000005,0.1253,6.6499999999999995
CPzPyC,toluene,stda,-2.68e-08,-1.1e-09,3.605,3.302,0.30299999999999994,0.216,6.747999999999999
CPzPyC,toluene,stddft,4.32e-08,2.37e-08,3.573,3.286,0.2869999999999999,0.2018,6.747999999999999
CPzPzC,gas,stda,-8.1e-09,-8e-10,3.505,3.062,0.44300000000000006,0.3174,6.626
CPzPzC,gas,stddft,3.03e-08,-3e-10,3.463,3.038,0.42500000000000027,0.277,6.626
CPzPzC,toluene,stda,-1.75e-08,1.06e-08,3.467,3.034,0.4330000000000003,0.3004,6.58
CPzPzC,toluene,stddft,5.02e-08,-6.28e-08,3.426,3.011,0.41500000000000004,0.2612,6.58
CTM,gas,stda,3.88e-08,1.9e-09,3.773,3.363,0.41000000000000014,0.7898,6.637
CTM,gas,stddft,-1.85e-08,-1.03e-08,3.723,3.342,0.3809999999999998,0.6355,6.637
CTM,toluene,stda,-3e-08,2.42e-08,3.563,3.336,0.2270000000000003,0.0086,6.579000000000001
CTM,toluene,stddft,2.97e-08,-2.18e-08,3.56,3.315,0.2450000000000001,0.012,6.579000000000001
CZ-DPS-DMAC,gas,stda,-3.37e-08,2.1e-08,3.845,3.449,0.39600000000000035,0.2526,6.9830000000000005
CZ-DPS-DMAC,gas,stddft,-6.7e-09,-5.03e-08,3.791,3.427,0.3639999999999999,0.2494,6.9830000000000005
CZ-DPS-DMAC,toluene,stda,2.85e-08,5e-09,3.813,3.429,0.38400000000000034,0.0372,6.819
CZ-DPS-DMAC,toluene,stddft,-1.03e-08,-7.08e-08,3.791,3.406,0.3849999999999998,0.0385,6.819
CZ-TRZ,gas,stda,1.02e-08,1.07e-08,3.941,3.52,0.4209999999999998,0.5793,6.535
CZ-TRZ,gas,stddft,-2.64e-08,1.032e-07,3.89,3.498,0.3919999999999999,0.4537,6.535
CZ-TRZ,toluene,stda,-5.91e-08,6.8e-08,3.963,3.501,0.4620000000000002,0.5595,6.5809999999999995
CZ-TRZ,toluene,stddft,-2.25e-08,0.0,3.909,3.479,0.4299999999999997,0.4457,6.5809999999999995
CZ9CZPZ,gas,stda,4.7e-09,-5.72e-08,3.685,3.224,0.46099999999999985,1.5741,6.711
CZ9CZPZ,gas,stddft,-7.18e-08,-1.039e-07,3.642,3.202,0.43999999999999995,1.3663,6.711
CZ9CZPZ,toluene,stda,-4.15e-08,1.64e-08,3.669,3.199,0.4700000000000002,1.5127,6.760999999999999
CZ9CZPZ,toluene,stddft,-2.99e-08,-1.49e-08,3.624,3.176,0.44799999999999995,1.309,6.760999999999999
CbBPCb,gas,stda,-1.89e-08,-4.48e-08,3.933,3.478,0.4549999999999996,0.285,7.585999999999999
CbBPCb,gas,stddft,1e-10,4.29e-08,3.869,3.456,0.41300000000000026,0.2437,7.585999999999999
CbBPCb,toluene,stda,2.02e-08,5.85e-08,3.917,3.445,0.472,0.1336,7.588000000000001
CbBPCb,toluene,stddft,-6.8e-08,7.9e-08,3.848,3.424,0.42399999999999993,0.1148,7.588000000000001
Cbz-MI,gas,stda,3.1e-08,-1.76e-08,2.618,2.124,0.4939999999999998,0.2446,5.425000000000001
Cbz-MI,gas,stddft,9.15e-08,4.01e-08,2.571,2.093,0.4780000000000002,0.2134,5.425000000000001
Cbz-MI,toluene,stda,-4.23e-08,2.01e-08,2.846,2.426,0.41999999999999993,0.0009,5.205
Cbz-MI,toluene,stddft,4.82e-08,1.438e-07,2.812,2.407,0.4049999999999998,0.0008,5.205
Cbz-PYR,gas,stda,3e-09,7.58e-08,3.883,3.515,0.3679999999999999,0.7382,7.48
Cbz-PYR,gas,stddft,-3.63e-08,-5.31e-08,3.84,3.493,0.347,0.6405,7.48
Cbz-PYR,toluene,stda,4.44e-08,-3.8e-09,3.874,3.503,0.371,0.7528,7.469
Cbz-PYR,toluene,stddft,1.69e-08,-1.18e-08,3.831,3.481,0.3500000000000001,0.6517,7.469
Cz-SO,gas,stda,-1.63e-08,-5.79e-08,3.861,3.407,0.4540000000000002,0.2241,7.608
Cz-SO,gas,stddft,2.78e-08,3.75e-08,3.787,3.384,0.403,0.1929,7.608
Cz-SO,toluene,stda,-3e-09,4.37e-08,3.873,3.421,0.4520000000000004,0.2606,7.611
Cz-SO,toluene,stddft,-6.08e-08,6.84e-08,3.802,3.398,0.4039999999999999,0.224,7.611
Cz2ICz,gas,stda,1.5e-08,-4.58e-08,3.493,3.142,0.351,0.4125,6.544999999999999
Cz2ICz,gas,stddft,-2.04e-08,-3.22e-08,3.437,3.123,0.3139999999999996,0.3552,6.544999999999999
Cz2ICz,toluene,stda,-2.78e-08,3.82e-08,3.491,3.137,0.3540000000000001,0.3895,6.607
Cz2ICz,toluene,stddft,-2.68e-08,8.5e-09,3.435,3.118,0.31700000000000017,0.3374,6.607
CzA-PPO,gas,stda,5.08e-08,5.75e-08,2.423,1.906,0.5170000000000001,0.2981,5.674
CzA-PPO,gas,stddft,-1.47e-08,5.5e-09,2.367,1.85,0.5169999999999999,0.2625,5.674
CzA-PPO,toluene,stda,-4.14e-08,-3.81e-08,2.384,1.897,0.4869999999999999,0.2753,5.651
CzA-PPO,toluene,stddft,2.18e-08,-5.04e-08,2.332,1.843,0.4889999999999999,0.2441,5.651
CzB-FMPIM,gas,stda,-6.97e-08,7.71e-08,3.955,3.471,0.484,0.374,6.883
CzB-FMPIM,gas,stddft,2.45e-08,4e-10,3.894,3.447,0.44700000000000006,0.2301,6.883
CzB-FMPIM,toluene,stda,9.07e-08,-1.632e-07,3.935,3.465,0.4700000000000002,0.2229,7.002
CzB-FMPIM,toluene,stddft,6.58e-08,2.57e-08,3.87,3.441,0.42900000000000027,0.1615,7.002
CzB-FMPPI,gas,stda,-1.248e-07,-3.96e-08,3.857,3.436,0.42100000000000026,0.6601,6.815
CzB-FMPPI,gas,stddft,-3.7e-09,-8.91e-08,3.815,3.408,0.40700000000000003,0.592,6.815
CzB-FMPPI,toluene,stda,1.2e-09,-5.8e-09,3.856,3.445,0.41100000000000003,0.4772,6.899
CzB-FMPPI,toluene,stddft,3.1e-08,1.059e-07,3.816,3.416,0.3999999999999999,0.4402,6.899
CzBN,gas,stda,-4.1e-09,2.86e-08,3.719,3.357,0.36199999999999966,0.2543,7.086
CzBN,gas,stddft,-3.9e-09,1.97e-08,3.681,3.339,0.3420000000000001,0.2299,7.086
CzBN,toluene,stda,4.41e-08,-7.67e-08,3.708,3.347,0.3610000000000002,0.2441,7.042999999999999
CzBN,toluene,stddft,-9.9e-09,3.81e-08,3.669,3.328,0.3410000000000002,0.2227,7.042999999999999
CzBPDCb,gas,stda,1.4e-09,1.49e-08,3.838,3.322,0.516,0.1929,7.353
CzBPDCb,gas,stddft,2.99e-08,-1.193e-07,3.764,3.297,0.46699999999999964,0.1631,7.353
CzBPDCb,toluene,stda,2.86e-08,1.83e-08,3.792,3.282,0.5099999999999998,0.1176,7.252
CzBPDCb,toluene,stddft,-5e-08,2.27e-08,3.711,3.256,0.45500000000000007,0.1011,7.252
CzBroB,gas,stda,9.2e-09,-4.9e-09,3.34,3.228,0.11199999999999966,0.0527,6.284000000000001
CzBroB,gas,stddft,-2.94e-08,-3.31e-08,3.33,3.22,0.10999999999999988,0.0492,6.284000000000001
CzBroB,toluene,stda,1.71e-08,2.5e-08,3.393,3.276,0.11699999999999999,0.0558,6.318999999999999
CzBroB,toluene,stddft,-1.52e-08,7.7e-09,3.383,3.267,0.1160000000000001,0.0522,6.318999999999999
CzCNoB,gas,stda,-2.27e-08,-1.34e-08,3.116,2.997,0.11900000000000022,0.0504,5.987
CzCNoB,gas,stddft,-3.8e-09,-2.03e-08,3.104,2.99,0.11399999999999988,0.0461,5.987
CzCNoB,toluene,stda,2.82e-08,2.11e-08,3.12,3.002,0.11800000000000033,0.0508,5.970000000000001
CzCNoB,toluene,stddft,2.41e-08,5.09e-08,3.108,2.994,0.11399999999999988,0.0463,5.970000000000001
CzCbPy,gas,stda,4.74e-08,2.01e-08,3.754,3.264,0.4900000000000002,0.2525,6.970000000000001
CzCbPy,gas,stddft,3.6e-09,-1.15e-08,3.685,3.241,0.44399999999999995,0.1996,6.970000000000001
CzCbPy,toluene,stda,4.29e-08,3.09e-08,3.735,3.242,0.4929999999999999,0.2341,6.987
CzCbPy,toluene,stddft,6.89e-08,-2.57e-08,3.663,3.219,0.44399999999999995,0.1865,6.987
CzDCbTrz,gas,stda,-6.81e-08,3.9e-09,3.666,3.363,0.30299999999999994,0.3597,6.271999999999999
CzDCbTrz,gas,stddft,1.05e-08,-8.4e-09,3.642,3.341,0.3009999999999997,0.3205,6.271999999999999
CzDCbTrz,toluene,stda,-3.72e-08,-2.34e-08,3.66,3.29,0.3700000000000001,0.3836,6.2139999999999995
CzDCbTrz,toluene,stddft,-3.94e-08,2.8e-08,3.632,3.264,0.3680000000000003,0.3232,6.2139999999999995
CzPh-PPO,gas,stddft,3.85e-08,-3.6e-09,3.713,2.914,0.7989999999999999,1.6027,6.516
CzPh-PPO,toluene,stda,-7e-08,7.11e-08,3.77,2.959,0.8109999999999999,1.8832,6.4319999999999995
CzPh-PPO,toluene,stddft,-4.27e-08,-5.5e-09,3.711,2.92,0.7909999999999999,1.5847,6.4319999999999995
CzPm,gas,stda,-3.29e-08,-3e-09,3.849,3.377,0.4720000000000004,1.3294,6.4
CzPm,gas,stddft,4.62e-08,-5.22e-08,3.806,3.354,0.45199999999999996,1.0858,6.4
CzPm,toluene,stda,-1.72e-08,3.4e-09,3.814,3.329,0.4849999999999999,1.5031,6.304000000000001
CzPm,toluene,stddft,-4.15e-08,5.21e-08,3.775,3.306,0.46899999999999986,1.2572,6.304000000000001
CzPrSBI,gas,stda,-1.75e-08,-5.23e-08,3.883,3.391,0.492,0.053,6.885
CzPrSBI,gas,stddft,-4.83e-08,-7.88e-08,3.806,3.366,0.43999999999999995,0.0437,6.885
CzPrSBI,toluene,stda,-6.9e-09,6.12e-08,3.787,3.301,0.48599999999999977,0.0561,6.7299999999999995
CzPrSBI,toluene,stddft,1.4e-08,-6.1e-09,3.705,3.275,0.43000000000000016,0.0452,6.7299999999999995
CzS2,gas,stda,-1.3e-09,-2.62e-08,3.904,3.435,0.46899999999999986,0.3617,7.572
CzS2,gas,stddft,3.56e-08,8.05e-08,3.841,3.413,0.4280000000000004,0.3182,7.572
CzS2,toluene,stda,1.94e-08,-2.48e-08,3.916,3.45,0.46599999999999975,0.4021,7.563999999999999
CzS2,toluene,stddft,-4.63e-08,5.99e-08,3.856,3.428,0.42799999999999994,0.3514,7.563999999999999
CzSO-1CO,gas,stda,8.5e-09,8.02e-08,3.72,2.858,0.8620000000000001,0.3195,7.170999999999999
CzSO-1CO,gas,stddft,9.5e-09,9.9e-09,3.613,2.815,0.798,0.2492,7.170999999999999
CzSO-1CO,toluene,stda,3.32e-08,-2.28e-08,3.703,2.852,0.851,0.3322,7.067
CzSO-1CO,toluene,stddft,2.77e-08,1.618e-07,3.603,2.81,0.7930000000000001,0.2636,7.067
CzTPA,gas,stda,7.1e-09,1.8e-08,3.795,3.363,0.43199999999999994,0.1499,7.186999999999999
CzTPA,gas,stddft,-3.6e-09,2.99e-08,3.75,3.34,0.41000000000000014,0.1088,7.186999999999999
CzTPA,toluene,stda,3.08e-08,4.02e-08,3.778,3.356,0.42200000000000015,0.1297,7.094999999999999
CzTPA,toluene,stddft,-8e-09,6.03e-08,3.721,3.334,0.387,0.0924,7.094999999999999
CzTPA-m-Trz,gas,stda,-2.72e-08,2.36e-08,3.608,3.21,0.39800000000000013,0.0779,6.111000000000001
CzTPA-m-Trz,gas,stddft,5.42e-08,-7.5e-09,3.57,3.194,0.3759999999999999,0.0667,6.111000000000001
CzTPA-m-Trz,toluene,stda,2.61e-08,-7.05e-08,3.43,3.063,0.367,0.0442,5.941000000000001
CzTPA-m-Trz,toluene,stddft,4.8e-09,-4.2e-09,3.391,3.049,0.3420000000000001,0.036,5.941000000000001
CzmPPC,gas,stda,3.3e-09,-1.059e-07,4.319,4.125,0.19399999999999995,0.0006,7.906000000000001
CzmPPC,gas,stddft,-2.7e-09,6.43e-08,4.318,4.082,0.23599999999999977,0.0007,7.906000000000001
CzmPPC,toluene,stda,-1.2e-09,9.04e-08,4.228,4.101,0.12699999999999978,0.0081,7.912
CzmPPC,toluene,stddft,4e-09,-1.66e-08,4.227,4.069,0.15800000000000036,0.0081,7.912
CzoB,gas,stda,2.74e-08,-1.64e-08,3.348,3.242,0.10599999999999987,0.047,6.281
CzoB,gas,stddft,4.85e-08,-6.5e-09,3.338,3.233,0.10499999999999998,0.044,6.281
CzoB,toluene,stda,-3.9e-08,-4.27e-08,3.429,3.301,0.12799999999999967,0.0496,6.345000000000001
CzoB,toluene,stddft,-8e-09,1.87e-08,3.419,3.285,0.1339999999999999,0.0473,6.345000000000001
CzppT,gas,stda,8.12e-08,8e-10,4.028,3.506,0.5219999999999998,0.5341,7.223999999999999
CzppT,gas,stddft,-7.6e-08,-5.88e-08,3.964,3.483,0.48099999999999987,0.4441,7.223999999999999
CzppT,toluene,stda,-1.046e-07,2.03e-08,4.051,3.511,0.54,0.5853,7.336
CzppT,toluene,stddft,-6.71e-08,-7.48e-08,3.986,3.488,0.4980000000000002,0.3765,7.336
Cz–AQ,gas,stda,1.12e-08,-1.3e-08,2.735,2.39,0.34499999999999975,0.267,5.313000000000001
Cz–AQ,gas,stddft,3.8e-08,-1.7e-08,2.697,2.373,0.32399999999999984,0.2314,5.313000000000001
Cz–AQ,toluene,stda,3.39e-08,-2.63e-08,2.654,2.301,0.35299999999999976,0.2718,5.231
Cz–AQ,toluene,stddft,-4.63e-08,-3.45e-08,2.615,2.283,0.3320000000000003,0.2347,5.231
D-BP-PXZ,gas,stda,-1.08e-08,-2.97e-08,3.097,2.747,0.3500000000000001,0.048,5.328
D-BP-PXZ,gas,stddft,9.7e-09,-4.66e-08,3.083,2.735,0.3480000000000003,0.0479,5.328
D-BP-PXZ,toluene,stda,2.3e-09,9e-09,3.167,2.799,0.3679999999999999,0.0232,5.449
D-BP-PXZ,toluene,stddft,-2e-09,-4.04e-08,3.132,2.769,0.363,0.0197,5.449
D1–D6,gas,stda,-3.95e-08,3.1e-08,3.844,3.403,0.44099999999999984,0.2169,6.957999999999999
D1–D6,gas,stddft,-4.85e-08,-1.159e-07,3.774,3.379,0.395,0.1791,6.957999999999999
D1–D6,toluene,stda,1.39e-08,3.08e-08,3.829,3.384,0.4450000000000003,0.1976,6.973
D1–D6,toluene,stddft,-1.29e-08,-9.7e-09,3.757,3.36,0.39700000000000024,0.1632,6.973
D5,gas,stda,9.25e-08,-7.46e-08,3.88,3.424,0.45599999999999996,0.315,6.963
D5,gas,stddft,-1e-10,1.95e-08,3.814,3.401,0.41300000000000026,0.2569,6.963
D5,toluene,stda,5.41e-08,5.2e-09,3.87,3.4,0.4700000000000002,0.2895,6.975
D5,toluene,stddft,5.97e-08,-2.9e-09,3.801,3.377,0.4240000000000004,0.2358,6.975
D6,gas,stda,-6.8e-08,-3.22e-08,3.844,3.403,0.44099999999999984,0.2166,6.957999999999999
D6,gas,stddft,-3.91e-08,7e-09,3.774,3.379,0.395,0.1789,6.957999999999999
D6,toluene,stda,-3.22e-08,4.74e-08,3.829,3.384,0.4450000000000003,0.1986,6.974
D6,toluene,stddft,-4.6e-08,4.66e-08,3.757,3.36,0.39700000000000024,0.164,6.974
DAcIPN,gas,stda,1.94e-08,4.26e-08,3.457,2.963,0.4939999999999998,0.1936,6.563
DAcIPN,gas,stddft,3.79e-08,3.68e-08,3.412,2.937,0.4750000000000001,0.1751,6.563
DAcIPN,toluene,stda,8.58e-08,-7.8e-09,3.369,2.881,0.48800000000000043,0.1134,6.478
DAcIPN,toluene,stddft,-1.61e-08,-2.67e-08,3.322,2.855,0.4670000000000001,0.1067,6.478
DBBPZ-DPXZ,gas,stda,3.32e-08,-6.7e-09,2.965,2.712,0.25299999999999967,0.692,4.785
DBBPZ-DPXZ,gas,stddft,3.09e-08,-2.45e-08,2.945,2.7,0.24499999999999966,0.6384,4.785
DBBPZ-DPXZ,toluene,stda,-2.82e-08,3.7e-09,3.015,2.782,0.2330000000000001,0.631,4.793999999999999
DBBPZ-DPXZ,toluene,stddft,-7.7e-09,5.35e-08,2.997,2.769,0.22799999999999976,0.5899,4.793999999999999
DBCP,gas,stda,-5.3e-09,-1.32e-08,2.766,2.68,0.08599999999999985,0.0704,5.059000000000001
DBCP,gas,stddft,-0.0,-9.1e-09,2.759,2.672,0.08699999999999974,0.0641,5.059000000000001
DBCP,toluene,stda,-1.8e-09,-3.5e-09,2.82,2.711,0.10899999999999999,0.052,5.140999999999999
DBCP,toluene,stddft,2.86e-08,-2.14e-08,2.814,2.68,0.1339999999999999,0.0479,5.140999999999999
DBFDPO,gas,stda,-7.71e-08,6.4e-08,4.325,4.038,0.2869999999999999,0.0443,8.479
DBFDPO,gas,stddft,5.1e-08,5.52e-08,4.275,4.001,0.274,0.0419,8.479
DBFDPO,toluene,stda,4.93e-08,3.7e-09,4.357,4.011,0.3460000000000001,0.0638,8.42
DBFDPO,toluene,stddft,1.213e-07,-3.53e-08,4.304,3.979,0.3250000000000002,0.0593,8.42
DBP-3TPA,gas,stda,5e-10,5.96e-08,3.293,3.056,0.2370000000000001,0.0069,5.450000000000001
DBP-3TPA,gas,stddft,-3.2e-09,-5.77e-08,3.292,3.021,0.2709999999999999,0.0069,5.450000000000001
DBP-3TPA,toluene,stda,-7.6e-09,-1.16e-08,3.272,3.034,0.238,0.0074,5.331999999999999
DBP-3TPA,toluene,stddft,1.2e-09,-6.6e-08,3.272,3.0,0.2719999999999998,0.0078,5.331999999999999
DBQ-3PXZ,gas,stda,-4.5e-09,-4e-09,2.653,2.461,0.19200000000000017,0.2279,5.111
DBQ-3PXZ,gas,stddft,-2.18e-08,-6.98e-08,2.635,2.451,0.18399999999999972,0.2102,5.111
DBQ-3PXZ,toluene,stda,-5e-10,4.98e-08,2.728,2.546,0.18200000000000038,0.221,5.082999999999999
DBQ-3PXZ,toluene,stddft,7.5e-09,7.4e-09,2.711,2.536,0.17499999999999982,0.2053,5.082999999999999
DBT-BZ-DMAC,gas,stda,-2.51e-08,-6.13e-08,3.572,2.996,0.5760000000000001,0.0223,6.6899999999999995
DBT-BZ-DMAC,gas,stddft,4.62e-08,-9.47e-08,3.539,2.959,0.5800000000000001,0.021,6.6899999999999995
DBT-BZ-DMAC,toluene,stda,4.64e-08,3.69e-08,3.594,3.003,0.5909999999999997,0.0112,6.642
DBT-BZ-DMAC,toluene,stddft,-8.6e-09,3.93e-08,3.557,2.966,0.5909999999999997,0.0317,6.642
DBT-SADF,gas,stda,1.55e-08,-8.55e-08,3.822,3.462,0.3599999999999999,0.0247,6.377
DBT-SADF,gas,stddft,-8.31e-08,-3.07e-08,3.812,3.432,0.3799999999999999,0.023,6.377
DBT-SADF,toluene,stda,-7.5e-09,1.198e-07,3.646,3.455,0.19099999999999984,0.0212,6.184
DBT-SADF,toluene,stddft,-4.37e-08,-1.64e-08,3.636,3.427,0.20900000000000007,0.0197,6.184
DBTO-PTZ,gas,stda,5.16e-08,5.92e-08,3.279,2.894,0.3849999999999998,0.0126,5.857
DBTO-PTZ,gas,stddft,-8.28e-08,1.99e-08,3.243,2.863,0.3799999999999999,0.0104,5.857
DBTO-PTZ,toluene,stda,-5.6e-08,9.83e-08,3.213,2.9,0.31300000000000017,0.0277,5.724
DBTO-PTZ,toluene,stddft,-2.24e-08,-1.55e-08,3.199,2.87,0.32899999999999974,0.0286,5.724
DC-ACR,gas,stda,6.87e-08,-3.95e-08,2.798,2.791,0.007000000000000117,0.0003,5.425000000000001
DC-ACR,gas,stddft,-1e-08,-5.21e-08,2.797,2.79,0.007000000000000117,0.0002,5.425000000000001
DC-ACR,toluene,stda,5.64e-08,2.18e-08,2.928,2.851,0.07699999999999996,0.0008,5.464
DC-ACR,toluene,stddft,1.53e-08,5.25e-08,2.927,2.839,0.08800000000000008,0.0008,5.464
DC-TC,gas,stda,2.26e-08,7.4e-09,2.885,2.875,0.009999999999999787,0.0011,6.156
DC-TC,gas,stddft,1.098e-07,1.48e-08,2.883,2.874,0.008999999999999897,0.0011,6.156
DC-TC,toluene,stda,3.94e-08,-3.73e-08,2.665,2.656,0.008999999999999897,0.0006,5.856999999999999
DC-TC,toluene,stddft,-1.59e-08,9e-09,2.663,2.655,0.008000000000000007,0.0006,5.856999999999999
DCA,gas,stda,5.28e-08,-2.26e-08,3.242,2.237,1.005,0.4863,6.360999999999999
DCA,gas,stddft,-1.147e-07,3.06e-08,3.066,2.167,0.899,0.3499,6.360999999999999
DCA,toluene,stda,6.21e-08,-5.47e-08,3.285,2.26,1.0250000000000004,0.4479,6.409999999999998
DCA,toluene,stddft,-1.46e-08,1.366e-07,3.106,2.189,0.9169999999999998,0.321,6.409999999999998
DCBNPE,gas,stda,3.68e-08,-2.8e-09,2.44,2.041,0.399,0.2756,5.275
DCBNPE,gas,stddft,1.15e-08,5.25e-08,2.404,2.016,0.3879999999999999,0.2319,5.275
DCBNPE,toluene,stda,1.103e-07,-7e-09,2.225,1.842,0.383,0.281,4.884
DCBNPE,toluene,stddft,-2.1e-09,2.9e-08,2.189,1.819,0.3700000000000001,0.2326,4.884
