molecule,environment,method,transition,CT_number,Lambda_D,Lambda_A,hole_on_A,particle_on_D,Delta_r,S_he
iTPBI-CN,gas,stda,S0T1,0.13909122142528754,0.8470377851878654,0.16420899263004937,0.15296221481213457,0.8357910073699505,0.15217742342890664,0.8171234966993703
DMPA,gas,stda,S0S1,0.17563751932379562,0.806456704524314,0.2177891489257255,0.1935432954756858,0.7822108510742743,0.13626502244164274,0.9611744714273778
DMPA,gas,stda,S0T1,0.1646814095612555,0.8094400522681109,0.20345102654582758,0.1905599477318889,0.7965489734541722,0.03506463635755217,0.9888482088789394
DMPA,gas,stddft,S0S1,0.17728588538383697,0.8040369157102653,0.22049470853863376,0.19596308428973494,0.7795052914613663,0.1244159868628137,0.9650334139268992
DMPA,gas,stddft,S0T1,0.16276479512943107,0.8106223013408446,0.2007899299836718,0.18937769865915563,0.799210070016328,0.034080253634059914,0.9902835829404274
α-DMAC-DBP,gas,stda,S0S1,0.22382792708993787,0.700108130073297,0.31970479626697734,0.29989186992670297,0.6802952037330227,2.7351395437238843,0.4890865277258363
α-DMAC-DBP,gas,stda,S0T1,0.21595459858380747,0.7250195280659822,0.29786038889169614,0.27498047193401753,0.7021396111083039,2.5544781957605096,0.5377704199617466
iTPBI-CN,gas,stddft,S0T1,0.1450173547890094,0.8380717738776664,0.17303691558305317,0.16192822612233362,0.8269630844169468,0.15838940592073372,0.8178315708357192
α-DMAC-DBP,gas,stddft,S0S1,0.22492931189507642,0.7005555158299246,0.321072786970509,0.2994444841700753,0.6789272130294909,2.736182768676289,0.4882371405695215
α-DMAC-DBP,gas,stddft,S0T1,0.2136575988157474,0.7298772239861817,0.29273087554214794,0.27012277601381884,0.7072691244578523,2.4867912749464165,0.5572671389082381
PT-BZ-DMAC,gas,stda,S0S1,0.11655408779671238,0.6969008794043913,0.16724629174858516,0.3030991205956086,0.8327537082514149,4.764580713451507,0.34210633361770526
PT-BZ-DMAC,gas,stda,S0T1,0.33948270129590424,0.674121557039276,0.5035927092836242,0.32587844296072405,0.49640729071637596,0.8089481944013243,0.7733049090800233
PT-BZ-DMAC,gas,stddft,S0S1,0.1163569508649909,0.6968137291499937,0.16698429723382258,0.30318627085000616,0.8330157027661774,4.772162886899041,0.3404991030221176
BACH,gas,stda,S0T1,0.35090030091807894,0.6275214325529708,0.5591845675939658,0.372478567447029,0.4408154324060341,1.87963169112386,0.76243517906092
BACH,gas,stda,S0S1,0.422876505549294,0.7288054060180548,0.5802323940758722,0.27119459398194523,0.4197676059241278,2.4431435614204866,0.6429326816374076
PT-BZ-DMAC,gas,stddft,S0T1,0.33868371129461966,0.6715471698997334,0.5043334652801641,0.3284528301002668,0.495666534719836,0.8000319114153231,0.7772425966290988
BACH,gas,stddft,S0T1,0.3415179041824841,0.6116206926026371,0.5583818669201965,0.3883793073973629,0.4416181330798034,1.7828484187788851,0.7795289267379428
BACH,gas,stddft,S0S1,0.18346136433738938,0.5215061186060975,0.3517913937956323,0.47849388139390236,0.6482086062043679,0.7073524698234324,0.7031900052364305
Fene,gas,stddft,S0S1,0.06389336026307509,0.5085614888325141,0.1256354672268888,0.49143851116748605,0.8743645327731113,2.2117693533953053,0.48077543221549723
Fene,gas,stddft,S0T1,0.10911102471602624,0.7359750459024367,0.14825370143119004,0.26402495409756366,0.8517462985688101,1.6634070437352875,0.6943064487053264
Fene,gas,stda,S0S1,0.06298407572404308,0.5044926397512786,0.12484637190166946,0.4955073602487213,0.8751536280983307,2.2314732618605397,0.4751757789508475
Fene,gas,stda,S0T1,0.10440841771793591,0.7165949913990913,0.14570073607978654,0.2834050086009085,0.8542992639202135,1.6564276090992274,0.6764555224545838
2Mi2SB,gas,stda,S0T1,0.046951001882030545,0.9905748754342459,0.04739773140465356,0.009425124565754192,0.9526022685953468,0.6251312268070178,0.795993534624321
BTPO,gas,stda,S0S1,0.0653768301518911,0.8092936916126235,0.08078257723919632,0.19070630838737637,0.9192174227608036,0.5651820666240149,0.6274667102283884
2Mi2SB,gas,stddft,S0T1,0.046633290192973915,0.9915818938734466,0.04702918687916827,0.008418106126553361,0.9529708131208314,0.6321027671326297,0.7945971226587413
BTPO,gas,stda,S0T1,0.03999223938047975,0.8492687729617845,0.04709020354181718,0.1507312270382156,0.9529097964581831,0.4562870289915956,0.7332132196621934
BTPO,gas,stddft,S0S1,0.06882268324377501,0.8065839521144622,0.08532612515207641,0.1934160478855377,0.9146738748479236,0.562252678703624,0.6296507442925404
BTPO,gas,stddft,S0T1,0.039868012783022856,0.8545188099398381,0.04665551222427712,0.14548119006016183,0.9533444877757233,0.4415516389431443,0.7422923378187507
"2,4-CzPyCl3",gas,stda,S0T1,0.11397981995955318,0.9434903298936177,0.12080655874067608,0.056509670106382234,0.879193441259324,0.3414786444159337,0.7188002241467089
"2,4-CzPyCl3",gas,stda,S0S1,0.23786425528883015,0.5887701473700508,0.4040018950541813,0.41122985262994904,0.5959981049458184,0.6270151578575544,0.6790132707489512
"2,4-CzPyCl3",gas,stddft,S0T1,0.11223052208358238,0.9412828327571272,0.1192314553903486,0.058717167242872764,0.8807685446096515,0.3441703405179851,0.7219085885127
2Mi2SB,gas,stda,S0S1,0.028725830180945027,0.9908332762387715,0.028991588060091215,0.009166723761228776,0.9710084119399085,0.5864415790238555,0.7000130768689263
2Mi2SB,gas,stddft,S0S1,0.027040162565171586,0.9913688334459452,0.027275582661986077,0.00863116655405478,0.972724417338014,0.6599288555487076,0.6986471156152064
"2,4-CzPyCl3",gas,stddft,S0S1,0.02616130255966396,0.9996642449536894,0.026170089299208565,0.00033575504631049453,0.9738299107007914,0.9606205868389747,0.7435834270918289
TDBA-DI,gas,stda,S0T1,0.007074098171623679,0.9974735911999183,0.0070920155019982434,0.0025264088000817126,0.9929079844980018,0.5449977408815313,0.6066555401804314
TDBA-DI,gas,stddft,S0T1,0.006945477748945476,0.9975146707508764,0.006962782556087408,0.0024853292491233505,0.9930372174439125,0.5088416974366046,0.6093034429889237
TDBA-DI,gas,stddft,S0S1,0.014979082847889832,0.997910693652449,0.015010444264370943,0.002089306347551072,0.9849895557356292,0.730990105978436,0.6784165766343766
BmPyPhB,gas,stddft,S0S1,0.14542216495647534,0.7052815033410801,0.20619024356597646,0.2947184966589202,0.7938097564340236,3.486599961005221,0.3887764496141636
oCBP,gas,stda,S0T1,0.3124863372500876,0.7343996454459254,0.42549903065427924,0.2656003545540746,0.5745009693457209,0.7509561995648758,0.6822436209347874
BmPyPhB,gas,stddft,S0T1,0.045871022508836616,0.9685216132494426,0.047361898672489966,0.03147838675055754,0.9526381013275098,2.4574244123296975,0.49362544164022765
BmPyPhB,gas,stda,S0S1,0.14554676887791052,0.7051001733443313,0.20641998737225337,0.2948998266556687,0.7935800126277466,3.478794034461801,0.3900511722808967
BmPyPhB,gas,stda,S0T1,0.04515769785825142,0.9739540042907159,0.04636532901893823,0.026045995709284224,0.953634670981062,2.5872020432951093,0.4666297605785332
oCBP,gas,stda,S0S1,0.21382199726653292,0.5911872457428656,0.3616823583496825,0.4088127542571344,0.6383176416503178,0.8033705400605923,0.7615187114789925
TDBA-DI,gas,stda,S0S1,0.13236223839315253,0.8452216978859733,0.15660061581974338,0.15477830211402674,0.8433993841802567,1.3326837838222552,0.6998044170935562
3-BHH,gas,stda,S0S1,0.18405028294352063,0.4257195559407317,0.43232752730096324,0.5742804440592681,0.5676724726990365,0.6467892321353008,0.7760023984468272
3-BHH,gas,stda,S0T1,0.06455317645251463,0.9110105084930952,0.07085887138589894,0.08898949150690445,0.9291411286141009,1.2502742835726899,0.8537604410518821
3-BHH,gas,stddft,S0S1,0.18760610678684073,0.4336233986655781,0.43264756321770254,0.5663766013344219,0.5673524367822975,0.6580821307331852,0.7793358686073354
oCBP,gas,stddft,S0T1,0.31211755472314856,0.7317186646532848,0.4265540429681964,0.2682813353467152,0.5734459570318033,0.7519822384524973,0.6861177649494198
3-BHH,gas,stddft,S0T1,0.05612628670983755,0.9210366446558208,0.060938169002831805,0.07896335534417914,0.9390618309971681,1.2414779479998892,0.8575101274301662
mP2MPC,gas,stda,S0T1,0.30251559107922404,0.5434719234246926,0.5566351784521262,0.45652807657530725,0.4433648215478737,1.0423918383592607,0.8483997922965985
oCBP,gas,stddft,S0S1,0.21644223270486027,0.5113381550340126,0.4232859030252949,0.4886618449659875,0.5767140969747054,0.7392013986014736,0.7586510754541687
mP2MPC,gas,stddft,S0T1,0.30609295019947275,0.5448265336486483,0.5618172597975344,0.4551734663513516,0.43818274020246556,1.0689866409789082,0.8556222196581896
mP2MPC,gas,stda,S0S1,0.22921714674081756,0.3969659577064021,0.5774226789248957,0.6030340422935979,0.4225773210751042,0.13168042340176087,0.7553614910979797
DCBNPE,gas,stda,S0S1,0.06357074611885573,0.602720897756814,0.10547294171390298,0.39727910224318613,0.8945270582860971,0.9185167945079813,0.6228814573847035
AcCN,gas,stda,S0S1,0.12918714627131384,0.7711062316856682,0.1675348233004235,0.22889376831433206,0.8324651766995764,2.7024063591345686,0.3930224607197984
DCBNPE,gas,stda,S0T1,0.07195655488753033,0.6713237516737192,0.10718607036937239,0.32867624832628095,0.8928139296306276,0.7420416753621883,0.7548873443012165
AcCN,gas,stda,S0T1,0.3354042399196546,0.6758229264309009,0.4962901180209485,0.3241770735690989,0.5037098819790515,1.016904716665989,0.769064418236756
DCBNPE,gas,stddft,S0S1,0.06314944218115624,0.5987406497958966,0.10547044401057974,0.40125935020410347,0.8945295559894203,0.9322431114186306,0.613723259651106
AcCN,gas,stddft,S0T1,0.33434282743550525,0.6740744377657141,0.4960028280314521,0.32592556223428587,0.5039971719685479,1.006319698571858,0.772673875269256
mP2MPC,gas,stddft,S0S1,0.02896648051594777,0.9966086647712207,0.029065049843407947,0.0033913352287791693,0.9709349501565923,0.43998064507803153,0.7425789540747763
AcCN,gas,stddft,S0S1,0.12760925728358705,0.7794831730722035,0.16371008597996586,0.22051682692779648,0.8362899140200343,2.5447666139340948,0.39169347213046257
DCBNPE,gas,stddft,S0T1,0.0731558296395777,0.68407068493059,0.10694191587379678,0.3159293150694101,0.893058084126203,0.7070137671223145,0.7760546368904443
CbBPCb,gas,stda,S0T1,0.11759912987632114,0.9214013751641731,0.12763072971903,0.07859862483582704,0.8723692702809702,0.612417675565617,0.6992816495715432
cyclohexanone,gas,stda,S0T1,0.14538204554612572,0.8162795905766544,0.17810324700562669,0.18372040942334555,0.8218967529943733,0.23362855722782333,0.9626802590479757
CbBPCb,gas,stddft,S0T1,0.11278266137265115,0.9246165214025159,0.12197776998574002,0.07538347859748408,0.8780222300142599,0.6001268158680502,0.7035566260492255
cyclohexanone,gas,stddft,S0T1,0.14576160195809054,0.8176425082849778,0.17827057727689397,0.18235749171502244,0.821729422723106,0.2115061875615386,0.9644892489746929
cyclohexanone,gas,stda,S0S1,0.05503137518683003,0.9876204904901841,0.05572117601520843,0.012379509509815792,0.9442788239847913,0.3512495097750278,0.8085245590045129
CbBPCb,gas,stda,S0S1,0.23453233403036633,0.5217922659289189,0.44947453104319385,0.478207734071081,0.5505254689568062,0.49895943591665554,0.7927902216538208
cyclohexanone,gas,stddft,S0S1,0.06886877017142397,0.9757972876016225,0.07057692314424656,0.024202712398377423,0.9294230768557533,0.46527284040757644,0.8385235675509868
3CP-DPS-PXZ,gas,stda,S0S1,0.01768858276591348,0.9956967177987652,0.017765030706356533,0.004303282201235025,0.9822349692936432,0.4188660794247188,0.6741451476882301
3CP-DPS-PXZ,gas,stda,S0T1,0.01909742680157846,0.9961278393451659,0.019171662559027282,0.0038721606548342198,0.9808283374409724,0.8425678771060328,0.715551733167872
NA-TNA,gas,stda,S0S1,0.21418626158135415,0.7347969297215752,0.29149041445030577,0.2652030702784247,0.7085095855496943,0.6579720524845593,0.7333281270933929
NA-TNA,gas,stda,S0T1,0.26317756642121254,0.816288844048545,0.32240740313922667,0.18371115595145493,0.6775925968607732,1.577213137374361,0.8594358931216928
NA-TNA,gas,stddft,S0T1,0.25744360569658137,0.8060566658906865,0.31938648557928384,0.19394333410931355,0.6806135144207163,1.368452865849906,0.879500891660891
NA-TNA,gas,stddft,S0S1,0.2208953247135266,0.7389425902367419,0.2989343524545747,0.2610574097632583,0.701065647545425,0.8753242197322655,0.7289264535089696
3CP-DPS-PXZ,gas,stddft,S0T1,0.01923641705929709,0.9962059934897366,0.019309678103733748,0.0037940065102636945,0.9806903218962663,0.8497899321400442,0.7232510826092918
CbBPCb,gas,stddft,S0S1,0.23091129031352742,0.469624755284853,0.49169318208846796,0.5303752447151469,0.5083068179115319,0.41421340833654435,0.7920383162437049
BCN,gas,stda,S0T1,0.04911068075471303,0.8445671033056652,0.05814893874328293,0.15543289669433477,0.9418510612567169,2.2658637855344907,0.7519918538139405
BCN,gas,stda,S0S1,0.062200664393420514,0.7896768837571922,0.07876723464092918,0.21032311624280764,0.9212327653590708,2.8988825850247246,0.6049749786626631
3CP-DPS-PXZ,gas,stddft,S0S1,0.017758119202737725,0.995626441037715,0.017836126553879894,0.004373558962285215,0.9821638734461202,0.40961429680681793,0.6668768175771743
BCN,gas,stddft,S0S1,0.05996015185914186,0.7923110582903439,0.07567754006680713,0.20768894170965604,0.9243224599331931,2.909884374479871,0.6055592448314132
BCN,gas,stddft,S0T1,0.04706317073392749,0.8538188015781408,0.0551207945373645,0.1461811984218592,0.9448792054626352,2.142433252085264,0.7700038267284701
CNTPA-CZ,gas,stda,S0T1,0.1252160165957463,0.8501251822459936,0.14729126863990905,0.14987481775400627,0.8527087313600908,1.5509487345237751,0.7270070360771503
PTZ–TAZ,gas,stda,S0S1,0.13506173333048296,0.7472725356420294,0.18073959216826138,0.25272746435797067,0.8192604078317388,1.1818938229401332,0.4798577527192726
PTZ–TAZ,gas,stda,S0T1,0.1363464777383522,0.7594483034878865,0.17953358656824886,0.24055169651211367,0.8204664134317511,1.0826908035552834,0.5430493375977681
PTZ–TAZ,gas,stddft,S0S1,0.13809825619161484,0.7808340308955399,0.1768599353094661,0.21916596910446026,0.8231400646905341,1.5814389987376272,0.47856164356306563
PTZ–TAZ,gas,stddft,S0T1,0.13688552830617817,0.761918349546265,0.17965905190194692,0.238081650453735,0.8203409480980531,1.0808062478200813,0.5558649536851756
CNTPA-CZ,gas,stddft,S0T1,0.1256215326867352,0.8493274302676864,0.1479070711835393,0.1506725697323137,0.8520929288164608,1.513550496590665,0.7372951907683252
CNTPA-CZ,gas,stda,S0S1,0.12578639832795274,0.9146627856809358,0.13752215603077036,0.08533721431906405,0.8624778439692294,0.727103680483436,0.7580018324212265
CNTPA-CZ,gas,stddft,S0S1,0.11901730126206925,0.9214464495149347,0.1291635572796683,0.07855355048506522,0.870836442720332,0.7281868106977237,0.7554349738424235
ICz-2,gas,stda,S0S1,0.11110076179300815,0.6201463245558674,0.17915249578004935,0.3798536754441326,0.8208475042199507,1.6501858100024211,0.6993335927851763
ICz-2,gas,stddft,S0S1,0.11165495999714266,0.6273075334050302,0.17799078450577288,0.37269246659496996,0.8220092154942267,1.6242394085816654,0.703581337561646
ICz-2,gas,stda,S0T1,0.27859549391217836,0.39791474699784396,0.7001386503367966,0.6020852530021561,0.2998613496632033,0.5851752670256586,0.9102448332069872
PS-BZ-DMAC,gas,stda,S0S1,0.1553906837384847,0.7713948747130919,0.20144116694615039,0.22860512528690807,0.7985588330538494,2.3352076369912003,0.6650358122319204
ICz-2,gas,stddft,S0T1,0.26663080211525986,0.3966037591658228,0.6722851106506523,0.6033962408341773,0.3277148893493477,0.41640790322368715,0.9008153174445142
PS-BZ-DMAC,gas,stddft,S0T1,0.1277068330465109,0.7945269929663271,0.16073315844150715,0.20547300703367294,0.8392668415584927,2.0273233861476223,0.7130042661642078
PS-BZ-DMAC,gas,stddft,S0S1,0.15291513680800964,0.7709283783450958,0.19835193657841874,0.2290716216549042,0.8016480634215812,2.4093988988843815,0.6595468295349436
PS-BZ-DMAC,gas,stda,S0T1,0.12948416371635596,0.7920835609184708,0.16347285830072134,0.20791643908152926,0.8365271416992788,2.0968563863531844,0.7048270666148639
mCP,gas,stda,S0T1,0.28148006416290744,0.7807030183033146,0.3605469142089935,0.21929698169668535,0.6394530857910063,0.49777485555076595,0.6884297797421942
mCP,gas,stddft,S0T1,0.2813018587243725,0.7788416580606684,0.3611797800143612,0.22115834193933145,0.6388202199856388,0.4942142263986551,0.6920323171176581
mCP,gas,stda,S0S1,0.028115183891998602,0.9968064960394828,0.028205257493511538,0.0031935039605173413,0.9717947425064883,1.0451099480091268,0.7763272779151598
2-TA-AN,gas,stda,S0S1,0.2217188692526255,0.6845621904688648,0.32388418808343417,0.31543780953113515,0.6761158119165658,0.04955720619507623,0.9943628680112716
2-TA-AN,gas,stda,S0T1,0.21493223403509498,0.7065281809969165,0.30420900371139337,0.29347181900308345,0.6957909962886066,0.03339620019507747,0.9951097301802182
SPFS-PXZ,gas,stda,S0S1,0.024235315978963574,0.02426594000147388,0.9987379832593155,0.9757340599985261,0.0012620167406845004,1.7940601983703344,0.7422157151579736
mCP,gas,stddft,S0S1,0.024710148193062175,0.9991256452290249,0.024731772536374024,0.0008743547709750888,0.9752682274636262,1.0584640166433719,0.7787946252782674
2-TA-AN,gas,stddft,S0S1,0.22323851826057528,0.6826715155381078,0.3270072255535814,0.3173284844618923,0.6729927744464184,0.0478755259101345,0.9943597018290393
2-TA-AN,gas,stddft,S0T1,0.21305282912167067,0.7093230417049647,0.30036078992946025,0.29067695829503537,0.6996392100705396,0.031736858150304435,0.995206648538155
SPFS-PXZ,gas,stda,S0T1,0.02189470414607448,0.021910376204984875,0.9992847197709536,0.9780896237950152,0.0007152802290464002,2.016081970485257,0.7866919109618926
SPFS-PXZ,gas,stddft,S0S1,0.024563153996416794,0.02459530952900741,0.9986926152503715,0.9754046904709924,0.0013073847496282958,1.8081616220257428,0.73697088243475
SPFS-PXZ,gas,stddft,S0T1,0.021478999240732006,0.021493446592246748,0.9993278252767542,0.9785065534077528,0.0006721747232461573,2.001739990543493,0.793666175311203
BBA-Pyr,gas,stda,S0T1,0.07833794500581898,0.8648929758763477,0.09057530491150481,0.13510702412365236,0.9094246950884953,1.1979390756323907,0.7509842546694997
PSPBP,gas,stda,S0T1,0.2928013547221582,0.29340270330958335,0.997950432696625,0.7065972966904169,0.002049567303374915,1.337650379366024,0.7225262881618475
PSPBP,gas,stda,S0S1,0.3177080961289318,0.3187211982400722,0.9968213532180018,0.6812788017599278,0.003178646781998518,1.5030756968260277,0.678703453371832
PSPBP,gas,stddft,S0S1,0.3216940105801405,0.3226037204580922,0.9971801010953627,0.6773962795419077,0.00281989890463721,1.5416021341763304,0.6708744091869963
PSPBP,gas,stddft,S0T1,0.28816369903286027,0.2887119038029464,0.9981012048243763,0.7112880961970536,0.0018987951756240173,1.3102908193958016,0.7295122565264615
BBA-Pyr,gas,stda,S0S1,0.17607768919029504,0.8473662629084486,0.2077940754756233,0.15263373709155142,0.7922059245243768,0.8453631841350162,0.8241242220249173
BBA-Pyr,gas,stddft,S0S1,0.17267628407437627,0.8477805795666328,0.20368039589046105,0.1522194204333673,0.7963196041095387,0.7336473981744509,0.8280829008042919
BBA-Pyr,gas,stddft,S0T1,0.11213705547053679,0.8849642968622933,0.12671364920384592,0.11503570313770686,0.8732863507961539,0.21562640732595353,0.9525902661391465
1MPA,gas,stda,S0T1,0.1389399952379772,0.9700904393369227,0.14322375482119545,0.02990956066307715,0.8567762451788047,0.4010636699950225,0.702943369114222
1MPA,gas,stddft,S0T1,0.13528783927243185,0.9692861454797697,0.1395747168195292,0.030713854520230403,0.8604252831804707,0.38941036917641153,0.7110745107810221
2DMAC-BP-F,gas,stda,S0T1,0.32851224064835627,0.7880459708955192,0.41686938678849117,0.21195402910448088,0.5831306132115087,1.2494765322752621,0.8100135317713186
1MPA,gas,stda,S0S1,0.23467922853983872,0.7840800173595754,0.2993052027140438,0.2159199826404244,0.7006947972859562,0.28898397830331046,0.8113705786545362
1MPA,gas,stddft,S0S1,0.24220724563302098,0.7921001100679871,0.30577857843275896,0.20789988993201297,0.6942214215672408,0.2470952173333924,0.8079553881361109
2DMAC-BP-F,gas,stda,S0S1,0.30801768780249544,0.7554792361653607,0.40771165249480923,0.24452076383463908,0.5922883475051907,0.9816412701392889,0.5897786276172949
2DMAC-BP-F,gas,stddft,S0S1,0.306744550787316,0.7276705126683821,0.4215431922099986,0.2723294873316179,0.5784568077900016,0.9364537895930176,0.5822609489933533
2DMAC-BP-F,gas,stddft,S0T1,0.11707495520999814,0.9113759628859992,0.12845956002533132,0.08862403711400069,0.8715404399746691,0.40102271134480855,0.7505307519450001
AcDbp,gas,stda,S0S1,0.2630724589829514,0.5287408773293641,0.4975451497370759,0.47125912267063563,0.5024548502629241,0.4681463295374023,0.8626412304614451
AcDbp,gas,stddft,S0S1,0.2634355123447797,0.5300137410915736,0.49703525007149646,0.4699862589084263,0.5029647499285036,0.4576039529463998,0.8616439750565819
AcDbp,gas,stda,S0T1,0.2126767945516821,0.6519371067442401,0.32622287081308415,0.34806289325575973,0.6737771291869159,0.31503987624529717,0.8176626137237204
CzPrSBI,gas,stda,S0T1,0.3966031091410281,0.5386046355735074,0.7363529441567547,0.4613953644264926,0.26364705584324516,1.4990633803606914,0.7591272364738278
CzPrSBI,gas,stda,S0S1,0.16322321434699175,0.2592476165343088,0.6296035293554602,0.7407523834656913,0.3703964706445397,1.2903275226745037,0.835674125679381
AcDbp,gas,stddft,S0T1,0.21620560324229696,0.6818040370683067,0.3171081300309701,0.3181959629316932,0.6828918699690298,0.3593284239226525,0.8711484434690502
P–Cu–C,gas,stda,S0T1,0.03895578947062229,0.995687390573378,0.039124518236782285,0.004312609426622154,0.9608754817632176,0.11020650561856511,0.9798747949502173
P–Cu–C,gas,stddft,S0T1,0.038348481975838074,0.9956996445244333,0.03851410632385442,0.004300355475566766,0.9614858936761456,0.11773601280512427,0.9810470181179352
CzPrSBI,gas,stddft,S0T1,0.3941281437986312,0.5359755110370064,0.7353472979317122,0.4640244889629934,0.2646527020682878,1.4785856441902874,0.7633749248693433
CzPrSBI,gas,stddft,S0S1,0.1614214127946005,0.25601685683701536,0.630510876466873,0.7439831431629843,0.36948912353312713,1.3068021719154845,0.8375568987843733
P–Cu–C,gas,stddft,S0S1,0.03827526540378961,0.9939448106496191,0.03850844130749451,0.006055189350380798,0.9614915586925056,0.9995441762047996,0.5884339021813051
MPPA,gas,stda,S0S1,0.290608473617313,0.8325211036688218,0.34907039874020723,0.16747889633117824,0.6509296012597927,1.4288002597773766,0.5432692304500427
P–Cu–C,gas,stda,S0S1,0.038619296580187264,0.99264792073612,0.03890533166235645,0.007352079263880116,0.9610946683376438,1.0102931651893217,0.5951259344274062
MPPA,gas,stddft,S0S1,0.292324348337603,0.8329466933220798,0.3509520485299153,0.16705330667792026,0.6490479514700846,1.501697274597942,0.540900082230275
HPIPXZ,gas,stda,S0T1,0.2297857100022716,0.7098653237700505,0.323703246669233,0.29013467622994943,0.6762967533307671,0.2889144359727622,0.8113070820599199
HPIPXZ,gas,stda,S0S1,0.23412579406363948,0.7390206426118593,0.3168054862935738,0.2609793573881408,0.683194513706426,0.21482060354121085,0.6514453616395435
MPPA,gas,stda,S0T1,0.125559605911106,0.8113328072910453,0.15475721526698308,0.18866719270895468,0.8452427847330167,0.0981714806003752,0.7536352700389202
HPIPXZ,gas,stddft,S0T1,0.22903673619549902,0.6965820699181189,0.3288007918757105,0.3034179300818811,0.6711992081242896,0.1753113931780285,0.8244413474348012
HPIPXZ,gas,stddft,S0S1,0.23016797749824977,0.7451346013182458,0.30889449649909007,0.25486539868175423,0.6911055035009098,0.23622392835423353,0.6524141202855647
MPPA,gas,stddft,S0T1,0.12685073506198924,0.8127814692123998,0.1560699153056601,0.1872185307876,0.8439300846943399,0.07491818425155544,0.7690521954225094
23AcCz-PM,gas,stda,S0T1,0.18682971535093648,0.8081996998040841,0.23116776137905756,0.1918003001959159,0.7688322386209423,1.3216865094804877,0.7638659223181972
23AcCz-PM,gas,stda,S0S1,0.07066438765418175,0.8631952558688779,0.08186373497042933,0.13680474413112212,0.9181362650295704,2.9318128009367803,0.4566083193528516
23AcCz-PM,gas,stddft,S0S1,0.07680737349724025,0.8607648097533569,0.08923154458329749,0.1392351902466432,0.9107684554167024,2.8405642799301623,0.46751499437208377
23AcCz-PM,gas,stddft,S0T1,0.18482966698407843,0.8079386879976179,0.2287669469599943,0.19206131200238202,0.7712330530400057,1.2890359745236328,0.7729307241263564
PTZ-NAI,gas,stda,S0S1,0.2996486289382389,0.9916911496970711,0.3021592247039531,0.008308850302928994,0.6978407752960467,4.264417819957966,0.19458309810368277
"3,3−NHC",gas,stda,S0T1,0.16717103313238044,0.1976180712361309,0.845929889340081,0.802381928763869,0.1540701106599191,0.9984477932498936,0.8498727569526342
PTZ-NAI,gas,stddft,S0S1,0.2996550751591111,0.9916941125064942,0.3021648221766052,0.008305887493505925,0.697835177823395,4.263551321886724,0.1946204033783078
PTZ-NAI,gas,stda,S0T1,0.2997172220137095,0.9916737112900701,0.30223370711703834,0.008326288709929987,0.6977662928829615,4.263703989727826,0.19502403490611814
"3,3−NHC",gas,stddft,S0T1,0.13899195135670475,0.15649544456635422,0.8881533372543123,0.8435045554336459,0.11184666274568794,0.9745189843915117,0.8526497400943815
"3,3−NHC",gas,stda,S0S1,0.17313924634397387,0.692903046907935,0.24987514070922917,0.30709695309206514,0.7501248592907709,1.3466498237224007,0.7954743383803365
PTZ-NAI,gas,stddft,S0T1,0.29972737927817383,0.9916702536010964,0.3022450035077289,0.00832974639890349,0.6977549964922711,4.26260202652052,0.19526115246842465
Et3SiH,gas,stda,S0T1,0.4594394236632429,0.8717441413668295,0.5270347133539393,0.12825585863317038,0.47296528664606086,2.75203515758631,0.7797035432538942
Et3SiH,gas,stddft,S0T1,0.43808649231619934,0.8780590394217989,0.4989260091265377,0.12194096057820134,0.5010739908734623,2.572734769466664,0.7959203668612181
"3,3−NHC",gas,stddft,S0S1,0.03507658069842495,0.993369613312765,0.03531070432228029,0.0066303866872348995,0.9646892956777199,0.3243555589528531,0.6665429410745853
Et3SiH,gas,stddft,S0S1,0.05114835501140389,0.051249711456413605,0.9980223021334294,0.9487502885435865,0.001977697866570611,1.0296131321478386,0.43687384046471756
Et3SiH,gas,stda,S0S1,0.06058732735128802,0.060714226750304176,0.9979098902216437,0.9392857732496958,0.0020901097783563413,1.077554634009395,0.43278312561159626
3TPAFM,gas,stda,S0S1,0.05854502919326924,0.6667039945043789,0.08781262700666888,0.3332960054956214,0.9121873729933309,2.330620189812707,0.5779573601562908
3TPAFM,gas,stda,S0T1,0.0796702601903305,0.6159005540226182,0.12935572093576117,0.3840994459773817,0.8706442790642389,2.625824481051777,0.7622722858241329
CZ9CZPZ,gas,stda,S0S1,0.2030651367699461,0.775548461394472,0.26183423329191524,0.224451538605528,0.7381657667080846,1.4905646280081044,0.7417794220385546
CZ9CZPZ,gas,stda,S0T1,0.14744547629952723,0.82666909603866,0.17836093910619805,0.17333090396134002,0.8216390608938018,1.0330569438616937,0.7621860126625388
CZ9CZPZ,gas,stddft,S0S1,0.19842704729640737,0.7850267272435325,0.252764702665787,0.21497327275646727,0.7472352973342128,1.492162677200183,0.7406249885886422
3TPAFM,gas,stddft,S0S1,0.05787083180554945,0.6666967169163109,0.08680233506056677,0.33330328308368895,0.9131976649394332,2.359944365630779,0.5681648709194541
3TPAFM,gas,stddft,S0T1,0.08466472514281309,0.6215591756752461,0.13621345876011803,0.3784408243247537,0.863786541239882,2.4882433773231645,0.7914568104737328
CZ9CZPZ,gas,stddft,S0T1,0.14726811545461588,0.8301623899336454,0.17739675663503254,0.1698376100663545,0.8226032433649678,1.0372421752226952,0.7667063175662175
