molecule,environment,method,transition,CT_number,Lambda_D,Lambda_A,hole_on_A,particle_on_D,Delta_r,S_he
trimesitylboron,toluene,stda,S0T1,0.040951819668980385,0.9183657117336539,0.04459206081602631,0.08163428826634597,0.9554079391839737,1.1187112676410391,0.7333962131743494
t3Cz-SO,toluene,stda,S0T1,0.04273110731871924,0.9550015683957486,0.04474454150949798,0.044998431604251404,0.9552554584905019,1.1457080755470674,0.6721537037541947
t3Cz-SO,toluene,stddft,S0T1,0.041791852071201355,0.9559091014184733,0.04371948337889705,0.04409089858152673,0.9562805166211032,1.1672472172505368,0.6758716649424302
t3Cz-SO,toluene,stda,S0S1,0.01240235276431891,0.9995029457618294,0.012408520472008949,0.0004970542381705651,0.9875914795279911,0.42624095725829514,0.7568506801905426
trimesitylboron,toluene,stddft,S0T1,0.05803992001369289,0.9422854254427085,0.06159483999916939,0.05771457455729138,0.9384051600008306,0.7047989299375844,0.9557925711545845
BPPyA,toluene,stda,S0T1,0.04369001141125784,0.9238822830471346,0.047289586793633605,0.07611771695286554,0.9527104132063667,0.14526421418470425,0.9174685117495848
t3Cz-SO,toluene,stddft,S0S1,0.011179696026398074,0.9995652319596989,0.011184558715072259,0.0004347680403009835,0.9888154412849276,0.4547244400813872,0.7592673875734004
BPPyA,toluene,stddft,S0T1,0.04151770587956258,0.930814662749308,0.04460362254815957,0.06918533725069223,0.9553963774518404,0.11607307361348924,0.930684667225812
DFDBQPXZ,toluene,stda,S0S1,0.07318325175796732,0.9555316036244236,0.0765890437117686,0.044468396375576,0.9234109562882313,0.35187906837582317,0.718565865717204
DFDBQPXZ,toluene,stda,S0T1,0.15127107522890976,0.8748630681420148,0.17290828786517506,0.12513693185798525,0.8270917121348247,0.7686673306992481,0.7638207701073177
3-ACBPmCN,toluene,stda,S0S1,0.24194184808229072,0.5293149746579131,0.45708483543027184,0.4706850253420869,0.5429151645697281,0.4988241189096728,0.695285863704406
BPPyA,toluene,stddft,S0S1,0.170110930729397,0.8124315707856463,0.20938493387805512,0.18756842921435388,0.7906150661219449,0.8805895524364263,0.7008935306317616
DFDBQPXZ,toluene,stddft,S0S1,0.10222048892070937,0.9335255436176576,0.10949940215302308,0.06647445638234258,0.8905005978469772,0.3277791785910679,0.7137965702508903
BPPyA,toluene,stda,S0S1,0.17248977584334152,0.8113494946879558,0.2125961462633078,0.18865050531204391,0.7874038537366922,0.8417086735696657,0.7046441474850725
DFDBQPXZ,toluene,stddft,S0T1,0.1555081605565554,0.8693579940290119,0.17887701226034372,0.1306420059709883,0.8211229877396563,0.7745810300492247,0.771207484629603
3-ACBPmCN,toluene,stda,S0T1,0.07151510786834371,0.611737690307618,0.11690485808121724,0.38826230969238196,0.8830951419187828,3.112944187590575,0.5472680004574139
3-ACBPmCN,toluene,stddft,S0S1,0.2420696124486385,0.5297022287017566,0.45699187077601156,0.4702977712982436,0.5430081292239886,0.4904470144532904,0.6947522948789298
CDDPI,toluene,stda,S0T1,0.13139048917418344,0.8806679147690377,0.14919413659874467,0.11933208523096234,0.8508058634012556,0.7034267251854045,0.8895115368469501
3-ACBPmCN,toluene,stddft,S0T1,0.09001549924707582,0.6737350056400946,0.13360668288499408,0.3262649943599054,0.8663933171150059,2.4141471557732896,0.680869234675734
pDPBPZ-PXZ,toluene,stda,S0S1,0.2634251155292322,0.981812309936988,0.26830496303935997,0.018187690063012102,0.73169503696064,4.085906354597684,0.4096023981603453
pDPBPZ-PXZ,toluene,stddft,S0S1,0.2651523657163466,0.9812300939984712,0.2702244533041806,0.01876990600152878,0.7297755466958192,4.0779648149244405,0.41138559223074
pDPBPZ-PXZ,toluene,stda,S0T1,0.024967283829457412,0.9919030611357095,0.02517109262761057,0.00809693886429078,0.9748289073723894,0.7030245080693763,0.7234359182826084
CDDPI,toluene,stddft,S0S1,0.1352007327290205,0.7645610315859342,0.17683445420775984,0.23543896841406559,0.8231655457922402,0.7082776549831944,0.7097536951776386
CDDPI,toluene,stddft,S0T1,0.13119001159521165,0.8778377424085428,0.1494467659083132,0.12216225759145703,0.8505532340916865,0.6219021900661997,0.9063900467680494
pDPBPZ-PXZ,toluene,stddft,S0T1,0.020906849501166624,0.9922528220528387,0.021070083184962014,0.007747177947161268,0.9789299168150382,0.7441479961214517,0.7234907636796432
BN-DBC-Ph2,toluene,stda,S0T1,0.10778454228951423,0.7407123950735655,0.14551470045105613,0.2592876049264345,0.854485299548944,1.2825942132007029,0.6147995694643306
BN-DBC-Ph2,toluene,stda,S0S1,0.09809174279902329,0.7131478791827827,0.1375475489199092,0.2868521208172173,0.8624524510800906,2.206076606290827,0.5537202458648676
BN-DBC-Ph2,toluene,stddft,S0S1,0.09840404271777996,0.7104294198835303,0.13851346800068132,0.2895705801164695,0.8614865319993187,2.1297391678052975,0.562913114742269
CDDPI,toluene,stda,S0S1,0.1376857984866298,0.7607541115553245,0.1809859406545144,0.23924588844467556,0.8190140593454854,0.7785684522189117,0.7078433680915045
BN-DBC-Ph2,toluene,stddft,S0T1,0.10870246563137442,0.7455780361590657,0.14579622837519216,0.2544219638409343,0.8542037716248084,1.2196102911387918,0.6214083667717779
TPXZ-as-TAZ,toluene,stda,S0S1,0.14644798249082333,0.9609933624703434,0.15239229344348648,0.039006637529656586,0.8476077065565134,4.981492221823727,0.4529601306263311
TPXZ-as-TAZ,toluene,stda,S0T1,0.14701990336271445,0.9533191608409962,0.1542189745069394,0.0466808391590037,0.8457810254930606,4.6357270950823,0.5039414813078427
TPXZ-as-TAZ,toluene,stddft,S0T1,0.14699537629098164,0.9515448939803659,0.15448075778757184,0.04845510601963393,0.8455192422124279,4.558175404716376,0.5168165955389402
CBPBM,toluene,stddft,S0T1,0.2806090086107302,0.7084292146704758,0.3961002776279558,0.2915707853295242,0.6038997223720441,1.106850600740272,0.6883320266318431
PhQLPXZ,toluene,stda,S0S1,0.25476896862946996,0.7786573867616441,0.32719007481458295,0.22134261323835583,0.6728099251854172,4.037819641880778,0.427264271670844
TPXZ-as-TAZ,toluene,stddft,S0S1,0.14648067213253782,0.9610740458261756,0.15241351357752825,0.03892595417382427,0.847586486422472,5.010056254999875,0.45107189519700647
PhQLPXZ,toluene,stda,S0T1,0.29150861748591717,0.7857003551790258,0.3710175457658988,0.21429964482097433,0.6289824542341012,0.5701449297847703,0.7564795594124544
CBPBM,toluene,stda,S0T1,0.28201322575135934,0.7113148241780182,0.3964675220669672,0.2886851758219819,0.6035324779330328,1.1353130333750754,0.6850837926149167
PhQLPXZ,toluene,stddft,S0S1,0.25607000442013994,0.7780840429457115,0.3291032719944964,0.22191595705428854,0.6708967280055035,4.04693109114509,0.4272282856043062
PhQLPXZ,toluene,stddft,S0T1,0.29321181957172776,0.7820520672776117,0.37492621251219566,0.21794793272238858,0.6250737874878043,0.5690840295497089,0.7608209939147914
CBPBM,toluene,stda,S0S1,0.2846938089556954,0.6345600795954074,0.44864752465552965,0.3654399204045927,0.5513524753444704,0.6642111963062606,0.7832883900153491
2Cz-DMAC-TXO,toluene,stda,S0S1,0.020251794453437437,0.8130787807196228,0.02490754270516493,0.1869212192803774,0.9750924572948351,2.2657895393774976,0.36257603925096965
2Cz-DMAC-TXO,toluene,stddft,S0S1,0.01963879873271818,0.8781313815556412,0.0223643057806764,0.1218686184443588,0.9776356942193235,1.2746272075151954,0.5153740761834967
2Cz-DMAC-TXO,toluene,stddft,S0T1,0.014719422373520825,0.9950511930020854,0.014792628235650963,0.004948806997914686,0.9852073717643488,2.435090644200777,0.6803567508388804
CBPBM,toluene,stddft,S0S1,0.2821018175177593,0.633992174077024,0.44496104061291875,0.3660078259229761,0.5550389593870809,0.6580318427337659,0.785450771590687
2Cz-DMAC-TXO,toluene,stda,S0T1,0.015072127889756448,0.9943894875843345,0.015157167365446606,0.005610512415665514,0.9848428326345533,2.5044557596847867,0.6752030619683279
SBDBQ-PXZ,toluene,stda,S0S1,0.2528686588580159,0.982661276544732,0.25733044019721785,0.017338723455267883,0.7426695598027819,4.631916283090508,0.4356598043830904
PABP,toluene,stda,S0S1,0.01690724989560074,0.9955573103260028,0.016982698756000628,0.004442689673997072,0.9830173012439991,0.015636724769586514,0.9952070176360074
SBDBQ-PXZ,toluene,stda,S0T1,0.23554823882985806,0.9767051032652339,0.24116618009099583,0.023294896734766046,0.7588338199090041,4.213080545384398,0.5220535510522339
PABP,toluene,stda,S0T1,0.014738549506149567,0.996617326324595,0.01478857442756245,0.0033826736754051043,0.9852114255724375,0.007464827172920045,0.9961617887408816
PABP,toluene,stddft,S0S1,0.017197428176102737,0.9953992653228924,0.017276914676568656,0.004600734677107682,0.9827230853234313,0.021383615878954244,0.9950380514075551
SBDBQ-PXZ,toluene,stddft,S0S1,0.2542922809471242,0.9821715058046737,0.25890822472882424,0.017828494195326266,0.7410917752711759,4.6334086736524,0.43561109138615933
SBDBQ-PXZ,toluene,stddft,S0T1,0.23341614566167274,0.9749220362497167,0.23942031976173886,0.025077963750283497,0.7605796802382612,4.118233465508117,0.5409626774355559
PABP,toluene,stddft,S0T1,0.014491770964526236,0.9967581388385597,0.014538904072970305,0.003241861161440287,0.9854610959270301,0.012775516674466397,0.996276917889256
BTD-PXZ,toluene,stda,S0S1,0.7500490136181137,0.911823303037265,0.8225815364881722,0.08817669696273499,0.17741846351182775,2.4152636257190783,0.4073554234667812
BTD-PXZ,toluene,stddft,S0T1,0.6158032950945495,0.7585258647110097,0.8118421846157665,0.24147413528899045,0.18815781538423332,1.8157054611227592,0.6307086668858802
BTD-PXZ,toluene,stda,S0T1,0.6424363309508713,0.7921770405305487,0.8109757012404818,0.20782295946945145,0.1890242987595182,1.9344671068456667,0.5940716722191742
BTD-PXZ,toluene,stddft,S0S1,0.7503898856674803,0.9091813617364781,0.8253467539570805,0.09081863826352171,0.17465324604291957,2.4190980330159864,0.41131225813058275
TPBPPI-PBI,toluene,stda,S0T1,0.01440148403680269,0.9969711446137911,0.014445236569390951,0.0030288553862088726,0.9855547634306091,0.9627092007028568,0.8409571290381274
TPBPPI-PBI,toluene,stddft,S0T1,0.014096077271004604,0.9970808613523091,0.014137346144510829,0.0029191386476908714,0.9858626538554891,0.9891037164893531,0.8571489661045375
TPBPPI-PBI,toluene,stda,S0S1,0.01885719360090007,0.9993772026518966,0.018868945129888473,0.0006227973481034089,0.9811310548701115,1.1257998317559639,0.7469271397239984
TPBPPI-PBI,toluene,stddft,S0S1,0.018356614391826065,0.9994368128945598,0.01836695842597773,0.0005631871054404178,0.9816330415740224,1.1034080060318798,0.7508563949572057
TCB,toluene,stda,S0S1,0.15754421475881988,0.7551501316165241,0.20862634880506525,0.24484986838347614,0.7913736511949345,0.7143738995579069,0.6499359687132926
TPM2CN,toluene,stda,S0T1,0.1197081115569167,0.8627300795839971,0.1387549992630826,0.13726992041600286,0.8612450007369176,1.170157960046413,0.7929661711181162
TCB,toluene,stda,S0T1,0.1649124128818262,0.821361547583977,0.20077931985848824,0.17863845241602297,0.7992206801415117,1.3101806037904111,0.6682261518727322
TPM2CN,toluene,stda,S0S1,0.1473005666880514,0.7978742082665184,0.18461627805726458,0.20212579173348164,0.8153837219427352,1.1015487275484135,0.6281113162963909
TPM2CN,toluene,stddft,S0T1,0.1209186656507457,0.8457593223744561,0.14297053836931817,0.15424067762554433,0.8570294616306818,0.9583492650321335,0.7954383658680237
TCB,toluene,stddft,S0S1,0.1653538838343219,0.7521395548425738,0.2198446854306595,0.24786044515742592,0.7801553145693403,0.7325843341221221,0.6606687861256096
TPA-AP,toluene,stda,S0T1,0.20280410140110522,0.3400468608659693,0.5964004516455195,0.6599531391340305,0.4035995483544804,0.10645623568556696,0.9363938870618752
TCB,toluene,stddft,S0T1,0.17854516923781713,0.8250330512167179,0.21640971713134105,0.17496694878328203,0.7835902828686592,1.4310629324642923,0.6825661000176773
TPA-AP,toluene,stda,S0S1,0.10540387496779481,0.6970397435408373,0.15121644919751917,0.30296025645916236,0.8487835508024808,1.1299422990014385,0.7873962536660758
TPA-AP,toluene,stddft,S0S1,0.13524950947050549,0.6413011504946536,0.2108985916619419,0.35869884950534664,0.7891014083380581,0.7590484507915104,0.7716347144904324
4-Ac,toluene,stda,S0S1,0.08160256069105569,0.8743161142757356,0.09333301692449472,0.1256838857242643,0.9066669830755053,0.7870525216154617,0.7040290546603963
TPM2CN,toluene,stddft,S0S1,0.17674792596496802,0.7106770353608284,0.24870358428738126,0.2893229646391716,0.7512964157126186,0.5794617845407438,0.68531996499209
4-Ac,toluene,stddft,S0S1,0.08329197524072723,0.8737998915162897,0.09532156738563119,0.12620010848371038,0.9046784326143688,0.754112020154919,0.7019494791181696
4-Ac,toluene,stda,S0T1,0.1092634070653744,0.8591657563099924,0.12717383841582192,0.14083424369000763,0.8728261615841781,0.287765524011618,0.7539612238261362
TPA-AP,toluene,stddft,S0T1,0.1798870310878573,0.5869504701722243,0.30647736091782063,0.41304952982777554,0.6935226390821796,1.3951221806959075,0.869479051005884
4-Ac,toluene,stddft,S0T1,0.1110699471139359,0.856936363306545,0.1296128299251595,0.1430636366934551,0.8703871700748403,0.3464320248095812,0.7616204582866152
dpmt,toluene,stda,S0T1,0.06359310271317889,0.9245093289737757,0.06878578800688635,0.07549067102622412,0.9312142119931136,0.5175112337226909,0.907316976318998
dpmt,toluene,stddft,S0T1,0.06204102003962986,0.9265590279629558,0.06695851874221907,0.07344097203704406,0.9330414812577807,0.5166702774753774,0.9067150371359965
VBN0,toluene,stda,S0S1,0.1012853763916119,0.8933307057337643,0.11337948616511294,0.10666929426623595,0.8866205138348874,0.6117317964983572,0.6874646493026195
VBN0,toluene,stda,S0T1,0.08364919433855335,0.9543000863877379,0.087655021236754,0.045699913612262034,0.9123449787632459,0.8952872586145445,0.70554049219997
VBN0,toluene,stddft,S0S1,0.11942018038181137,0.8935388823732978,0.1336485549063333,0.1064611176267023,0.8663514450936667,0.4749275282785862,0.6968356310394521
VBN0,toluene,stddft,S0T1,0.08045643272692048,0.9535377685527162,0.08437676553602863,0.046462231447283765,0.9156232344639712,0.8857742300294054,0.7094684384969183
SpiroAC-TRZ,toluene,stda,S0S1,0.1342817258302449,0.6855216782387101,0.19588253747897633,0.31447832176129,0.8041174625210236,2.3928787616481544,0.33716299561049345
SpiroAC-TRZ,toluene,stda,S0T1,0.13798800155868488,0.6961192386548007,0.19822466309843204,0.3038807613451993,0.8017753369015679,2.260828469962803,0.45692723937577917
SpiroAC-TRZ,toluene,stddft,S0S1,0.13415540403632825,0.6854342014879389,0.19572324191746493,0.3145657985120611,0.8042767580825351,2.3961640784932174,0.33571787434737255
dpmt,toluene,stddft,S0S1,0.033659734529593185,0.996510060762257,0.033777616358279375,0.003489939237743,0.9662223836417205,1.1223720590353858,0.6519864234839926
dpmt,toluene,stda,S0S1,0.034058890988973786,0.9963105644281735,0.034185014397113904,0.003689435571826675,0.965814985602886,1.1272776981352859,0.6568394830304785
DCz-DPPZ,toluene,stda,S0S1,0.3196744963073746,0.7723252278430317,0.41391176253580264,0.22767477215696835,0.5860882374641976,3.757353097632966,0.6058566641028852
SpiroAC-TRZ,toluene,stddft,S0T1,0.13744170410506446,0.6990644913050079,0.19660804663170545,0.3009355086949921,0.8033919533682944,2.210898799511656,0.47770726986584555
Cz–AQ,toluene,stda,S0S1,0.08759753444076311,0.6035198917842605,0.14514440308137597,0.3964801082157392,0.8548555969186242,3.1024942936803273,0.6314575812717306
Cz–AQ,toluene,stda,S0T1,0.10865877209289714,0.5733670843809027,0.18950995802317855,0.4266329156190974,0.8104900419768216,2.893865522598783,0.631159077713442
DCz-DPPZ,toluene,stddft,S0T1,0.3087706338762885,0.7430018745340652,0.4155718100575693,0.25699812546593476,0.5844281899424307,2.9539760107419917,0.6749319283356052
DCz-DPPZ,toluene,stda,S0T1,0.31051754863729203,0.7475042347500296,0.4154057384586338,0.25249576524997036,0.5845942615413663,3.0735887105960167,0.6669352628792304
Cz–AQ,toluene,stddft,S0T1,0.11238541436038157,0.5696637572586271,0.19728377122183438,0.43033624274137294,0.8027162287781654,2.7896372551418596,0.6414136086815729
Cz–AQ,toluene,stddft,S0S1,0.08552378665705927,0.6005398577284194,0.1424115078398934,0.39946014227158066,0.8575884921601065,3.1099943414413636,0.6240113274291262
DCz-DPPZ,toluene,stddft,S0S1,0.20040038509289052,0.5818701036655567,0.34440742672710895,0.41812989633444336,0.6555925732728912,0.6360200995442054,0.5623936460020786
CzoB,toluene,stda,S0T1,0.059784614065373005,0.9758190176564258,0.06126608826394328,0.024180982343574287,0.9387339117360567,1.5463972782610276,0.5329829686383198
CzoB,toluene,stda,S0S1,0.07049020462193904,0.9711907619297392,0.0725812140983263,0.028809238070260725,0.9274187859016737,1.8646362135807533,0.4083359952562286
CzoB,toluene,stddft,S0T1,0.05707927198337987,0.9771099794187447,0.05841642515751884,0.02289002058125537,0.9415835748424812,1.4652600751258948,0.5586502048496005
DBBPZ-DPXZ,toluene,stda,S0S1,0.18377957365676661,0.8880788168838085,0.20694061175970077,0.11192118311619137,0.7930593882402991,1.9303395888382588,0.4974620239688691
CzoB,toluene,stddft,S0S1,0.06994688725339916,0.9717118852437969,0.07198315500262703,0.02828811475620279,0.9280168449973728,1.8600654290374856,0.41294050278622707
DBBPZ-DPXZ,toluene,stda,S0T1,0.181724149407795,0.8664064494844549,0.2097446868221351,0.13359355051554528,0.7902553131778649,1.8614925491150887,0.5501115415109427
DBBPZ-DPXZ,toluene,stddft,S0S1,0.18295699104914345,0.888651653849052,0.20588156254106388,0.11134834615094798,0.7941184374589358,1.9114814775354192,0.5133854554788727
pDPAPQ-PXZ,toluene,stda,S0S1,0.08997637493429421,0.9879670281320856,0.09107224469262842,0.012032971867914754,0.9089277553073719,3.711165727209015,0.4393064653120282
DBBPZ-DPXZ,toluene,stddft,S0T1,0.1811075101508006,0.8654770180464805,0.2092574457489225,0.13452298195351964,0.7907425542510775,1.8010534457020535,0.5642095793628064
pDPAPQ-PXZ,toluene,stddft,S0S1,0.09037022098931695,0.9879047229786646,0.09147665649055575,0.01209527702133502,0.9085233435094443,3.73139995708241,0.4377598726219949
pDPAPQ-PXZ,toluene,stddft,S0T1,0.09424619712413829,0.9833730476444138,0.09583971957528936,0.0166269523555864,0.9041602804247106,3.282736867650534,0.5052313304853857
pDPAPQ-PXZ,toluene,stda,S0T1,0.09388140059785377,0.9844671609167754,0.09536265334683955,0.015532839083224698,0.9046373466531602,3.3794481263973917,0.4858448712694053
SFI34pPM,toluene,stda,S0T1,0.03949428495025923,0.9669092741157719,0.04084590561650815,0.03309072588422801,0.9591540943834919,1.3656821737625426,0.6759805783329619
SFI34pPM,toluene,stddft,S0T1,0.038629502927035625,0.9679821599740406,0.03990724676999377,0.03201784002595935,0.9600927532300063,1.3353314822214934,0.6797229228162256
tCTM,toluene,stda,S0S1,0.09260306917457524,0.8240414146102283,0.11237671739881727,0.17595858538977177,0.887623282601183,0.8974640447076371,0.6676524854023548
SFI34pPM,toluene,stddft,S0S1,0.01999742633768753,0.9926564467134611,0.020145364898294927,0.007343553286539133,0.979854635101705,0.39552974956942366,0.7463087441746803
tCTM,toluene,stda,S0T1,0.07165527595311287,0.9012443150524635,0.07950704903912947,0.09875568494753642,0.9204929509608706,0.9103306417596293,0.7224639971440857
DTPTCzDP-CN,toluene,stda,S0S1,0.2389097617704302,0.8975807817876175,0.2661707632538864,0.10241921821238252,0.7338292367461134,3.0960731639548427,0.6105893477176645
DTPTCzDP-CN,toluene,stda,S0T1,0.22827281636803404,0.8946900242092319,0.25514179234287543,0.10530997579076806,0.7448582076571247,2.1474378433654415,0.6539916145500738
SFI34pPM,toluene,stda,S0S1,0.022080068609599428,0.9921456519522939,0.02225486607349575,0.007854348047705958,0.9777451339265042,0.40691493028746933,0.738385217200282
tCTM,toluene,stddft,S0S1,0.0895706634515468,0.827657353871074,0.1082219145792782,0.17234264612892597,0.8917780854207218,0.8377476504774244,0.6324545883673774
DTPTCzDP-CN,toluene,stddft,S0T1,0.22696933917813364,0.8933214080512072,0.25407354747410604,0.1066785919487926,0.7459264525258938,2.0743541208122624,0.6597558005146
tCTM,toluene,stddft,S0T1,0.07184557612421609,0.9031185250953734,0.07955276536557467,0.09688147490462683,0.9204472346344251,0.8852716368323553,0.7392136490602436
DTPTCzDP-CN,toluene,stddft,S0S1,0.1606545627319776,0.803936447586026,0.19983490388372593,0.19606355241397413,0.8001650961162741,1.4562161335267925,0.7097476233725121
OCzBN,toluene,stda,S0T1,0.13747197932765437,0.19347902860375954,0.7105265119414762,0.8065209713962405,0.28947348805852413,0.587650603525688,0.751882605747662
DIC-TRZ,toluene,stda,S0T1,0.143676706976056,0.5384043240350883,0.266856525035435,0.46159567596491197,0.7331434749645648,0.9029756460644763,0.7924610688123708
DIC-TRZ,toluene,stda,S0S1,0.289487840855086,0.8464430423813194,0.34200510413631924,0.15355695761868057,0.6579948958636809,1.5482546114468247,0.7399937424543984
HPVAnt,toluene,stda,S0S1,0.12356474361803976,0.8726336493405606,0.1415997924345643,0.12736635065943933,0.8584002075654358,0.15425996846756826,0.994108769644664
HPVAnt,toluene,stda,S0T1,0.11786611400438797,0.8828455752846093,0.13350705639136337,0.11715442471539089,0.8664929436086366,0.07849075649978206,0.9943331145938802
DIC-TRZ,toluene,stddft,S0S1,0.3027787762417386,0.8449674073281429,0.3583318996872912,0.15503259267185718,0.6416681003127088,1.7297332481212464,0.7389681154931734
HPVAnt,toluene,stddft,S0S1,0.12271354333633316,0.8756744269892213,0.140136036355717,0.12432557301077858,0.8598639636442829,0.12587915462928878,0.9940172501762068
DIC-TRZ,toluene,stddft,S0T1,0.14533089001638508,0.5396885604322136,0.26928658613774537,0.4603114395677864,0.7307134138622546,0.9049624959629766,0.7966512192917165
HPVAnt,toluene,stddft,S0T1,0.11708637053046853,0.8834816643733538,0.13252835373048394,0.11651833562664628,0.8674716462695162,0.07473796350665174,0.9943712456511185
OCzBN,toluene,stda,S0S1,0.022034840753259028,0.9981119425302168,0.022076522496465315,0.001888057469782976,0.9779234775035347,0.43738109074722104,0.7644747906706836
OCzBN,toluene,stddft,S0T1,0.1384969727827557,0.867061286014347,0.15973146883237044,0.1329387139856531,0.8402685311676292,0.43490921231808766,0.7709791281168604
OCzBN,toluene,stddft,S0S1,0.14727477354661422,0.5463326663734069,0.2695697742626925,0.45366733362659284,0.7304302257373074,0.1914739523367707,0.7089884706579593
mPXTMP,toluene,stda,S0S1,0.2077037323829931,0.6598256080991602,0.3147858007229372,0.34017439190083965,0.6852141992770626,1.2606258754879227,0.7056707260729467
mPXTMP,toluene,stda,S0T1,0.21998105734456674,0.59609747437362,0.3690353789465777,0.4039025256263803,0.6309646210534224,0.9547670474613429,0.7625581920372017
TCZ1,toluene,stda,S0T1,0.2348513130455354,0.8693318639552488,0.2701515069021156,0.13066813604475142,0.7298484930978845,0.7847829407928785,0.6625818689813738
TCZ1,toluene,stddft,S0T1,0.23338402923519486,0.8678487225187383,0.2689224782838298,0.13215127748126163,0.7310775217161704,0.7803026735525846,0.6662471440039613
3CzAnN,toluene,stda,S0S1,0.22830116835449674,0.6999188745847266,0.3261823286162294,0.30008112541527343,0.6738176713837707,0.4369592450150374,0.9709006408816695
TCZ1,toluene,stda,S0S1,0.18576291434188313,0.7427869576689683,0.25008909004655755,0.2572130423310315,0.7499109099534426,0.8689853275490825,0.7495722223014821
mPXTMP,toluene,stddft,S0S1,0.2051542992149998,0.6682388753737489,0.30700742919252655,0.331761124626251,0.6929925708074736,1.289514724824059,0.6992131207710377
mPXTMP,toluene,stddft,S0T1,0.22209027098150533,0.5863613322042996,0.37876009003971084,0.4136386677957002,0.6212399099602897,0.9383338200370968,0.7703510735495281
3CzAnN,toluene,stda,S0T1,0.21281643618847051,0.7033734440737789,0.3025653555469569,0.2966265559262209,0.6974346444530429,0.08995333426368089,0.9940377606205724
TCZ1,toluene,stddft,S0S1,0.18460175157391637,0.7473171722868599,0.24701928233365475,0.25268282771314043,0.7529807176663451,0.9097092381028649,0.754436874093505
3CzAnN,toluene,stddft,S0S1,0.22815652988952745,0.6934310330135403,0.3290255541318878,0.3065689669864597,0.6709744458681124,0.306380120481127,0.9788466444820221
3CzAnN,toluene,stddft,S0T1,0.21073736037959753,0.705731245506655,0.29860851665750754,0.2942687544933451,0.7013914833424924,0.09139177417386475,0.9944315980038764
BACN,toluene,stda,S0S1,0.2911459502973413,0.7062530000174139,0.4122403023989457,0.29374699998258585,0.5877596976010544,3.129909044617507,0.6555185408652955
TRZ-3SO2,toluene,stda,S0S1,0.18970708443087358,0.8368072491090689,0.22670344291693306,0.16319275089093105,0.7732965570830668,0.5541206805378954,0.6014311162111636
BACN,toluene,stda,S0T1,0.2551136466898468,0.6302799350749089,0.40476244362677755,0.36972006492509135,0.5952375563732226,2.5772121803460815,0.7675314731354858
BACN,toluene,stddft,S0S1,0.28868328782129843,0.7017339456922116,0.41138566773555824,0.2982660543077884,0.5886143322644417,3.142450577465811,0.6547296808661299
BACN,toluene,stddft,S0T1,0.25043409538407674,0.6181554456219609,0.40513126133201166,0.3818445543780392,0.5948687386679884,2.4716673096073145,0.7832965047683603
TRZ-3SO2,toluene,stddft,S0S1,0.1897227955123646,0.8362491241088665,0.22687353569971053,0.16375087589113335,0.7731264643002894,0.5467595513535873,0.6026820602134194
B-dpa-SpiroAC,toluene,stda,S0S1,0.1926570879533086,0.7671545998700383,0.2511320247391414,0.2328454001299617,0.7488679752608585,2.0247551791934066,0.5889094289429406
B-dpa-SpiroAC,toluene,stda,S0T1,0.16832714938540785,0.7408104426756984,0.22722027078537788,0.25918955732430154,0.7727797292146218,1.6171237006123,0.6095358325583702
ADO-TPA,toluene,stda,S0S1,0.10938914550926976,0.8864033588623407,0.12340786439445116,0.11359664113765887,0.876592135605549,0.7661607483340322,0.8627212741600397
TRZ-3SO2,toluene,stda,S0T1,0.1488857034771222,0.8638761930835741,0.17234611240492714,0.1361238069164258,0.8276538875950731,0.5380027235468268,0.9267420374131455
B-dpa-SpiroAC,toluene,stddft,S0T1,0.16632936708750162,0.737512285211827,0.22552758838414302,0.2624877147881733,0.7744724116158573,1.5662540833113698,0.611873929674406
B-dpa-SpiroAC,toluene,stddft,S0S1,0.19212827705481947,0.763394729337749,0.25167619014280107,0.23660527066225095,0.7483238098571986,2.002595120247496,0.5879114146227856
ADO-TPA,toluene,stda,S0T1,0.10948292107546903,0.8861504578480287,0.12354890764412935,0.11384954215197131,0.8764510923558705,0.7654988372810572,0.8628044197653257
ADO-TPA,toluene,stddft,S0T1,0.10948939988162226,0.8861024482944931,0.12356291317370768,0.11389755170550667,0.8764370868262922,0.7652883021921997,0.8628675006011975
ADO-TPA,toluene,stddft,S0S1,0.10938912308242116,0.8864088855748664,0.12340706965214883,0.11359111442513357,0.8765929303478511,0.7663089689606809,0.8627229383696577
SPBAC-PH,toluene,stda,S0T1,0.36721046285365233,0.4380021859698426,0.8383758680120733,0.5619978140301575,0.16162413198792672,1.980680746619322,0.7462793408885955
TRZ-3SO2,toluene,stddft,S0T1,0.15327829902947976,0.8566541783661801,0.17892669282465154,0.14334582163381976,0.8210733071753484,0.5270651002687273,0.9391485637771341
SPBAC-PH,toluene,stda,S0S1,0.21449573631419622,0.26552992967247585,0.8078024822993439,0.7344700703275242,0.1921975177006561,1.3455035916119753,0.6316859961489962
DDPA-Ph-Bz,toluene,stda,S0S1,0.05307410383378499,0.575492571295739,0.09222378616336789,0.424507428704261,0.9077762138366322,2.3761389879818524,0.606847150819662
DDPA-Ph-Bz,toluene,stda,S0T1,0.362833605263674,0.5703013524189928,0.6362138257689155,0.42969864758100706,0.3637861742310844,1.8032030878318837,0.7482113100007027
