molecule,environment,method,S1_energy_eV,S1_wavelength_nm,S1_osc_strength,T1_energy_eV,T1_wavelength_nm,Delta_E_ST_eV,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV
DPAA,gas,stda,3.295,376.3,0.4222,2.245,552.3,1.0499999999999998,-14.234,-7.844,6.39
DPAA,gas,stddft,3.113,398.3,0.2982,2.172,570.8,0.9409999999999998,-14.234,-7.844,6.39
DPAA,toluene,stda,3.315,374.0,0.4014,2.257,549.4,1.0579999999999998,-14.26,-7.839,6.420999999999999
DPAA,toluene,stddft,3.129,396.2,0.2858,2.183,567.9,0.9460000000000002,-14.26,-7.839,6.420999999999999
DPACPhTPI,gas,stda,3.786,327.5,0.4723,3.4,364.6,0.3860000000000001,-13.697,-7.211,6.485999999999999
DPACPhTPI,gas,stddft,3.748,330.8,0.428,3.372,367.7,0.37600000000000033,-13.697,-7.211,6.485999999999999
DPACPhTPI,toluene,stda,3.768,329.1,0.4016,3.401,364.6,0.367,-13.517,-7.071,6.446
DPACPhTPI,toluene,stddft,3.728,332.6,0.3643,3.372,367.7,0.3560000000000003,-13.517,-7.071,6.446
DPACpBr,gas,stda,4.106,301.9,0.2727,3.699,335.2,0.40700000000000003,-13.783,-6.007,7.776
DPACpBr,gas,stddft,4.079,304.0,0.2489,3.677,337.2,0.4019999999999997,-13.783,-6.007,7.776
DPACpBr,toluene,stda,4.019,308.5,0.4027,3.541,350.2,0.4780000000000002,-13.561,-5.84,7.721
DPACpBr,toluene,stddft,3.983,311.3,0.3583,3.517,352.5,0.4660000000000002,-13.561,-5.84,7.721
DPCN,gas,stda,3.841,322.8,0.4592,3.385,366.3,0.4560000000000004,-13.583,-7.572,6.011
DPCN,gas,stddft,3.806,325.7,0.3997,3.353,369.7,0.45299999999999985,-13.583,-7.572,6.011
DPCN,toluene,stda,3.834,323.4,0.3121,3.351,370.0,0.4830000000000001,-13.429,-7.385,6.0440000000000005
DPCN,toluene,stddft,3.795,326.7,0.2849,3.319,373.5,0.476,-13.429,-7.385,6.0440000000000005
DPE,gas,stda,3.244,382.2,0.0048,2.861,433.3,0.383,-13.108,-7.315,5.793
DPE,gas,stddft,3.208,386.5,0.0038,2.83,438.1,0.3780000000000001,-13.108,-7.315,5.793
DPE,toluene,stda,3.234,383.4,0.0102,2.848,435.4,0.3860000000000001,-13.077,-7.189,5.888
DPE,toluene,stddft,3.198,387.7,0.0102,2.816,440.2,0.3820000000000001,-13.077,-7.189,5.888
DPE-DDMAc,gas,stda,3.673,337.5,0.1555,3.409,363.7,0.26400000000000023,-13.584,-7.345,6.239
DPE-DDMAc,gas,stddft,3.67,337.8,0.152,3.377,367.2,0.29300000000000015,-13.584,-7.345,6.239
DPE-DDMAc,toluene,stda,3.793,326.9,0.2336,3.388,365.9,0.40500000000000025,-13.474,-7.196,6.2780000000000005
DPE-DDMAc,toluene,stddft,3.79,327.2,0.2338,3.357,369.4,0.43299999999999983,-13.474,-7.196,6.2780000000000005
DPE-DPXZ,gas,stda,3.244,382.2,0.0017,2.86,433.5,0.38400000000000034,-13.108,-7.315,5.793
DPE-DPXZ,gas,stddft,3.208,386.5,0.0016,2.829,438.3,0.379,-13.108,-7.315,5.793
DPE-DPXZ,toluene,stda,3.226,384.4,0.003,2.839,436.7,0.387,-13.076,-7.197,5.8790000000000004
DPE-DPXZ,toluene,stddft,3.188,388.9,0.0026,2.807,441.6,0.3810000000000002,-13.076,-7.197,5.8790000000000004
DPF-AnCN,gas,stda,3.158,392.6,0.7147,2.232,555.6,0.9259999999999997,-14.375,-8.092,6.2829999999999995
DPF-AnCN,gas,stddft,3.003,412.8,0.5128,2.163,573.2,0.8400000000000003,-14.375,-8.092,6.2829999999999995
DPF-AnCN,toluene,stda,3.167,391.5,0.7018,2.241,553.3,0.9259999999999997,-14.252,-7.955,6.297000000000001
DPF-AnCN,toluene,stddft,3.013,411.5,0.5026,2.172,570.9,0.8409999999999997,-14.252,-7.955,6.297000000000001
DPFPhe,gas,stda,3.122,397.2,0.1466,2.391,518.5,0.7309999999999999,-13.401,-7.25,6.151
DPFPhe,gas,stddft,3.044,407.3,0.1057,2.334,531.3,0.71,-13.401,-7.25,6.151
DPFPhe,toluene,stda,3.173,390.8,0.1917,2.476,500.7,0.6970000000000001,-13.365,-7.137,6.228000000000001
DPFPhe,toluene,stddft,3.095,400.6,0.1436,2.427,510.8,0.6680000000000001,-13.365,-7.137,6.228000000000001
DPIBPZ-DPXZ,gas,stda,2.761,449.0,0.691,2.497,496.5,0.26400000000000023,-13.252,-8.668,4.584000000000001
DPIBPZ-DPXZ,gas,stddft,2.739,452.7,0.6258,2.486,498.7,0.25299999999999967,-13.252,-8.668,4.584000000000001
DPIBPZ-DPXZ,toluene,stda,2.781,445.8,0.6499,2.531,489.8,0.25,-13.142,-8.592,4.549999999999999
DPIBPZ-DPXZ,toluene,stddft,2.761,449.1,0.5936,2.521,491.8,0.2400000000000002,-13.142,-8.592,4.549999999999999
DPNC,gas,stda,3.166,391.6,0.086,2.714,456.9,0.45199999999999996,-12.825,-7.185,5.64
DPNC,gas,stddft,3.09,401.2,0.0666,2.693,460.4,0.3969999999999998,-12.825,-7.185,5.64
DPNC,toluene,stda,3.178,390.1,0.084,2.717,456.4,0.46099999999999985,-12.734,-7.046,5.688
DPNC,toluene,stddft,3.1,399.9,0.0647,2.696,460.0,0.4039999999999999,-12.734,-7.046,5.688
DPP-PXZ,gas,stda,2.182,568.3,0.213,1.927,643.5,0.2549999999999999,-13.246,-8.298,4.948
DPP-PXZ,gas,stddft,2.152,576.1,0.1856,1.914,647.9,0.2380000000000002,-13.246,-8.298,4.948
DPP-PXZ,toluene,stda,2.097,591.3,0.2248,1.817,682.3,0.28,-13.362,-8.469,4.893000000000001
DPP-PXZ,toluene,stddft,2.063,601.0,0.193,1.803,687.8,0.26000000000000023,-13.362,-8.469,4.893000000000001
DPPP,gas,stda,3.401,364.5,0.6211,2.584,479.9,0.8169999999999997,-14.15,-7.768,6.382000000000001
DPPP,gas,stddft,3.296,376.1,0.4896,2.52,492.1,0.7759999999999998,-14.15,-7.768,6.382000000000001
DPPP,toluene,stda,3.469,357.5,0.6848,2.615,474.1,0.8539999999999996,-14.03,-7.598,6.4319999999999995
DPPP,toluene,stddft,3.361,368.8,0.5443,2.55,486.2,0.8110000000000004,-14.03,-7.598,6.4319999999999995
DPPSPF,gas,stda,4.401,281.7,1.3068,3.661,338.7,0.7399999999999998,-15.042,-7.232,7.81
DPPSPF,gas,stddft,4.344,285.4,1.1486,3.624,342.1,0.7200000000000002,-15.042,-7.232,7.81
DPPSPF,toluene,stda,4.376,283.3,1.299,3.646,340.0,0.7300000000000004,-14.938,-7.171,7.767
DPPSPF,toluene,stddft,4.319,287.0,1.141,3.61,343.5,0.7090000000000001,-14.938,-7.171,7.767
DPQ-DMAC,gas,stda,3.123,396.9,0.1196,3.0,413.3,0.12300000000000022,-13.59,-8.031,5.558999999999999
DPQ-DMAC,gas,stddft,3.114,398.2,0.1149,2.99,414.6,0.12399999999999967,-13.59,-8.031,5.558999999999999
DPQ-DMAC,toluene,stda,3.018,410.8,0.1098,2.906,426.6,0.11199999999999966,-13.585,-8.135,5.450000000000001
DPQ-DMAC,toluene,stddft,3.009,412.1,0.1047,2.898,427.9,0.11099999999999977,-13.585,-8.135,5.450000000000001
DPQ-PXZ,gas,stda,2.607,475.5,0.2189,2.397,517.3,0.2100000000000004,-13.155,-8.012,5.142999999999999
DPQ-PXZ,gas,stddft,2.587,479.3,0.1978,2.386,519.7,0.20100000000000007,-13.155,-8.012,5.142999999999999
DPQ-PXZ,toluene,stda,2.558,484.6,0.2233,2.336,530.7,0.22199999999999998,-13.243,-8.116,5.127000000000001
DPQ-PXZ,toluene,stddft,2.536,488.9,0.201,2.325,533.3,0.21099999999999985,-13.243,-8.116,5.127000000000001
DPS-PXZ,gas,stda,3.356,369.4,0.0389,2.978,416.3,0.37799999999999967,-13.227,-7.044,6.183000000000001
DPS-PXZ,gas,stddft,3.323,373.1,0.0255,2.949,420.4,0.3740000000000001,-13.227,-7.044,6.183000000000001
DPS-PXZ,toluene,stda,3.287,377.2,0.0049,2.901,427.3,0.3860000000000001,-13.129,-6.573,6.555999999999999
DPS-PXZ,toluene,stddft,3.251,381.4,0.0038,2.871,431.9,0.3799999999999999,-13.129,-6.573,6.555999999999999
DPTPEA,gas,stda,3.525,351.7,0.8389,2.954,419.7,0.5709999999999997,-13.594,-7.277,6.316999999999999
DPTPEA,gas,stddft,3.492,355.1,0.7389,2.92,424.6,0.5720000000000001,-13.594,-7.277,6.316999999999999
DPTPEA,toluene,stda,3.544,349.8,0.8957,2.973,417.1,0.5710000000000002,-13.5,-7.171,6.329
DPTPEA,toluene,stddft,3.511,353.2,0.7904,2.939,421.9,0.5720000000000001,-13.5,-7.171,6.329
DPVBi,gas,stda,3.799,326.4,2.2841,3.15,393.6,0.649,-14.499,-7.56,6.939000000000001
DPVBi,gas,stddft,3.768,329.1,2.0268,3.108,398.9,0.6599999999999997,-14.499,-7.56,6.939000000000001
DPVBi,toluene,stda,3.816,324.9,2.2666,3.173,390.8,0.6429999999999998,-14.492,-7.529,6.963000000000001
DPVBi,toluene,stddft,3.786,327.5,2.0138,3.131,396.0,0.6550000000000002,-14.492,-7.529,6.963000000000001
DPXZ-DPPM,gas,stda,2.886,429.7,0.5928,2.62,473.2,0.266,-13.216,-8.583,4.632999999999999
DPXZ-DPPM,gas,stddft,2.865,432.8,0.5385,2.609,475.3,0.2560000000000002,-13.216,-8.583,4.632999999999999
DPXZ-DPPM,toluene,stda,2.863,433.1,0.5468,2.61,475.0,0.2530000000000001,-13.149,-8.609,4.539999999999999
DPXZ-DPPM,toluene,stddft,2.844,436.0,0.503,2.599,477.0,0.24499999999999966,-13.149,-8.609,4.539999999999999
DPhBCz,gas,stda,3.856,321.5,0.3578,3.376,367.2,0.48,-13.888,-6.571,7.317
DPhBCz,gas,stddft,3.788,327.3,0.2919,3.354,369.6,0.4339999999999997,-13.888,-6.571,7.317
DPhBCz,toluene,stda,3.842,322.7,0.1979,3.353,369.8,0.4889999999999999,-13.84,-6.532,7.308
DPhBCz,toluene,stddft,3.771,328.8,0.1095,3.33,372.3,0.44099999999999984,-13.84,-6.532,7.308
DPimdPPA,gas,stda,3.451,359.2,2.2043,2.703,458.6,0.7480000000000002,-14.266,-8.175,6.090999999999999
DPimdPPA,gas,stddft,3.395,365.2,1.8731,2.658,466.5,0.7370000000000001,-14.266,-8.175,6.090999999999999
DPimdPPA,toluene,stda,3.431,361.4,2.1837,2.683,462.1,0.7480000000000002,-14.26,-8.217,6.042999999999999
DPimdPPA,toluene,stddft,3.373,367.6,1.8528,2.638,470.1,0.7350000000000003,-14.26,-8.217,6.042999999999999
DQP,gas,stda,3.262,380.1,0.0,3.202,387.2,0.06000000000000005,-15.795,-8.519,7.276
DQP,gas,stddft,3.261,380.2,0.0,3.138,395.1,0.12300000000000022,-15.795,-8.519,7.276
DQP,toluene,stda,3.243,382.4,0.0,3.197,387.8,0.04599999999999982,-16.05,-8.777,7.2730000000000015
DQP,toluene,stddft,3.242,382.4,0.0,3.133,395.7,0.10899999999999999,-16.05,-8.777,7.2730000000000015
DTPCZPYTZ,gas,stda,3.616,342.9,1.7381,2.718,456.2,0.8980000000000001,-14.061,-8.008,6.053000000000001
DTPCZPYTZ,gas,stddft,3.53,351.2,1.461,2.655,466.9,0.875,-14.061,-8.008,6.053000000000001
DTPCZPYTZ,toluene,stda,3.617,342.8,1.6789,2.716,456.5,0.9009999999999998,-13.925,-7.882,6.043000000000001
DTPCZPYTZ,toluene,stddft,3.529,351.4,1.4083,2.653,467.3,0.8759999999999999,-13.925,-7.882,6.043000000000001
DTPCZTZ,gas,stda,3.886,319.0,0.2295,3.472,357.1,0.41400000000000015,-14.087,-7.217,6.87
DTPCZTZ,gas,stddft,3.822,324.4,0.1862,3.449,359.4,0.3730000000000002,-14.087,-7.217,6.87
DTPCZTZ,toluene,stda,3.869,320.4,0.2014,3.442,360.3,0.42700000000000005,-13.955,-7.089,6.866
DTPCZTZ,toluene,stddft,3.803,326.0,0.1644,3.419,362.6,0.3839999999999999,-13.955,-7.089,6.866
DTPTCzDP-CN,gas,stda,3.259,380.5,0.5877,2.844,436.0,0.41500000000000004,-13.266,-7.813,5.453
DTPTCzDP-CN,gas,stddft,3.2,387.5,0.4212,2.825,438.9,0.375,-13.266,-7.813,5.453
DTPTCzDP-CN,toluene,stda,3.187,389.1,0.7834,2.784,445.3,0.403,-13.131,-7.727,5.404
DTPTCzDP-CN,toluene,stddft,3.139,395.0,0.6162,2.767,448.1,0.3719999999999999,-13.131,-7.727,5.404
DTRZSFX,gas,stda,3.964,312.7,2.0212,3.343,370.9,0.621,-14.722,-8.058,6.664
DTRZSFX,gas,stddft,3.918,316.4,1.7892,3.306,375.0,0.6120000000000001,-14.722,-8.058,6.664
DTRZSFX,toluene,stda,3.954,313.6,2.0049,3.335,371.8,0.6190000000000002,-14.755,-8.082,6.673
DTRZSFX,toluene,stddft,3.908,317.3,1.7749,3.298,376.0,0.6099999999999999,-14.755,-8.082,6.673
DTXO-TPA2,gas,stda,3.295,376.3,0.3982,2.783,445.5,0.512,-13.586,-7.042,6.5440000000000005
DTXO-TPA2,gas,stddft,3.258,380.5,0.3453,2.75,450.8,0.508,-13.586,-7.042,6.5440000000000005
DTXO-TPA2,toluene,stda,3.269,379.2,0.5929,2.776,446.7,0.4930000000000003,-13.469,-6.959,6.51
DTXO-TPA2,toluene,stddft,3.233,383.5,0.5136,2.744,451.8,0.4889999999999999,-13.469,-6.959,6.51
DV-3CzCN,gas,stda,3.763,329.5,0.6103,3.409,363.7,0.3540000000000001,-14.099,-7.211,6.888
DV-3CzCN,gas,stddft,3.729,332.5,0.54,3.389,365.9,0.3400000000000003,-14.099,-7.211,6.888
DV-3CzCN,toluene,stda,3.802,326.1,0.1914,3.341,371.1,0.46099999999999985,-14.024,-7.117,6.906999999999999
DV-3CzCN,toluene,stddft,3.771,328.8,0.1651,3.318,373.7,0.45299999999999985,-14.024,-7.117,6.906999999999999
DVCz-2CzCN,gas,stda,3.874,320.1,0.2601,3.484,355.8,0.3900000000000001,-13.728,-6.797,6.931
DVCz-2CzCN,gas,stddft,3.815,325.0,0.1923,3.461,358.2,0.3540000000000001,-13.728,-6.797,6.931
DVCz-2CzCN,toluene,stda,3.77,328.9,0.2968,3.436,360.8,0.3340000000000001,-13.812,-6.862,6.949999999999999
DVCz-2CzCN,toluene,stddft,3.734,332.1,0.1006,3.414,363.1,0.31999999999999984,-13.812,-6.862,6.949999999999999
DiCz-Sac,gas,stda,3.69,336.0,0.1753,3.361,368.9,0.32899999999999974,-14.249,-7.254,6.995000000000001
DiCz-Sac,gas,stddft,3.656,339.1,0.1524,3.34,371.3,0.3160000000000003,-14.249,-7.254,6.995000000000001
DiCz-Sac,toluene,stda,3.596,344.8,0.2206,3.242,382.4,0.3540000000000001,-13.934,-7.088,6.845999999999999
DiCz-Sac,toluene,stddft,3.56,348.2,0.1938,3.222,384.8,0.3380000000000001,-13.934,-7.088,6.845999999999999
Diphenylsulfane,gas,stda,4.318,287.2,0.0013,4.14,299.5,0.17799999999999994,-15.528,-7.619,7.909000000000001
Diphenylsulfane,gas,stddft,4.317,287.2,0.0014,4.096,302.7,0.22100000000000009,-15.528,-7.619,7.909000000000001
Diphenylsulfane,toluene,stda,4.118,301.1,0.0052,4.122,300.8,-0.0039999999999995595,-15.547,-7.653,7.894000000000001
Diphenylsulfane,toluene,stddft,4.117,301.1,0.0053,4.089,303.2,0.02799999999999958,-15.547,-7.653,7.894000000000001
DmPy-PPI,gas,stda,3.853,321.8,0.5583,3.446,359.7,0.40700000000000003,-14.331,-7.228,7.103
DmPy-PPI,gas,stddft,3.813,325.1,0.5047,3.419,362.6,0.39400000000000013,-14.331,-7.228,7.103
DmPy-PPI,toluene,stda,3.835,323.3,0.3409,3.478,356.4,0.35699999999999976,-14.272,-7.092,7.180000000000001
DmPy-PPI,toluene,stddft,3.796,326.6,0.311,3.45,359.4,0.34599999999999964,-14.272,-7.092,7.180000000000001
DpAn-BzAc,gas,stda,3.574,346.9,0.1789,3.039,407.9,0.5349999999999997,-13.398,-7.849,5.5489999999999995
DpAn-BzAc,gas,stddft,3.514,352.9,0.1528,3.011,411.7,0.5029999999999997,-13.398,-7.849,5.5489999999999995
DpAn-BzAc,toluene,stda,3.527,351.5,0.1742,2.986,415.2,0.5409999999999999,-13.297,-7.799,5.498
DpAn-BzAc,toluene,stddft,3.466,357.7,0.1486,2.958,419.1,0.508,-13.297,-7.799,5.498
DphAn-Br,gas,stda,3.809,325.5,0.0004,3.815,325.0,-0.005999999999999783,-15.909,-7.828,8.081
DphAn-Br,gas,stddft,3.808,325.6,0.0004,3.814,325.1,-0.006000000000000227,-15.909,-7.828,8.081
DphAn-Br,toluene,stda,3.65,339.7,0.0,3.66,338.8,-0.010000000000000231,-15.804,-7.833,7.971
DphAn-Br,toluene,stddft,3.649,339.8,0.0,3.659,338.9,-0.009999999999999787,-15.804,-7.833,7.971
D–A–D,gas,stda,3.23,383.9,0.0069,3.154,393.1,0.07600000000000007,-15.526,-8.358,7.167999999999999
D–A–D,gas,stddft,3.229,384.0,0.0069,3.119,397.5,0.10999999999999988,-15.526,-8.358,7.167999999999999
D–A–D,toluene,stda,3.191,388.6,0.0068,3.167,391.5,0.02400000000000002,-15.585,-8.412,7.173
D–A–D,toluene,stddft,3.189,388.7,0.0068,3.136,395.3,0.052999999999999936,-15.585,-8.412,7.173
E-o-DHMPA,gas,stda,3.225,384.5,0.3857,2.22,558.4,1.005,-14.142,-7.756,6.385999999999999
E-o-DHMPA,gas,stddft,3.038,408.1,0.2655,2.148,577.2,0.8899999999999997,-14.142,-7.756,6.385999999999999
E-o-DHMPA,toluene,stda,3.285,377.4,0.3628,2.265,547.3,1.02,-14.303,-7.856,6.447000000000001
E-o-DHMPA,toluene,stddft,3.097,400.4,0.2505,2.193,565.4,0.9039999999999999,-14.303,-7.856,6.447000000000001
ECDPTT,gas,stda,3.652,339.5,0.5607,3.007,412.3,0.645,-13.989,-7.446,6.543000000000001
ECDPTT,gas,stddft,3.609,343.5,0.4759,2.974,416.9,0.6349999999999998,-13.989,-7.446,6.543000000000001
ECDPTT,toluene,stda,3.742,331.3,0.3541,3.117,397.8,0.625,-13.858,-7.41,6.448
ECDPTT,toluene,stddft,3.694,335.7,0.1686,3.085,401.9,0.609,-13.858,-7.41,6.448
Et3SiH,gas,stda,4.176,296.9,0.0425,3.567,347.6,0.609,-16.544,-8.885,7.659000000000001
Et3SiH,gas,stddft,4.125,300.6,0.0361,3.535,350.7,0.5899999999999999,-16.544,-8.885,7.659000000000001
Et3SiH,toluene,stda,4.17,297.3,0.4066,3.408,363.8,0.762,-16.391,-8.64,7.750999999999998
Et3SiH,toluene,stddft,4.122,300.8,0.3576,3.376,367.3,0.746,-16.391,-8.64,7.750999999999998
F-2CzB,gas,stda,3.882,319.4,1.2233,3.453,359.1,0.42900000000000027,-14.024,-7.338,6.685999999999999
F-2CzB,gas,stddft,3.832,323.6,0.9594,3.431,361.3,0.4009999999999998,-14.024,-7.338,6.685999999999999
F-2CzB,toluene,stda,3.869,320.4,1.0692,3.423,362.2,0.4460000000000002,-13.906,-7.18,6.726000000000001
F-2CzB,toluene,stddft,3.815,325.0,0.8158,3.401,364.5,0.41400000000000015,-13.906,-7.18,6.726000000000001
F2AcBO,gas,stda,3.528,351.5,0.2551,3.13,396.1,0.39800000000000013,-13.587,-7.846,5.741
F2AcBO,gas,stddft,3.516,352.6,0.3145,3.111,398.5,0.4049999999999998,-13.587,-7.846,5.741
F2AcBO,toluene,stda,3.482,356.1,0.1761,3.107,399.0,0.375,-13.389,-7.692,5.696999999999999
F2AcBO,toluene,stddft,3.454,359.0,0.1355,3.088,401.5,0.3660000000000001,-13.389,-7.692,5.696999999999999
F2PA,gas,stda,3.541,350.1,1.0614,3.052,406.2,0.4889999999999999,-13.548,-6.884,6.664
F2PA,gas,stddft,3.509,353.3,0.9309,3.024,410.1,0.4849999999999999,-13.548,-6.884,6.664
F2PA,toluene,stda,3.544,349.9,1.101,3.056,405.8,0.488,-13.422,-6.771,6.651000000000001
F2PA,toluene,stddft,3.512,353.1,0.967,3.027,409.6,0.4849999999999999,-13.422,-6.771,6.651000000000001
FAC,gas,stda,4.09,303.1,0.0587,3.469,357.4,0.621,-13.714,-6.727,6.987
FAC,gas,stddft,4.021,308.3,0.0892,3.435,360.9,0.5859999999999999,-13.714,-6.727,6.987
FAC,toluene,stda,4.09,303.1,0.1082,3.461,358.2,0.629,-13.74,-6.764,6.976
FAC,toluene,stddft,4.015,308.8,0.0895,3.428,361.7,0.5869999999999997,-13.74,-6.764,6.976
FAPbCl3,gas,stda,4.582,270.6,0.0001,4.199,295.2,0.383,-15.168,-6.766,8.402
FAPbCl3,gas,stddft,4.56,271.9,0.0001,4.158,298.2,0.40199999999999925,-15.168,-6.766,8.402
FAPbCl3,toluene,stda,4.599,269.6,0.0002,4.223,293.6,0.37600000000000033,-15.149,-6.716,8.433
FAPbCl3,toluene,stddft,4.577,270.9,0.0002,4.182,296.4,0.3949999999999996,-15.149,-6.716,8.433
FDQPXZ,gas,stda,2.488,498.3,0.2316,2.27,546.3,0.21799999999999997,-13.187,-8.058,5.129
FDQPXZ,gas,stddft,2.466,502.7,0.2079,2.259,548.9,0.2070000000000003,-13.187,-8.058,5.129
FDQPXZ,toluene,stda,2.557,484.9,0.2227,2.352,527.1,0.20500000000000007,-13.283,-8.117,5.165999999999999
FDQPXZ,toluene,stddft,2.537,488.7,0.2008,2.342,529.5,0.19499999999999984,-13.283,-8.117,5.165999999999999
FSF4A,gas,stda,3.563,348.0,0.2875,3.193,388.4,0.3700000000000001,-13.605,-6.822,6.783
FSF4A,gas,stddft,3.539,350.4,0.2552,3.165,391.7,0.3740000000000001,-13.605,-6.822,6.783
FSF4A,toluene,stda,3.443,360.1,0.3418,3.09,401.2,0.3530000000000002,-13.396,-6.723,6.673000000000001
FSF4A,toluene,stddft,3.418,362.7,0.3065,3.065,404.5,0.3530000000000002,-13.396,-6.723,6.673000000000001
FTAT-FBO,gas,stda,5.208,238.1,0.0,5.19,238.9,0.017999999999999794,-15.848,-5.936,9.912
FTAT-FBO,gas,stddft,5.179,239.4,0.0,5.149,240.8,0.03000000000000025,-15.848,-5.936,9.912
FTAT-FBO,toluene,stda,5.14,241.2,0.0002,5.176,239.5,-0.036000000000000476,-15.786,-6.065,9.721
FTAT-FBO,toluene,stddft,5.11,242.6,0.0002,5.135,241.5,-0.024999999999999467,-15.786,-6.065,9.721
Fene,gas,stda,2.888,429.3,0.0764,2.7,459.2,0.18799999999999972,-12.925,-7.223,5.702000000000001
Fene,gas,stddft,2.877,431.0,0.0715,2.679,462.9,0.19799999999999995,-12.925,-7.223,5.702000000000001
Fene,toluene,stda,3.013,411.4,0.0687,2.739,452.6,0.274,-12.933,-7.117,5.816
Fene,toluene,stddft,3.002,413.0,0.0699,2.714,456.9,0.2879999999999998,-12.933,-7.117,5.816
Fens,gas,stda,3.101,399.9,0.0222,2.776,446.7,0.3250000000000002,-13.057,-7.221,5.836
Fens,gas,stddft,3.092,401.0,0.0318,2.749,451.0,0.34299999999999997,-13.057,-7.221,5.836
Fens,toluene,stda,3.182,389.6,0.0295,2.738,452.8,0.44399999999999995,-12.988,-7.067,5.920999999999999
Fens,toluene,stddft,3.164,391.9,0.1146,2.71,457.4,0.4540000000000002,-12.988,-7.067,5.920999999999999
FlCz,gas,stda,3.732,332.2,0.1518,3.407,364.0,0.3250000000000002,-14.238,-7.781,6.457
FlCz,gas,stddft,3.728,332.6,0.21,3.37,367.9,0.3580000000000001,-14.238,-7.781,6.457
FlCz,toluene,stda,3.731,332.3,0.2038,3.394,365.3,0.33699999999999974,-14.162,-7.77,6.392000000000001
FlCz,toluene,stddft,3.726,332.8,0.2657,3.357,369.3,0.3689999999999998,-14.162,-7.77,6.392000000000001
H4TCPE,gas,stda,4.718,262.8,0.0157,4.305,288.0,0.41300000000000026,-15.992,-7.276,8.716000000000001
H4TCPE,gas,stddft,4.678,265.0,0.0144,4.271,290.3,0.40700000000000003,-15.992,-7.276,8.716000000000001
H4TCPE,toluene,stda,4.704,263.6,0.0152,4.248,291.9,0.4559999999999995,-15.853,-7.207,8.646
H4TCPE,toluene,stddft,4.666,265.7,0.0141,4.215,294.2,0.4510000000000005,-15.853,-7.207,8.646
HAP-3MF,gas,stda,3.254,381.0,0.0,3.171,391.0,0.08300000000000018,-15.714,-8.536,7.178000000000001
HAP-3MF,gas,stddft,3.236,383.2,0.0,3.158,392.6,0.07800000000000029,-15.714,-8.536,7.178000000000001
HAP-3MF,toluene,stda,3.244,382.2,0.0,3.158,392.5,0.0860000000000003,-15.779,-8.61,7.1690000000000005
HAP-3MF,toluene,stddft,3.225,384.5,0.0,3.146,394.2,0.07900000000000018,-15.779,-8.61,7.1690000000000005
HDP,gas,stda,2.775,446.7,0.0001,2.678,463.1,0.09699999999999998,-15.105,-9.034,6.071
HDP,gas,stddft,2.775,446.8,0.0001,2.641,469.4,0.1339999999999999,-15.105,-9.034,6.071
HDP,toluene,stda,2.677,463.2,0.0001,2.63,471.5,0.04700000000000015,-15.233,-9.228,6.005000000000001
HDP,toluene,stddft,2.676,463.3,0.0001,2.593,478.2,0.08300000000000018,-15.233,-9.228,6.005000000000001
HITPE,gas,stda,3.848,322.2,0.86,3.092,401.0,0.7559999999999998,-14.091,-7.316,6.7749999999999995
HITPE,gas,stddft,3.797,326.6,0.7234,3.056,405.8,0.7410000000000001,-14.091,-7.316,6.7749999999999995
HITPE,toluene,stda,3.881,319.5,1.0518,3.114,398.2,0.7669999999999999,-14.053,-7.263,6.790000000000001
HITPE,toluene,stddft,3.828,323.9,0.8801,3.078,402.8,0.75,-14.053,-7.263,6.790000000000001
HPIPXZ,gas,stda,3.722,333.1,0.6094,3.174,390.6,0.548,-14.537,-7.42,7.117000000000001
HPIPXZ,gas,stddft,3.665,338.3,0.5574,3.134,395.6,0.5310000000000001,-14.537,-7.42,7.117000000000001
HPIPXZ,toluene,stda,3.718,333.5,0.6327,3.16,392.4,0.5579999999999998,-14.54,-7.442,7.097999999999999
HPIPXZ,toluene,stddft,3.661,338.7,0.5784,3.119,397.5,0.5419999999999998,-14.54,-7.442,7.097999999999999
HPVAnt,gas,stda,3.398,364.9,0.2998,2.288,541.9,1.1100000000000003,-14.26,-8.014,6.246
HPVAnt,gas,stddft,3.217,385.4,0.1968,2.213,560.1,1.004,-14.26,-8.014,6.246
HPVAnt,toluene,stda,3.395,365.1,0.3085,2.286,542.4,1.109,-14.267,-8.029,6.2379999999999995
HPVAnt,toluene,stddft,3.214,385.8,0.2046,2.21,561.0,1.004,-14.267,-8.029,6.2379999999999995
IABTCN,gas,stda,3.077,402.9,1.4127,2.496,496.7,0.581,-13.65,-8.095,5.555
IABTCN,gas,stddft,3.029,409.3,1.202,2.456,504.8,0.573,-13.65,-8.095,5.555
IABTCN,toluene,stda,2.857,433.9,1.6069,2.242,553.0,0.6150000000000002,-13.461,-8.27,5.191000000000001
IABTCN,toluene,stddft,2.798,443.1,1.3332,2.203,562.9,0.5950000000000002,-13.461,-8.27,5.191000000000001
ICBNTrz4,gas,stda,3.627,341.8,0.8547,3.286,377.4,0.34099999999999975,-14.219,-7.923,6.295999999999999
ICBNTrz4,gas,stddft,3.601,344.4,0.7739,3.268,379.3,0.3330000000000002,-14.219,-7.923,6.295999999999999
ICBNTrz4,toluene,stda,3.587,345.6,0.8047,3.251,381.4,0.3360000000000003,-14.169,-7.889,6.28
