molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV,Delta_S_NTO,Abs_Delta_S_NTO,Char_diff_squared,S_NTO_sum,S_NTO_product,Log_Abs_S1,Log_Abs_T1,S_NTO_ratio,S1_CT_number,S1_Lambda_D,S1_Lambda_A,S1_hole_on_A,S1_particle_on_D,S1_Delta_r,S1_S_he,T1_CT_number,T1_Lambda_D,T1_Lambda_A,T1_hole_on_A,T1_particle_on_D,T1_Delta_r,T1_S_he,Delta_CT_number,Abs_Delta_CT_number,Delta_Lambda_D,Abs_Delta_Lambda_D,Delta_Lambda_A,Abs_Delta_Lambda_A,Delta_Delta_r,Abs_Delta_Delta_r,Delta_S_he,Abs_Delta_S_he
26DAcBPy,gas,stda,5.05e-08,4.66e-08,3.225,2.899,0.326,0.3054,5.328000000000001,-3.900000000000002e-09,3.900000000000002e-09,1.5210000000000014e-17,9.71e-08,2.3533e-15,-7.295849483160201,-7.330683119433888,0.9227722772277228,,,,,,,,,,,,,,,,,,,,,,,,
26DAcBPy,gas,stddft,-9.3e-09,7.02e-08,3.203,2.885,0.318,0.278,5.328000000000001,7.95e-08,7.95e-08,6.320250000000001e-15,6.090000000000001e-08,-6.528600000000001e-16,-8.0268721464003,-7.153044674980176,-7.548387096774194,,,,,,,,,,,,,,,,,,,,,,,,
26DAcBPy,toluene,stda,-7.5e-09,-6.7e-08,3.137,2.816,0.3210000000000002,0.253,5.2010000000000005,-5.9500000000000003e-08,5.9500000000000003e-08,3.5402500000000007e-15,-7.45e-08,5.025e-16,-8.119186407719209,-7.173277479831008,8.933333333333335,,,,,,,,,,,,,,,,,,,,,,,,
26DAcBPy,toluene,stddft,3.75e-08,2.35e-08,3.115,2.802,0.3130000000000001,0.2345,5.2010000000000005,-1.4e-08,1.4e-08,1.9599999999999998e-16,6.1e-08,8.8125e-16,-7.424812155072339,-7.627087997029894,0.6266666666666667,,,,,,,,,,,,,,,,,,,,,,,,
26DCzPPy,gas,stda,8.14e-08,3.47e-08,3.825,3.406,0.419,0.2792,6.99,-4.67e-08,4.67e-08,2.1808900000000002e-15,1.161e-07,2.82458e-15,-7.088842391260023,-7.458420756053419,0.4262899262899263,,,,,,,,,,,,,,,,,,,,,,,,
26DCzPPy,gas,stddft,-4.2e-09,-1.79e-08,3.757,3.382,0.375,0.2369,6.99,-1.37e-08,1.37e-08,1.8769e-16,-2.2100000000000006e-08,7.518000000000001e-17,-8.366531544420413,-7.744727494896693,4.261904761904762,,,,,,,,,,,,,,,,,,,,,,,,
26DCzPPy,toluene,stda,-2.81e-08,5.46e-08,3.869,3.41,0.4590000000000001,0.0019,6.892,8.269999999999999e-08,8.269999999999999e-08,6.839289999999999e-15,2.65e-08,-1.53426e-15,-7.549750891680639,-7.262012673666569,-1.9430604982206403,,,,,,,,,,,,,,,,,,,,,,,,
26DCzPPy,toluene,stddft,4.55e-08,-3.88e-08,3.808,3.387,0.4209999999999998,0.0017,6.892,-8.43e-08,8.43e-08,7.106489999999998e-15,6.7e-09,-1.7653999999999997e-15,-7.341035157335565,-7.410050398674293,-0.8527472527472527,,,,,,,,,,,,,,,,,,,,,,,,
26DPXZBPy,gas,stda,4.68e-08,-1.5e-08,2.86,2.541,0.3189999999999999,0.0038,4.731,-6.18e-08,6.18e-08,3.8192399999999985e-15,3.1800000000000013e-08,-7.02e-16,-7.328827157284917,-7.82102305270683,-0.3205128205128205,,,,,,,,,,,,,,,,,,,,,,,,
26DPXZBPy,gas,stddft,1.22e-08,-4.43e-08,2.845,2.531,0.314,0.0039,4.731,-5.65e-08,5.65e-08,3.19225e-15,-3.21e-08,-5.4046e-16,-7.910094888560602,-7.35261702988538,-3.631147540983607,,,,,,,,,,,,,,,,,,,,,,,,
26DPXZBPy,toluene,stda,1.44e-08,-5.91e-08,2.813,2.521,0.2920000000000002,0.0138,4.725000000000001,-7.35e-08,7.35e-08,5.402250000000001e-15,-4.47e-08,-8.5104e-16,-7.838631997765025,-7.22767829327708,-4.104166666666667,,,,,,,,,,,,,,,,,,,,,,,,
26DPXZBPy,toluene,stddft,3e-08,7.4e-09,2.798,2.511,0.2869999999999999,0.0149,4.725000000000001,-2.26e-08,2.26e-08,5.107599999999998e-16,3.74e-08,2.2199999999999998e-16,-7.521433504406157,-8.1249387366083,0.2466666666666667,,,,,,,,,,,,,,,,,,,,,,,,
2BFCzPy,gas,stda,-6.41e-08,4.01e-08,3.832,3.46,0.3719999999999999,0.6687,7.06,1.042e-07,1.042e-07,1.0857639999999998e-14,-2.4e-08,-2.57041e-15,-7.192464971931146,-7.39577394691553,-0.6255850234009361,,,,,,,,,,,,,,,,,,,,,,,,
2BFCzPy,gas,stddft,-9.26e-08,1.54e-08,3.785,3.437,0.3480000000000003,0.5921,7.06,1.0800000000000001e-07,1.0800000000000001e-07,1.1663999999999995e-14,-7.72e-08,-1.4260399999999998e-15,-7.032920265855503,-7.809668301829708,-0.1663066954643628,,,,,,,,,,,,,,,,,,,,,,,,
2BFCzPy,toluene,stda,-8e-08,1.4e-08,3.846,3.429,0.4170000000000002,0.4321,7.053999999999999,9.4e-08,9.4e-08,8.836e-15,-6.600000000000002e-08,-1.12e-15,-7.096367483915762,-7.85078088734462,-0.175,,,,,,,,,,,,,,,,,,,,,,,,
2BFCzPy,toluene,stddft,-2.97e-08,-1.4e-08,3.797,3.405,0.3920000000000003,0.3793,7.053999999999999,1.57e-08,1.57e-08,2.4649000000000004e-16,-4.37e-08,4.158e-16,-7.525783735923745,-7.85078088734462,0.4713804713804713,,,,,,,,,,,,,,,,,,,,,,,,
2BPy-mDTC,gas,stda,8.3e-09,2.9e-09,3.368,3.218,0.1499999999999999,0.0351,5.915999999999999,-5.4e-09,5.4e-09,2.916e-17,1.12e-08,2.407e-17,-8.075720713938118,-8.522878745280337,0.3493975903614458,,,,,,,,,,,,,,,,,,,,,,,,
2BPy-mDTC,gas,stddft,-8.61e-08,6.49e-08,3.358,3.21,0.1480000000000001,0.036,5.915999999999999,1.5100000000000004e-07,1.5100000000000004e-07,2.2801000000000004e-14,-2.119999999999999e-08,-5.58789e-15,-7.064492734175287,-7.187086643357144,-0.753774680603949,,,,,,,,,,,,,,,,,,,,,,,,
2BPy-mDTC,toluene,stda,-4.6e-09,6.14e-08,3.328,3.172,0.1559999999999997,0.0344,5.885999999999999,6.6e-08,6.6e-08,4.356e-15,5.679999999999999e-08,-2.8243999999999996e-16,-8.327902142064282,-7.211124884224583,-13.347826086956522,,,,,,,,,,,,,,,,,,,,,,,,
2BPy-mDTC,toluene,stddft,5.01e-08,3.9e-08,3.319,3.163,0.1560000000000001,0.0365,5.885999999999999,-1.11e-08,1.11e-08,1.2321e-16,8.91e-08,1.9539e-15,-7.29929628285498,-7.407823242604133,0.7784431137724551,,,,,,,,,,,,,,,,,,,,,,,,
2BTCz2CzTPN,gas,stda,-2.14e-08,-1.47e-08,3.208,2.947,0.2610000000000001,0.5055,6.170999999999999,6.7e-09,6.7e-09,4.489000000000001e-17,-3.61e-08,3.1458e-16,-7.667561540084395,-7.829738284605042,0.6869158878504673,,,,,,,,,,,,,,,,,,,,,,,,
2BTCz2CzTPN,gas,stddft,7.87e-08,-6.7e-09,3.176,2.935,0.2410000000000001,0.4538,6.170999999999999,-8.54e-08,8.54e-08,7.293159999999999e-15,7.2e-08,-5.272899999999999e-16,-7.103473782510445,-8.167491087293763,-0.085133418043202,,,,,,,,,,,,,,,,,,,,,,,,
2BTCz2CzTPN,toluene,stda,-1.69e-08,-2.42e-08,2.875,2.568,0.3069999999999999,0.5785,6.071,-7.300000000000001e-09,7.300000000000001e-09,5.329000000000004e-17,-4.11e-08,4.0898e-16,-7.769551078621726,-7.614393726401688,1.4319526627218937,,,,,,,,,,,,,,,,,,,,,,,,
2BTCz2CzTPN,toluene,stddft,7.5e-09,-5.72e-08,2.829,2.554,0.2750000000000003,0.4998,6.071,-6.47e-08,6.47e-08,4.18609e-15,-4.97e-08,-4.2899999999999997e-16,-8.119186407719209,-7.24184537803261,-7.626666666666668,,,,,,,,,,,,,,,,,,,,,,,,
2BTPA-INN,gas,stda,-1.35e-08,7.74e-08,3.707,3.183,0.524,1.9904,6.153999999999999,9.09e-08,9.09e-08,8.26281e-15,6.390000000000001e-08,-1.0449e-15,-7.866461091629782,-7.110698297493689,-5.733333333333333,,,,,,,,,,,,,,,,,,,,,,,,
2BTPA-INN,gas,stddft,-9.13e-08,6.64e-08,3.691,3.159,0.532,1.8536,6.153999999999999,1.577e-07,1.577e-07,2.486929e-14,-2.4900000000000005e-08,-6.06232e-15,-7.039053804266168,-7.177178354696896,-0.7272727272727272,,,,,,,,,,,,,,,,,,,,,,,,
2BTPA-INN,toluene,stda,-2.24e-08,4.75e-08,3.633,3.138,0.4950000000000001,1.983,6.032000000000001,6.99e-08,6.99e-08,4.88601e-15,2.5100000000000003e-08,-1.064e-15,-7.647817481888637,-7.322393047279506,-2.1205357142857144,,,,,,,,,,,,,,,,,,,,,,,,
2BTPA-INN,toluene,stddft,-9.2e-09,-5.32e-08,3.619,3.115,0.504,1.8661,6.032000000000001,-4.4e-08,4.4e-08,1.936e-15,-6.24e-08,4.8944e-16,-8.031517051446064,-7.273272790973428,5.782608695652174,,,,,,,,,,,,,,,,,,,,,,,,
2BrCPT,gas,stda,4.02e-08,3.72e-08,3.815,3.38,0.435,0.4898,6.725999999999999,-3e-09,3e-09,9.000000000000003e-18,7.74e-08,1.49544e-15,-7.394694953858891,-7.428291168191312,0.9253731343283582,,,,,,,,,,,,,,,,,,,,,,,,
2BrCPT,gas,stddft,7.9e-08,-4.15e-08,3.747,3.357,0.3899999999999997,0.3918,6.725999999999999,-1.205e-07,1.205e-07,1.452025e-14,3.750000000000001e-08,-3.2785000000000007e-15,-7.101823516502323,-7.380906669373258,-0.5253164556962026,,,,,,,,,,,,,,,,,,,,,,,,
2BrCPT,toluene,stda,-1.51e-08,-3.08e-08,3.811,3.365,0.4459999999999997,0.4827,6.76,-1.5699999999999998e-08,1.5699999999999998e-08,2.4648999999999994e-16,-4.59e-08,4.6508e-16,-7.818156412055227,-7.510041520575165,2.039735099337748,,,,,,,,,,,,,,,,,,,,,,,,
2BrCPT,toluene,stddft,-1.238e-07,-5.95e-08,3.741,3.342,0.399,0.3833,6.76,6.430000000000001e-08,6.430000000000001e-08,4.1344900000000014e-15,-1.833e-07,7.3661e-15,-6.906928693623937,-7.2247537402597635,0.4806138933764135,,,,,,,,,,,,,,,,,,,,,,,,
2C,gas,stda,-3.25e-08,1.192e-07,3.542,2.682,0.8599999999999999,1.2876,5.928000000000001,1.517e-07,1.517e-07,2.3012889999999995e-14,8.67e-08,-3.874e-15,-7.486782399932061,-6.923359556329658,-3.6676923076923074,,,,,,,,,,,,,,,,,,,,,,,,
2C,gas,stddft,-3.79e-08,-5.96e-08,3.473,2.614,0.859,1.1036,5.928000000000001,-2.17e-08,2.17e-08,4.708899999999998e-16,-9.75e-08,2.25884e-15,-7.42021640338319,-7.224025668870631,1.5725593667546174,,,,,,,,,,,,,,,,,,,,,,,,
2C,toluene,stda,-9.1e-09,-8.96e-08,3.441,2.65,0.7909999999999999,1.2741,5.658000000000001,-8.05e-08,8.05e-08,6.48025e-15,-9.87e-08,8.1536e-16,-8.036212172654444,-7.047207556955908,9.846153846153843,,,,,,,,,,,,,,,,,,,,,,,,
2C,toluene,stddft,3.28e-08,5.33e-08,3.38,2.585,0.7949999999999999,1.1073,5.658000000000001,2.05e-08,2.05e-08,4.202499999999999e-16,8.610000000000002e-08,1.7482400000000002e-15,-7.482804102050026,-7.272458742971444,1.625,,,,,,,,,,,,,,,,,,,,,,,,
2CM,gas,stda,-9.07e-08,7.45e-08,3.565,3.041,0.524,0.0867,7.05,1.652e-07,1.652e-07,2.729104e-14,-1.62e-08,-6.75715e-15,-7.041914151478915,-7.127261172527331,-0.8213891951488423,,,,,,,,,,,,,,,,,,,,,,,,
2CM,gas,stddft,5.33e-08,-4.1e-09,3.473,3.015,0.4579999999999997,0.066,7.05,-5.74e-08,5.74e-08,3.29476e-15,4.9200000000000004e-08,-2.1853e-16,-7.272458742971444,-8.3767507096021,-0.0769230769230769,,,,,,,,,,,,,,,,,,,,,,,,
2CM,toluene,stda,1.061e-07,7.83e-08,3.562,3.061,0.5009999999999999,0.155,7.154000000000001,-2.78e-08,2.78e-08,7.7284e-16,1.844e-07,8.30763e-15,-6.97387548325455,-7.105683937315561,0.7379830348727616,,,,,,,,,,,,,,,,,,,,,,,,
2CM,toluene,stddft,4.2e-09,-1.085e-07,3.473,3.035,0.4379999999999997,0.1188,7.154000000000001,-1.127e-07,1.127e-07,1.270129e-14,-1.043e-07,-4.557e-16,-8.366531544420413,-6.964170174747172,-25.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-BTB,gas,stda,1.47e-08,-6.2e-09,3.743,3.362,0.3809999999999998,0.0795,6.068999999999999,-2.09e-08,2.09e-08,4.3681e-16,8.5e-09,-9.114e-17,-7.829738284605042,-8.200659450546418,-0.4217687074829932,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-BTB,gas,stddft,-1.96e-08,8.8e-08,3.733,3.333,0.3999999999999999,0.0982,6.068999999999999,1.076e-07,1.076e-07,1.1577759999999999e-14,6.839999999999999e-08,-1.7248e-15,-7.705533773838407,-7.055024091587952,-4.489795918367347,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-BTB,toluene,stda,2.2e-08,-1.447e-07,3.553,3.358,0.1949999999999998,0.0257,5.874999999999999,-1.667e-07,1.667e-07,2.7788889999999992e-14,-1.227e-07,-3.1834e-15,-7.655607726314889,-6.839231438138872,-6.577272727272727,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-BTB,toluene,stddft,3.4e-09,6.23e-08,3.547,3.329,0.2179999999999999,0.0257,5.874999999999999,5.89e-08,5.89e-08,3.46921e-15,6.57e-08,2.1181999999999998e-16,-8.455931955649724,-7.204815410317576,18.323529411764707,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-TTR,gas,stda,-1.003e-07,3.24e-08,3.917,3.482,0.4349999999999996,0.4315,7.1530000000000005,1.3270000000000004e-07,1.3270000000000004e-07,1.7609290000000005e-14,-6.79e-08,-3.24972e-15,-6.998266287190999,-7.488116639021126,-0.3230309072781654,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-TTR,gas,stddft,-6.35e-08,5.26e-08,3.864,3.46,0.4039999999999999,0.3655,7.1530000000000005,1.1610000000000001e-07,1.1610000000000001e-07,1.3479210000000003e-14,-1.0900000000000005e-08,-3.3401000000000004e-15,-7.196542884351586,-7.278189384787454,-0.8283464566929133,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-TTR,toluene,stda,8.9e-09,3.96e-08,3.975,3.404,0.5710000000000002,0.1344,7.07,3.07e-08,3.07e-08,9.4249e-16,4.85e-08,3.5243999999999996e-16,-8.045757490560675,-7.401209493236885,4.44943820224719,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-TTR,toluene,stddft,-4.6e-09,2.42e-08,3.911,3.383,0.528,0.0418,7.07,2.88e-08,2.88e-08,8.2944e-16,1.9600000000000003e-08,-1.1132e-16,-8.327902142064282,-7.614393726401688,-5.260869565217392,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-TXO,gas,stda,1.7e-09,-4.6e-09,3.397,2.864,0.5329999999999999,0.0209,5.548000000000001,-6.3e-09,6.3e-09,3.9690000000000004e-17,-2.9e-09,-7.82e-18,-8.744727494896694,-8.327902142064282,-2.7058823529411766,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-TXO,gas,stddft,-2.99e-08,1.08e-08,3.37,2.838,0.532,0.0549,5.548000000000001,4.07e-08,4.07e-08,1.65649e-15,-1.91e-08,-3.2292000000000013e-16,-7.522878745280337,-7.962573502059376,-0.3612040133779264,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-TXO,toluene,stda,3.1e-09,4.64e-08,3.335,2.848,0.4870000000000001,0.015,5.518000000000001,4.33e-08,4.33e-08,1.87489e-15,4.95e-08,1.4383999999999999e-16,-8.494850021680094,-7.3325470471100465,14.96774193548387,,,,,,,,,,,,,,,,,,,,,,,,
2Cz-DMAC-TXO,toluene,stddft,-4.72e-08,-6.56e-08,3.318,2.821,0.4969999999999999,0.0312,5.518000000000001,-1.840000000000001e-08,1.840000000000001e-08,3.385600000000002e-16,-1.128e-07,3.09632e-15,-7.325138859262188,-7.182434630440219,1.3898305084745763,,,,,,,,,,,,,,,,,,,,,,,,
2Cz2tCzBn,gas,stda,1.18e-08,7.8e-09,3.409,3.156,0.2529999999999996,0.4382,6.766,-3.9999999999999994e-09,3.9999999999999994e-09,1.5999999999999998e-17,1.96e-08,9.204e-17,-7.924453038607469,-8.102372908709558,0.6610169491525424,,,,,,,,,,,,,,,,,,,,,,,,
2Cz2tCzBn,gas,stddft,-4.1e-09,2.44e-08,3.374,3.145,0.2290000000000001,0.3864,6.766,2.85e-08,2.85e-08,8.1225e-16,2.03e-08,-1.0004e-16,-8.3767507096021,-7.610833915635467,-5.951219512195122,,,,,,,,,,,,,,,,,,,,,,,,
2Cz2tCzBn,toluene,stda,2.8e-09,-1.066e-07,3.269,2.992,0.2770000000000001,0.4651,6.664,-1.094e-07,1.094e-07,1.196836e-14,-1.038e-07,-2.9847999999999997e-16,-8.537602002101044,-6.97183558057553,-38.07142857142858,,,,,,,,,,,,,,,,,,,,,,,,
2Cz2tCzBn,toluene,stddft,2.6e-09,-4.57e-08,3.229,2.98,0.2490000000000001,0.4065,6.664,-4.83e-08,4.83e-08,2.3328900000000003e-15,-4.31e-08,-1.1882e-16,-8.568636235841012,-7.339134521996131,-17.576923076923077,,,,,,,,,,,,,,,,,,,,,,,,
2CzBN,gas,stda,-2e-10,-3.4e-08,3.746,3.409,0.3370000000000002,0.1845,6.992000000000001,-3.38e-08,3.38e-08,1.14244e-15,-3.42e-08,6.8e-18,-9.522878745280336,-7.467245621007502,170.0,,,,,,,,,,,,,,,,,,,,,,,,
2CzBN,gas,stddft,1.53e-08,1.06e-08,3.71,3.388,0.322,0.1595,6.992000000000001,-4.700000000000001e-09,4.700000000000001e-09,2.2090000000000008e-17,2.59e-08,1.6218000000000003e-16,-7.812479279163536,-7.97061622231479,0.6928104575163399,,,,,,,,,,,,,,,,,,,,,,,,
2CzBN,toluene,stda,-1.46e-08,6.69e-08,3.683,3.329,0.3539999999999996,0.2305,6.906999999999999,8.15e-08,8.15e-08,6.64225e-15,5.23e-08,-9.7674e-16,-7.832682665251823,-7.173925197299174,-4.582191780821917,,,,,,,,,,,,,,,,,,,,,,,,
2CzBN,toluene,stddft,-6.88e-08,5.67e-08,3.648,3.309,0.3389999999999999,0.2028,6.906999999999999,1.255e-07,1.255e-07,1.575025e-14,-1.2099999999999996e-08,-3.90096e-15,-7.161780778092374,-7.245651664288981,-0.8241279069767442,,,,,,,,,,,,,,,,,,,,,,,,
2CzCbPy,gas,stda,9.58e-08,2.95e-08,3.724,3.287,0.4370000000000003,0.377,6.892,-6.63e-08,6.63e-08,4.39569e-15,1.253e-07,2.8261e-15,-7.018181392829336,-7.528708288941061,0.3079331941544885,,,,,,,,,,,,,,,,,,,,,,,,
2CzCbPy,gas,stddft,1.93e-08,3.72e-08,3.666,3.266,0.3999999999999999,0.3071,6.892,1.79e-08,1.79e-08,3.2041000000000006e-16,5.65e-08,7.1796e-16,-7.712198270069773,-7.428291168191312,1.927461139896373,,,,,,,,,,,,,,,,,,,,,,,,
2CzCbPy,toluene,stda,-1.95e-08,-2.05e-08,3.703,3.246,0.4569999999999998,0.3323,6.965000000000001,-1.0000000000000023e-09,1.0000000000000023e-09,1.0000000000000049e-18,-4e-08,3.9975e-16,-7.707743928643524,-7.686132779630847,1.051282051282051,,,,,,,,,,,,,,,,,,,,,,,,
2CzCbPy,toluene,stddft,-2.38e-08,2.84e-08,3.641,3.224,0.4169999999999998,0.2662,6.965000000000001,5.22e-08,5.22e-08,2.7248400000000003e-15,4.599999999999998e-09,-6.7592e-16,-7.621602099051862,-7.54515513999149,-1.1932773109243695,,,,,,,,,,,,,,,,,,,,,,,,
2CzMC,gas,stda,-1.174e-07,1.68e-08,3.77,3.204,0.5659999999999998,0.135,7.192,1.342e-07,1.342e-07,1.800964e-14,-1.006e-07,-1.9723200000000005e-15,-6.9299621333922445,-7.772113295386326,-0.1431005110732538,,,,,,,,,,,,,,,,,,,,,,,,
2CzMC,gas,stddft,8.18e-08,4.83e-08,3.708,3.167,0.5410000000000004,0.1216,7.192,-3.35e-08,3.35e-08,1.1222500000000002e-15,1.301e-07,3.95094e-15,-7.086716098239582,-7.315154638355588,0.5904645476772616,,,,,,,,,,,,,,,,,,,,,,,,
2CzMC,toluene,stda,5.04e-08,-3.88e-08,3.686,3.072,0.6139999999999999,0.1907,7.026000000000001,-8.92e-08,8.92e-08,7.95664e-15,1.1600000000000005e-08,-1.95552e-15,-7.296708621881338,-7.410050398674293,-0.7698412698412698,,,,,,,,,,,,,,,,,,,,,,,,
2CzMC,toluene,stddft,1.97e-08,7.66e-08,3.618,3.032,0.5859999999999999,0.1678,7.026000000000001,5.69e-08,5.69e-08,3.23761e-15,9.63e-08,1.50902e-15,-7.703334809738469,-7.115204636051019,3.888324873096447,,,,,,,,,,,,,,,,,,,,,,,,
2CzP-INN,gas,stda,-1.9e-08,-1.9e-09,3.914,3.461,0.4530000000000003,0.7154,6.531,1.71e-08,1.71e-08,2.9241e-16,-2.0900000000000002e-08,3.6100000000000004e-17,-7.718966632752273,-8.698970004336019,0.0999999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2CzP-INN,gas,stddft,5.3e-09,1.765e-07,3.857,3.439,0.4180000000000001,0.5641,6.531,1.712e-07,1.712e-07,2.930944e-14,1.818e-07,9.3545e-16,-8.267606240177031,-6.753009300758451,33.30188679245283,,,,,,,,,,,,,,,,,,,,,,,,
2CzP-INN,toluene,stda,-7.78e-08,2.33e-08,3.903,3.443,0.4599999999999999,0.6819,6.488,1.011e-07,1.011e-07,1.022121e-14,-5.449999999999999e-08,-1.81274e-15,-7.108462542327436,-7.6307841425898575,-0.2994858611825193,,,,,,,,,,,,,,,,,,,,,,,,
2CzP-INN,toluene,stddft,-9.9e-09,7.1e-08,3.844,3.421,0.423,0.5343,6.488,8.09e-08,8.09e-08,6.544810000000001e-15,6.11e-08,-7.028999999999999e-16,-8.0,-7.148130399270234,-7.171717171717172,,,,,,,,,,,,,,,,,,,,,,,,
2CzPN,gas,stda,6.07e-08,1.58e-08,3.443,3.123,0.3199999999999998,0.2048,6.535,-4.49e-08,4.49e-08,2.01601e-15,7.649999999999999e-08,9.5906e-16,-7.216096420727265,-7.798602875679548,0.2602965403624382,,,,,,,,,,,,,,,,,,,,,,,,
2CzPN,gas,stddft,1.39e-08,6.16e-08,3.414,3.103,0.3109999999999999,0.182,6.535,4.77e-08,4.77e-08,2.2752899999999995e-15,7.55e-08,8.5624e-16,-7.853871964321762,-7.209714835966758,4.431654676258993,,,,,,,,,,,,,,,,,,,,,,,,
2CzPN,toluene,stda,-1.73e-08,-6.63e-08,3.259,2.914,0.3449999999999997,0.245,6.308000000000001,-4.9e-08,4.9e-08,2.401e-15,-8.360000000000002e-08,1.1469900000000001e-15,-7.7594507517174,-7.177831920631983,3.832369942196532,,,,,,,,,,,,,,,,,,,,,,,,
2CzPN,toluene,stddft,-2.9e-09,-1.464e-07,3.226,2.894,0.3319999999999998,0.2156,6.308000000000001,-1.4349999999999998e-07,1.4349999999999998e-07,2.059225e-14,-1.493e-07,4.2456e-16,-8.522878745280337,-6.834162375309872,50.48275862068965,,,,,,,,,,,,,,,,,,,,,,,,
2CzPy,gas,stda,-2.2e-09,2.64e-08,3.902,3.443,0.4590000000000001,0.1724,7.247000000000001,2.86e-08,2.86e-08,8.179600000000001e-16,2.42e-08,-5.808e-17,-8.638272163982407,-7.576754126063192,-12.000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
2CzPy,gas,stddft,-6.02e-08,5.51e-08,3.839,3.42,0.419,0.1486,7.247000000000001,1.153e-07,1.153e-07,1.3294089999999998e-14,-5.099999999999999e-09,-3.31702e-15,-7.219682687859849,-7.2580609222708015,-0.915282392026578,,,,,,,,,,,,,,,,,,,,,,,,
2CzPy,toluene,stda,8.71e-08,1.474e-07,3.883,3.402,0.4809999999999998,0.1365,7.2010000000000005,6.03e-08,6.03e-08,3.63609e-15,2.3450000000000002e-07,1.283854e-14,-7.059483515067432,-6.831207979685818,1.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,
2CzPy,toluene,stddft,-8.26e-08,-4.07e-08,3.816,3.378,0.4379999999999997,0.1119,7.2010000000000005,4.19e-08,4.19e-08,1.7556099999999997e-15,-1.233e-07,3.36182e-15,-7.082494490447453,-7.38933983691012,0.4927360774818402,,,,,,,,,,,,,,,,,,,,,,,,
2CzTPE,gas,stda,-4.34e-08,-1.92e-08,3.598,2.881,0.7170000000000001,2.3964,6.469,2.42e-08,2.42e-08,5.856399999999999e-16,-6.259999999999999e-08,8.3328e-16,-7.361510743045363,-7.714442690992226,0.4423963133640553,,,,,,,,,,,,,,,,,,,,,,,,
2CzTPE,gas,stddft,-6.7e-09,1.13e-08,3.559,2.833,0.726,2.0956,6.469,1.8e-08,1.8e-08,3.24e-16,4.6000000000000015e-09,-7.571e-17,-8.167491087293763,-7.943095148663527,-1.686567164179105,,,,,,,,,,,,,,,,,,,,,,,,
2CzTPE,toluene,stda,-1.429e-07,-2.93e-08,3.614,2.89,0.7239999999999998,2.6157,6.465,1.1359999999999998e-07,1.1359999999999998e-07,1.2904959999999996e-14,-1.722e-07,4.18697e-15,-6.844663962534939,-7.531652669587842,0.2050384884534639,,,,,,,,,,,,,,,,,,,,,,,,
2CzTPE,toluene,stddft,-5.26e-08,-5.84e-08,3.574,2.842,0.7319999999999998,2.2891,6.465,-5.799999999999999e-09,5.799999999999999e-09,3.363999999999999e-17,-1.11e-07,3.0718400000000002e-15,-7.278189384787454,-7.232844133917819,1.1102661596958174,,,,,,,,,,,,,,,,,,,,,,,,
2CzTPEPCz,gas,stda,-1.11e-08,7.3e-09,3.861,3.292,0.5690000000000004,1.5194,6.551,1.84e-08,1.84e-08,3.3855999999999997e-16,-3.8e-09,-8.103000000000001e-17,-7.950781977329818,-8.130768280269024,-0.6576576576576576,,,,,,,,,,,,,,,,,,,,,,,,
2CzTPEPCz,gas,stddft,-4.16e-08,-6.39e-08,3.831,3.254,0.577,1.3309,6.551,-2.2299999999999998e-08,2.2299999999999998e-08,4.972899999999997e-16,-1.055e-07,2.65824e-15,-7.379863945026242,-7.1938200260161125,1.536057692307692,,,,,,,,,,,,,,,,,,,,,,,,
2CzTPEPCz,toluene,stda,-3.08e-08,-4e-10,3.848,3.278,0.5699999999999998,1.5521,6.64,3.04e-08,3.04e-08,9.2416e-16,-3.1199999999999995e-08,1.232e-17,-7.510041520575165,-9.30102999566398,0.0129870129870129,,,,,,,,,,,,,,,,,,,,,,,,
2CzTPEPCz,toluene,stddft,-5.1e-09,-3.2e-09,3.81,3.24,0.5699999999999998,1.3307,6.64,1.9e-09,1.9e-09,3.61e-18,-8.3e-09,1.6320000000000006e-17,-8.2839966563652,-8.481486060122112,0.6274509803921569,,,,,,,,,,,,,,,,,,,,,,,,
