molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV,Delta_S_NTO,Abs_Delta_S_NTO,Char_diff_squared,S_NTO_sum,S_NTO_product,Log_Abs_S1,Log_Abs_T1,S_NTO_ratio,S1_CT_number,S1_Lambda_D,S1_Lambda_A,S1_hole_on_A,S1_particle_on_D,S1_Delta_r,S1_S_he,T1_CT_number,T1_Lambda_D,T1_Lambda_A,T1_hole_on_A,T1_particle_on_D,T1_Delta_r,T1_S_he,Delta_CT_number,Abs_Delta_CT_number,Delta_Lambda_D,Abs_Delta_Lambda_D,Delta_Lambda_A,Abs_Delta_Lambda_A,Delta_Delta_r,Abs_Delta_Delta_r,Delta_S_he,Abs_Delta_S_he
DDCzTrz,toluene,stda,1.119e-07,-1.216e-07,3.867,3.529,0.3380000000000001,0.161,6.376,-2.3350000000000002e-07,2.3350000000000002e-07,5.4522250000000015e-14,-9.700000000000001e-09,-1.360704e-14,-6.950781977329818,-6.914709421769935,-1.0866845397676497,,,,,,,,,,,,,,,,,,,,,,,,
DDCzTrz,toluene,stddft,2.093e-07,2.63e-08,3.835,3.512,0.3229999999999999,0.1672,6.376,-1.83e-07,1.83e-07,3.3489e-14,2.356e-07,5.50459e-15,-6.6790233226571765,-7.578396073130169,0.1256569517439082,,,,,,,,,,,,,,,,,,,,,,,,
DDMA-TXO2,gas,stda,9.2e-09,-5.6e-08,4.115,3.439,0.6760000000000002,0.1083,7.251,-6.52e-08,6.52e-08,4.251040000000001e-15,-4.68e-08,-5.152e-16,-8.031517051446064,-7.251037138743839,-6.086956521739131,,,,,,,,,,,,,,,,,,,,,,,,
DDMA-TXO2,gas,stddft,2.61e-08,-6.68e-08,4.065,3.409,0.6560000000000006,0.1017,7.251,-9.29e-08,9.29e-08,8.63041e-15,-4.07e-08,-1.74348e-15,-7.581698708680254,-7.174573882232177,-2.559386973180077,,,,,,,,,,,,,,,,,,,,,,,,
DDMA-TXO2,toluene,stda,-1.76e-08,2.12e-08,3.952,3.402,0.5499999999999998,0.0372,7.249,3.8800000000000003e-08,3.8800000000000003e-08,1.5054400000000005e-15,3.600000000000002e-09,-3.7312e-16,-7.752026733638194,-7.671620396561262,-1.2045454545454548,,,,,,,,,,,,,,,,,,,,,,,,
DDMA-TXO2,toluene,stddft,1.42e-08,-2.3e-08,3.887,3.37,0.5169999999999999,0.0237,7.249,-3.72e-08,3.72e-08,1.3838400000000002e-15,-8.800000000000001e-09,-3.266e-16,-7.844663962534939,-7.636388020107856,-1.619718309859155,,,,,,,,,,,,,,,,,,,,,,,,
DDPA-Ph-Bz,gas,stda,8.08e-08,-3.93e-08,3.844,3.461,0.383,0.0503,6.467999999999999,-1.201e-07,1.201e-07,1.442401e-14,4.15e-08,-3.17544e-15,-7.092051478387727,-7.404503778174426,-0.4863861386138614,,,,,,,,,,,,,,,,,,,,,,,,
DDPA-Ph-Bz,gas,stddft,-6.2e-08,-1.285e-07,3.816,3.43,0.3859999999999997,0.0521,6.467999999999999,-6.649999999999999e-08,6.649999999999999e-08,4.422249999999999e-15,-1.905e-07,7.966999999999999e-15,-7.20690839982342,-6.890759031411797,2.07258064516129,,,,,,,,,,,,,,,,,,,,,,,,
DDPA-Ph-Bz,toluene,stda,-1.69e-08,-3.95e-08,3.846,3.459,0.387,0.0606,6.401000000000001,-2.2600000000000004e-08,2.2600000000000004e-08,5.107600000000001e-16,-5.64e-08,6.6755e-16,-7.769551078621726,-7.402304814074488,2.337278106508876,,,,,,,,,,,,,,,,,,,,,,,,
DDPA-Ph-Bz,toluene,stddft,-4.05e-08,5.72e-08,3.817,3.432,0.3850000000000002,0.0612,6.401000000000001,9.770000000000001e-08,9.770000000000001e-08,9.545290000000002e-15,1.6700000000000004e-08,-2.3166000000000002e-15,-7.391473966422806,-7.24184537803261,-1.412345679012346,,,,,,,,,,,,,,,,,,,,,,,,
DDPhCz-DCPP,gas,stda,-5.87e-08,-4e-08,3.568,3.159,0.4090000000000002,0.524,5.827,1.87e-08,1.87e-08,3.4969000000000007e-16,-9.87e-08,2.3480000000000007e-15,-7.230622673923861,-7.396855627379818,0.6814310051107325,,,,,,,,,,,,,,,,,,,,,,,,
DDPhCz-DCPP,gas,stddft,1.32e-08,5.89e-08,3.535,3.14,0.395,0.5121,5.827,4.57e-08,4.57e-08,2.08849e-15,7.21e-08,7.774800000000002e-16,-7.876148359032914,-7.229147988357856,4.462121212121212,,,,,,,,,,,,,,,,,,,,,,,,
DDPhCz-DCPP,toluene,stda,5.64e-08,-8.62e-08,3.39,2.96,0.4300000000000001,0.5594,5.585999999999999,-1.4260000000000002e-07,1.4260000000000002e-07,2.0334760000000005e-14,-2.9800000000000002e-08,-4.861680000000001e-15,-7.247951552180561,-7.06398920428479,-1.5283687943262412,,,,,,,,,,,,,,,,,,,,,,,,
DDPhCz-DCPP,toluene,stddft,-6.6e-09,9.85e-08,3.357,2.941,0.4160000000000003,0.5411,5.585999999999999,1.0510000000000001e-07,1.0510000000000001e-07,1.104601e-14,9.19e-08,-6.501000000000002e-16,-8.173925197299173,-7.006123085058789,-14.924242424242424,,,,,,,,,,,,,,,,,,,,,,,,
DDPhCz-DPPZ,gas,stda,-2.36e-08,7.32e-08,3.24,2.932,0.3080000000000003,0.3315,5.569000000000001,9.68e-08,9.68e-08,9.370239999999998e-15,4.96e-08,-1.72752e-15,-7.625251653989896,-7.134896025358872,-3.101694915254237,,,,,,,,,,,,,,,,,,,,,,,,
DDPhCz-DPPZ,gas,stddft,-3.77e-08,8.28e-08,3.215,2.909,0.306,0.3514,5.569000000000001,1.205e-07,1.205e-07,1.452025e-14,4.51e-08,-3.12156e-15,-7.422508200162775,-7.081445469449727,-2.1962864721485413,,,,,,,,,,,,,,,,,,,,,,,,
DDPhCz-DPPZ,toluene,stda,9.46e-08,-3.38e-08,2.988,2.681,0.3069999999999999,0.7245,5.302,-1.284e-07,1.284e-07,1.6486560000000002e-14,6.08e-08,-3.19748e-15,-7.023650020996727,-7.469800301796917,-0.3572938689217759,,,,,,,,,,,,,,,,,,,,,,,,
DDPhCz-DPPZ,toluene,stddft,-1.41e-08,6e-08,2.96,2.664,0.2959999999999998,0.6588,5.302,7.41e-08,7.41e-08,5.490809999999999e-15,4.59e-08,-8.459999999999999e-16,-7.847711655616943,-7.221125527997261,-4.255319148936169,,,,,,,,,,,,,,,,,,,,,,,,
DFDBQPXZ,gas,stda,-1.018e-07,-4.91e-08,3.34,2.965,0.375,0.0124,4.959,5.27e-08,5.27e-08,2.77729e-15,-1.509e-07,4.998380000000001e-15,-6.991825815993574,-7.308034897232639,0.4823182711198429,,,,,,,,,,,,,,,,,,,,,,,,
DFDBQPXZ,gas,stddft,-5.12e-08,8.43e-08,3.307,2.935,0.3719999999999999,0.0103,4.959,1.355e-07,1.355e-07,1.836025e-14,3.309999999999999e-08,-4.31616e-15,-7.289882634888183,-7.073657553374345,-1.6464843749999998,,,,,,,,,,,,,,,,,,,,,,,,
DFDBQPXZ,toluene,stda,-8.06e-08,-9.83e-08,3.324,2.935,0.3889999999999998,0.0002,4.811,-1.7700000000000006e-08,1.7700000000000006e-08,3.132900000000002e-16,-1.789e-07,7.92298e-15,-7.09312646527793,-7.007004901568658,1.219602977667494,,,,,,,,,,,,,,,,,,,,,,,,
DFDBQPXZ,toluene,stddft,-4.4e-09,5.86e-08,3.289,2.905,0.3840000000000003,0.0,4.811,6.3e-08,6.3e-08,3.969e-15,5.42e-08,-2.5784e-16,-8.346787486224656,-7.231361898752385,-13.31818181818182,,,,,,,,,,,,,,,,,,,,,,,,
DFPBI,gas,stda,-3.96e-08,7.84e-08,3.555,3.089,0.4660000000000002,1.6164,6.556,1.18e-07,1.18e-07,1.3924e-14,3.8800000000000003e-08,-3.10464e-15,-7.401209493236885,-7.105130343254747,-1.97979797979798,,,,,,,,,,,,,,,,,,,,,,,,
DFPBI,gas,stddft,-3.82e-08,-9.75e-08,3.527,3.06,0.4670000000000001,1.454,6.556,-5.9300000000000015e-08,5.9300000000000015e-08,3.516490000000001e-15,-1.357e-07,3.7245e-15,-7.416801226031377,-7.010550182333308,2.5523560209424088,,,,,,,,,,,,,,,,,,,,,,,,
DFPBI,toluene,stda,-8.34e-08,-1.064e-07,3.555,3.092,0.4630000000000001,1.7036,6.571999999999999,-2.2999999999999998e-08,2.2999999999999998e-08,5.289999999999997e-16,-1.8980000000000002e-07,8.873760000000001e-15,-7.078313524516398,-6.972650392225243,1.2757793764988008,,,,,,,,,,,,,,,,,,,,,,,,
DFPBI,toluene,stddft,-1.47e-08,-3.89e-08,3.528,3.063,0.4649999999999998,1.5324,6.571999999999999,-2.42e-08,2.42e-08,5.856399999999999e-16,-5.36e-08,5.7183e-16,-7.829738284605042,-7.4089353929735005,2.6462585034013606,,,,,,,,,,,,,,,,,,,,,,,,
DFPFPhe,gas,stda,1.95e-08,-1.022e-07,3.163,2.5,0.6629999999999998,0.1356,6.204000000000001,-1.217e-07,1.217e-07,1.4810890000000003e-14,-8.27e-08,-1.9929e-15,-7.707743928643524,-6.99012436628784,-5.241025641025641,,,,,,,,,,,,,,,,,,,,,,,,
DFPFPhe,gas,stddft,-1.059e-07,-3.12e-08,3.088,2.459,0.629,0.1047,6.204000000000001,7.47e-08,7.47e-08,5.58009e-15,-1.371e-07,3.3040800000000002e-15,-6.97469413473523,-7.504455662453552,0.2946175637393767,,,,,,,,,,,,,,,,,,,,,,,,
DFPFPhe,toluene,stda,1.06e-08,-7.57e-08,3.16,2.505,0.6550000000000002,0.1376,6.135,-8.63e-08,8.63e-08,7.44769e-15,-6.51e-08,-8.0242e-16,-7.97061622231479,-7.120330794367947,-7.141509433962264,,,,,,,,,,,,,,,,,,,,,,,,
DFPFPhe,toluene,stddft,3.68e-08,-7.75e-08,3.086,2.464,0.6219999999999999,0.1059,6.135,-1.143e-07,1.143e-07,1.306449e-14,-4.07e-08,-2.852e-15,-7.432973633840939,-7.110138278741812,-2.1059782608695654,,,,,,,,,,,,,,,,,,,,,,,,
DHID-DBS,gas,stda,-5.69e-08,-4.52e-08,3.419,2.853,0.5659999999999998,0.3743,6.274,1.17e-08,1.17e-08,1.3688999999999994e-16,-1.021e-07,2.57188e-15,-7.244125144327507,-7.343901797987168,0.7943760984182777,,,,,,,,,,,,,,,,,,,,,,,,
DHID-DBS,gas,stddft,1.5e-09,-6.32e-08,3.34,2.82,0.52,0.305,6.274,-6.469999999999999e-08,6.469999999999999e-08,4.186089999999999e-15,-6.17e-08,-9.48e-17,-8.795880017344075,-7.198596289982645,-42.13333333333333,,,,,,,,,,,,,,,,,,,,,,,,
DHID-DBS,toluene,stda,-4.37e-08,2.6e-08,3.496,2.849,0.6469999999999998,0.5322,6.067999999999999,6.97e-08,6.97e-08,4.858089999999999e-15,-1.77e-08,-1.1362e-15,-7.3585258894959,-7.583359492661719,-0.5949656750572082,,,,,,,,,,,,,,,,,,,,,,,,
DHID-DBS,toluene,stddft,9.32e-08,7.68e-08,3.429,2.817,0.6119999999999997,0.4454,6.067999999999999,-1.64e-08,1.64e-08,2.6896000000000004e-16,1.7000000000000001e-07,7.15776e-15,-7.0301183562535,-7.114073660198569,0.8240343347639485,,,,,,,,,,,,,,,,,,,,,,,,
DHID-DPS,gas,stda,6.54e-08,-1.66e-08,3.53,2.855,0.6749999999999998,0.1922,6.548,-8.2e-08,8.2e-08,6.724000000000001e-15,4.88e-08,-1.08564e-15,-7.183758700008217,-7.777283528852417,-0.2538226299694189,,,,,,,,,,,,,,,,,,,,,,,,
DHID-DPS,gas,stddft,-6.23e-08,-1.73e-08,3.457,2.822,0.6349999999999998,0.161,6.548,4.499999999999999e-08,4.499999999999999e-08,2.0249999999999988e-15,-7.96e-08,1.07779e-15,-7.204815410317576,-7.7594507517174,0.2776886035313001,,,,,,,,,,,,,,,,,,,,,,,,
DHID-DPS,toluene,stda,2.62e-08,2.42e-08,3.498,2.867,0.6310000000000002,0.1812,6.476,-1.999999999999998e-09,1.999999999999998e-09,3.999999999999993e-18,5.04e-08,6.3404e-16,-7.580044251510242,-7.614393726401688,0.9236641221374048,,,,,,,,,,,,,,,,,,,,,,,,
DHID-DPS,toluene,stddft,-8.3e-08,-6e-10,3.43,2.835,0.5950000000000002,0.1557,6.476,8.24e-08,8.24e-08,6.7897599999999985e-15,-8.360000000000002e-08,4.9800000000000003e-17,-7.080398976215889,-9.154901959985745,0.0072289156626506,,,,,,,,,,,,,,,,,,,,,,,,
DHPZ-2BI,gas,stda,-8.1e-09,6.93e-08,2.595,2.353,0.242,0.0003,5.457999999999999,7.74e-08,7.74e-08,5.990760000000001e-15,6.12e-08,-5.6133e-16,-8.086186147616283,-7.158640529545145,-8.555555555555557,,,,,,,,,,,,,,,,,,,,,,,,
DHPZ-2BI,gas,stddft,-1.843e-07,-4.35e-08,2.566,2.323,0.2429999999999998,0.0002,5.457999999999999,1.408e-07,1.408e-07,1.982464e-14,-2.2780000000000001e-07,8.01705e-15,-6.7342390832823895,-7.360513510731414,0.2360282148670645,,,,,,,,,,,,,,,,,,,,,,,,
DHPZ-2BI,toluene,stda,-4.27e-08,4.69e-08,2.553,2.316,0.2370000000000001,0.0002,5.384,8.960000000000002e-08,8.960000000000002e-08,8.028160000000001e-15,4.2000000000000045e-09,-2.00263e-15,-7.368556230986828,-7.327902142064283,-1.098360655737705,,,,,,,,,,,,,,,,,,,,,,,,
DHPZ-2BI,toluene,stddft,1.385e-07,6.25e-08,2.523,2.286,0.2370000000000001,0.0002,5.384,-7.6e-08,7.6e-08,5.776000000000001e-15,2.01e-07,8.65625e-15,-6.858236769724212,-7.20342566678957,0.4512635379061371,,,,,,,,,,,,,,,,,,,,,,,,
DHPZ-2BN,gas,stda,1.76e-08,-6.41e-08,2.614,2.369,0.2449999999999996,0.0003,5.532,-8.17e-08,8.17e-08,6.67489e-15,-4.65e-08,-1.12816e-15,-7.752026733638194,-7.192464971931146,-3.642045454545455,,,,,,,,,,,,,,,,,,,,,,,,
DHPZ-2BN,gas,stddft,2.56e-08,6.73e-08,2.582,2.338,0.2439999999999997,0.0002,5.532,4.17e-08,4.17e-08,1.7388899999999997e-15,9.29e-08,1.7228800000000001e-15,-7.590066876668706,-7.17134010346468,2.62890625,,,,,,,,,,,,,,,,,,,,,,,,
DHPZ-2BN,toluene,stda,2.83e-08,-7.33e-08,2.52,2.256,0.2640000000000002,0.0,5.3950000000000005,-1.016e-07,1.016e-07,1.032256e-14,-4.5000000000000006e-08,-2.07439e-15,-7.546681659952962,-7.13430394008393,-2.590106007067138,,,,,,,,,,,,,,,,,,,,,,,,
DHPZ-2BN,toluene,stddft,-4.95e-08,9.9e-09,2.492,2.247,0.2450000000000001,0.0,5.3950000000000005,5.94e-08,5.94e-08,3.5283600000000004e-15,-3.96e-08,-4.900499999999999e-16,-7.304518323509803,-8.0,-0.1999999999999999,,,,,,,,,,,,,,,,,,,,,,,,
DIC-TRZ,gas,stda,-1.021e-07,4.24e-08,3.515,3.054,0.4610000000000003,0.3088,6.312000000000001,1.445e-07,1.445e-07,2.088025e-14,-5.97e-08,-4.32904e-15,-6.990549104201306,-7.371611069949688,-0.4152791380999021,,,,,,,,,,,,,,,,,,,,,,,,
DIC-TRZ,gas,stddft,-1.319e-07,6.98e-08,3.455,3.031,0.4239999999999999,0.2621,6.312000000000001,2.017e-07,2.017e-07,4.0682890000000007e-14,-6.210000000000002e-08,-9.20662e-15,-6.87942606879415,-7.155522824254319,-0.5291887793783169,,,,,,,,,,,,,,,,,,,,,,,,
DIC-TRZ,toluene,stda,-1.9e-09,-7.25e-08,3.52,3.05,0.4700000000000002,0.2974,6.364999999999999,-7.06e-08,7.06e-08,4.98436e-15,-7.439999999999999e-08,1.3775e-16,-8.698970004336019,-7.139063379299906,38.1578947368421,,,,,,,,,,,,,,,,,,,,,,,,
DIC-TRZ,toluene,stddft,-6.55e-08,-4.07e-08,3.458,3.027,0.431,0.2504,6.364999999999999,2.48e-08,2.48e-08,6.150399999999998e-16,-1.062e-07,2.66585e-15,-7.18309616062434,-7.38933983691012,0.6213740458015268,,,,,,,,,,,,,,,,,,,,,,,,
DICzTrz,gas,stda,8e-09,1.84e-08,3.576,3.295,0.2810000000000001,0.103,6.287999999999999,1.04e-08,1.04e-08,1.0815999999999998e-16,2.64e-08,1.472e-16,-8.09151498112135,-7.732828271596986,2.3,,,,,,,,,,,,,,,,,,,,,,,,
DICzTrz,gas,stddft,-9e-09,-9.4e-08,3.547,3.269,0.278,0.0584,6.287999999999999,-8.5e-08,8.5e-08,7.224999999999999e-15,-1.03e-07,8.459999999999999e-16,-8.040958607678906,-7.026410376572743,10.444444444444445,,,,,,,,,,,,,,,,,,,,,,,,
DICzTrz,toluene,stda,3.08e-08,-1.9e-08,3.581,3.302,0.2789999999999999,0.1433,6.2620000000000005,-4.98e-08,4.98e-08,2.48004e-15,1.1799999999999996e-08,-5.852e-16,-7.510041520575165,-7.718966632752273,-0.6168831168831169,,,,,,,,,,,,,,,,,,,,,,,,
DICzTrz,toluene,stddft,9.2e-09,-1.53e-08,3.552,3.279,0.2730000000000001,0.0893,6.2620000000000005,-2.45e-08,2.45e-08,6.0025e-16,-6.1000000000000025e-09,-1.4076000000000002e-16,-8.031517051446064,-7.812479279163536,-1.6630434782608698,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-11-DPPZ,gas,stda,8.6e-09,7.71e-08,2.953,2.816,0.137,0.1409,5.274000000000001,6.85e-08,6.85e-08,4.69225e-15,8.569999999999999e-08,6.6306e-16,-8.060480747381382,-7.112382699664264,8.965116279069768,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-11-DPPZ,gas,stddft,-1.3e-09,-4.14e-08,2.943,2.802,0.141,0.1343,5.274000000000001,-4.01e-08,4.01e-08,1.60801e-15,-4.27e-08,5.382000000000001e-17,-8.853871964321762,-7.3819519032879075,31.846153846153843,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-11-DPPZ,toluene,stda,-1.37e-08,-5.61e-08,2.919,2.769,0.1499999999999999,0.1588,5.237,-4.24e-08,4.24e-08,1.79776e-15,-6.98e-08,7.6857e-16,-7.860120913598763,-7.250263684430939,4.094890510948905,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-11-DPPZ,toluene,stddft,1.77e-08,8.1e-09,2.907,2.756,0.1510000000000002,0.1504,5.237,-9.6e-09,9.6e-09,9.216e-17,2.58e-08,1.4337e-16,-7.749579997691106,-8.086186147616283,0.4576271186440678,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-AQ,gas,stda,-3.98e-08,7.13e-08,2.355,1.782,0.573,0.3141,5.302999999999999,1.111e-07,1.111e-07,1.234321e-14,3.15e-08,-2.83774e-15,-7.399027104313252,-7.146301788223826,-1.7914572864321607,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-AQ,gas,stddft,-1.68e-08,-7.2e-09,2.269,1.744,0.5250000000000001,0.2466,5.302999999999999,9.600000000000002e-09,9.600000000000002e-09,9.216000000000004e-17,-2.4000000000000003e-08,1.2096000000000002e-16,-7.772113295386326,-8.136677139879543,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-AQ,toluene,stda,1.062e-07,6.7e-09,2.207,1.604,0.6029999999999998,0.3089,5.119,-9.95e-08,9.95e-08,9.90025e-15,1.129e-07,7.115399999999999e-16,-6.973466735476704,-8.167491087293763,0.0630885122410546,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-AQ,toluene,stddft,-7.9e-08,8.64e-08,2.113,1.557,0.556,0.2371,5.119,1.654e-07,1.654e-07,2.7357160000000003e-14,7.4e-09,-6.825600000000001e-15,-7.101823516502323,-7.062983892535186,-1.0936708860759494,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-BP,gas,stda,1.04e-08,-3.5e-09,3.387,3.282,0.1049999999999999,0.2404,5.723,-1.39e-08,1.39e-08,1.9321e-16,6.9000000000000006e-09,-3.6400000000000004e-17,-7.978810700930062,-8.443697499232712,-0.3365384615384615,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-BP,gas,stddft,-2.37e-08,-2.49e-08,3.383,3.275,0.1080000000000001,0.2325,5.723,-1.2000000000000006e-09,1.2000000000000006e-09,1.4400000000000022e-18,-4.86e-08,5.901300000000001e-16,-7.623423042943488,-7.602059991327962,1.0506329113924051,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-BP,toluene,stda,-3.6e-08,-2.6e-09,3.412,2.698,0.714,1.12,6.026,3.3399999999999995e-08,3.3399999999999995e-08,1.1155599999999997e-15,-3.86e-08,9.36e-17,-7.442492798094342,-8.568636235841012,0.0722222222222222,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-BP,toluene,stddft,-2.14e-08,1.15e-08,3.345,2.662,0.6830000000000003,0.9601,6.026,3.29e-08,3.29e-08,1.0824099999999998e-15,-9.9e-09,-2.461e-16,-7.667561540084395,-7.935542010773082,-0.5373831775700935,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-BPP,gas,stda,-1.43e-08,1.057e-07,3.712,3.531,0.181,0.0163,5.9830000000000005,1.2e-07,1.2e-07,1.4399999999999994e-14,9.14e-08,-1.51151e-15,-7.841637507904751,-6.9755143323008335,-7.391608391608392,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-BPP,gas,stddft,2.2e-08,-6.73e-08,3.705,3.502,0.2030000000000003,0.0158,5.9830000000000005,-8.93e-08,8.93e-08,7.974489999999999e-15,-4.53e-08,-1.4805999999999998e-15,-7.655607726314889,-7.17134010346468,-3.059090909090909,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-BPP,toluene,stda,1.77e-08,7.05e-08,3.724,3.457,0.2670000000000003,0.0122,5.932,5.28e-08,5.28e-08,2.7878400000000004e-15,8.820000000000002e-08,1.24785e-15,-7.749579997691106,-7.151195298948196,3.983050847457627,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-BPP,toluene,stddft,-4.97e-08,-4.36e-08,3.718,3.427,0.2909999999999999,0.0131,5.932,6.1000000000000025e-09,6.1000000000000025e-09,3.721000000000002e-17,-9.33e-08,2.16692e-15,-7.302770657240282,-7.359518563029578,0.8772635814889336,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-Cz,gas,stda,6.56e-08,5.96e-08,3.915,3.39,0.5249999999999999,0.0627,6.674,-6.000000000000007e-09,6.000000000000007e-09,3.600000000000009e-17,1.252e-07,3.90976e-15,-7.182434630440219,-7.224025668870631,0.9085365853658536,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-Cz,gas,stddft,-7.21e-08,8.3e-08,3.842,3.358,0.484,0.0536,6.674,1.551e-07,1.551e-07,2.4056010000000003e-14,1.0899999999999998e-08,-5.984300000000001e-15,-7.141462802430361,-7.080398976215889,-1.1511789181692094,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-Cz,toluene,stda,1.22e-08,3.14e-08,3.913,3.357,0.5559999999999996,0.0643,6.761,1.9200000000000003e-08,1.9200000000000003e-08,3.686400000000001e-16,4.3600000000000007e-08,3.8308000000000005e-16,-7.910094888560602,-7.501689446210399,2.573770491803279,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-Cz,toluene,stddft,6.12e-08,4.57e-08,3.84,3.325,0.5149999999999997,0.0546,6.761,-1.5500000000000006e-08,1.5500000000000006e-08,2.402500000000002e-16,1.0690000000000001e-07,2.7968400000000007e-15,-7.212539525481585,-7.339134521996131,0.7467320261437908,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-Cz-TTR,gas,stda,7.01e-08,2.29e-08,3.803,3.387,0.4159999999999999,0.35,6.494,-4.72e-08,4.72e-08,2.22784e-15,9.3e-08,1.60529e-15,-7.153662887870195,-7.638272163982407,0.3266761768901569,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-Cz-TTR,gas,stddft,1.136e-07,-4.24e-08,3.739,3.355,0.3839999999999999,0.305,6.494,-1.56e-07,1.56e-07,2.4336e-14,7.12e-08,-4.81664e-15,-6.944239535312265,-7.371611069949688,-0.3732394366197183,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-Cz-TTR,toluene,stda,-5.18e-08,-4.86e-08,3.82,3.406,0.4139999999999997,0.4373,6.466,3.200000000000002e-09,3.200000000000002e-09,1.0240000000000013e-17,-1.004e-07,2.51748e-15,-7.284832642151542,-7.312471038785365,0.9382239382239382,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-Cz-TTR,toluene,stddft,2.06e-08,-8.26e-08,3.765,3.375,0.3900000000000001,0.3902,6.466,-1.032e-07,1.032e-07,1.065024e-14,-6.2e-08,-1.70156e-15,-7.684029654543083,-7.082494490447453,-4.009708737864078,,,,,,,,,,,,,,,,,,,,,,,,
DMAC-DPS,gas,stda,8.6e-09,5.39e-08,3.759,3.267,0.492,0.0531,7.722,4.53e-08,4.53e-08,2.05209e-15,6.25e-08,4.635399999999999e-16,-8.060480747381382,-7.267606240177032,6.267441860465117,0.0484495431871833,0.9602713871242372,0.050454011060641,0.0397286128757628,0.949545988939359,1.6898505765086032,0.7102544983791484,0.0368599800487072,0.9654908983440303,0.0381774495357004,0.0345091016559697,0.9618225504642994,0.7305225561707296,0.8669283872817375,-0.011589563138476103,0.011589563138476103,0.005219511219793138,0.005219511219793138,-0.012276561524940596,0.012276561524940596,-0.9593280203378736,0.9593280203378736,0.15667388890258904,0.15667388890258904
DMAC-DPS,gas,stddft,-1.138e-07,-2.95e-08,3.728,3.239,0.4890000000000003,0.0458,7.722,8.430000000000002e-08,8.430000000000002e-08,7.106490000000002e-15,-1.433e-07,3.3571e-15,-6.9434762759209,-7.528708288941061,0.2592267135325132,0.0491946925816552,0.959760973760814,0.0512572337556989,0.040239026239186,0.9487427662443012,1.686335618048959,0.7043242836915339,0.0354164950666962,0.9665371895673744,0.0366426615022944,0.0334628104326256,0.9633573384977058,0.6678433771474185,0.8742035370383673,-0.013778197514958998,0.013778197514958998,0.006776215806560404,0.006776215806560404,-0.014614572253404498,0.014614572253404498,-1.0184922409015407,1.0184922409015407,0.1698792533468334,0.1698792533468334
DMAC-DPS,toluene,stda,1.115e-07,-5.32e-08,3.764,3.317,0.4469999999999996,0.0464,7.730999999999999,-1.647e-07,1.647e-07,2.7126089999999994e-14,5.83e-08,-5.9318e-15,-6.95233580539844,-7.273272790973428,-0.4771300448430493,0.0509341862640794,0.9597785193876888,0.0530686874473644,0.0402214806123113,0.9469313125526356,1.8070496811954464,0.6965128890932761,0.0388544997405002,0.9645749143732836,0.0402814744210358,0.0354250856267163,0.9597185255789644,0.899698141755519,0.8501346415310651,-0.0120796865235792,0.0120796865235792,0.00479639498559481,0.00479639498559481,-0.012787213026328598,0.012787213026328598,-0.9073515394399274,0.9073515394399274,0.15362175243778897,0.15362175243778897
DMAC-DPS,toluene,stddft,-1.58e-08,4.57e-08,3.736,3.292,0.4440000000000004,0.0396,7.730999999999999,6.15e-08,6.15e-08,3.78225e-15,2.99e-08,-7.220599999999999e-16,-7.798602875679548,-7.339134521996131,-2.892405063291139,0.0515501648019977,0.9593345653080476,0.0537353355817474,0.0406654346919524,0.9462646644182524,1.8108320489235368,0.6890600042801891,0.0373020260730832,0.9655697241828,0.0386321413553572,0.0344302758171997,0.9613678586446428,0.8297039665328158,0.858283720511256,-0.014248138728914499,0.014248138728914499,0.0062351588747523445,0.0062351588747523445,-0.015103194226390206,0.015103194226390206,-0.981128082390721,0.981128082390721,0.1692237162310669,0.1692237162310669
