Molecule,Environment,Transition,Method,Overlap_1_2,Status
DMAC-11-DPPZ,toluene,S0T1,stda,-0.0000000561,Success
DMAC-11-DPPZ,toluene,S0T1,stddft,0.0000000081,Success
DMAC-AQ,gas,S0S1,stda,-0.0000000398,Success
DMAC-AQ,gas,S0S1,stddft,-0.0000000168,Success
DMAC-AQ,gas,S0T1,stda,0.0000000713,Success
DMAC-AQ,gas,S0T1,stddft,-0.0000000072,Success
DMAC-AQ,toluene,S0S1,stda,0.0000001062,Success
DMAC-AQ,toluene,S0S1,stddft,-0.0000000790,Success
DMAC-AQ,toluene,S0T1,stda,0.0000000067,Success
DMAC-AQ,toluene,S0T1,stddft,0.0000000864,Success
DMAC-BP,gas,S0S1,stda,0.0000000104,Success
DMAC-BP,gas,S0S1,stddft,-0.0000000237,Success
DMAC-BP,gas,S0T1,stda,-0.0000000035,Success
DMAC-BP,gas,S0T1,stddft,-0.0000000249,Success
DMAC-BPP,gas,S0S1,stda,-0.0000000143,Success
DMAC-BPP,gas,S0S1,stddft,0.0000000220,Success
DMAC-BPP,gas,S0T1,stda,0.0000001057,Success
DMAC-BPP,gas,S0T1,stddft,-0.0000000673,Success
DMAC-BPP,toluene,S0S1,stda,0.0000000177,Success
DMAC-BPP,toluene,S0S1,stddft,-0.0000000497,Success
DMAC-BPP,toluene,S0T1,stda,0.0000000705,Success
DMAC-BPP,toluene,S0T1,stddft,-0.0000000436,Success
DMAC-BP,toluene,S0S1,stda,-0.0000000360,Success
DMAC-BP,toluene,S0S1,stddft,-0.0000000214,Success
DMAC-BP,toluene,S0T1,stda,-0.0000000026,Success
DMAC-BP,toluene,S0T1,stddft,0.0000000115,Success
DMAC-Cz,gas,S0S1,stda,0.0000000656,Success
DMAC-Cz,gas,S0S1,stddft,-0.0000000721,Success
DMAC-Cz,gas,S0T1,stda,0.0000000596,Success
DMAC-Cz,gas,S0T1,stddft,0.0000000830,Success
DMAC-Cz,toluene,S0S1,stda,0.0000000122,Success
DMAC-Cz,toluene,S0S1,stddft,0.0000000612,Success
DMAC-Cz,toluene,S0T1,stda,0.0000000314,Success
DMAC-Cz,toluene,S0T1,stddft,0.0000000457,Success
DMAC-Cz-TTR,gas,S0S1,stda,0.0000000701,Success
DMAC-Cz-TTR,gas,S0S1,stddft,0.0000001136,Success
DMAC-Cz-TTR,gas,S0T1,stda,0.0000000229,Success
DMAC-Cz-TTR,gas,S0T1,stddft,-0.0000000424,Success
DMAC-Cz-TTR,toluene,S0S1,stda,-0.0000000518,Success
DMAC-Cz-TTR,toluene,S0S1,stddft,0.0000000206,Success
DMAC-Cz-TTR,toluene,S0T1,stda,-0.0000000486,Success
DMAC-Cz-TTR,toluene,S0T1,stddft,-0.0000000826,Success
DMAC-DPS,gas,S0S1,stda,0.0000000641,Success
DMAC-DPS,gas,S0S1,stddft,0.0000000645,Success
DMAC-DPS,gas,S0T1,stda,-0.0000000599,Success
DMAC-DPS,gas,S0T1,stddft,-0.0000000617,Success
DMAC-DPS,toluene,S0S1,stda,-0.0000000164,Success
DMAC-DPS,toluene,S0S1,stddft,0.0000001021,Success
DMAC-DPS,toluene,S0T1,stda,-0.0000000205,Success
DMAC-DPS,toluene,S0T1,stddft,-0.0000000644,Success
DMAC-FO,gas,S0S1,stda,-0.0000000184,Success
DMAC-FO,gas,S0S1,stddft,-0.0000000093,Success
DMAC-FO,gas,S0T1,stda,-0.0000000017,Success
DMAC-FO,gas,S0T1,stddft,-0.0000000086,Success
DMAC-FO,toluene,S0S1,stda,0.0000000514,Success
DMAC-FO,toluene,S0S1,stddft,-0.0000000160,Success
DMAC-FO,toluene,S0T1,stda,0.0000000592,Success
DMAC-FO,toluene,S0T1,stddft,-0.0000001655,Success
DMACMNPTO,gas,S0S1,stda,0.0000000368,Success
DMACMNPTO,gas,S0S1,stddft,-0.0000000360,Success
DMACMNPTO,gas,S0T1,stda,-0.0000000071,Success
DMACMNPTO,gas,S0T1,stddft,-0.0000000316,Success
DMACMNPTO,toluene,S0S1,stda,-0.0000001241,Success
DMACMNPTO,toluene,S0S1,stddft,0.0000000633,Success
DMACMNPTO,toluene,S0T1,stda,-0.0000000251,Success
DMACMNPTO,toluene,S0T1,stddft,-0.0000001329,Success
DMACN-B,gas,S0S1,stda,-0.0000000209,Success
DMACN-B,gas,S0S1,stddft,0.0000000658,Success
DMACN-B,gas,S0T1,stda,-0.0000000235,Success
DMACN-B,gas,S0T1,stddft,0.0000000890,Success
DMACN-B,toluene,S0S1,stda,0.0000000521,Success
DMACN-B,toluene,S0S1,stddft,0.0000000508,Success
DMACN-B,toluene,S0T1,stda,-0.0000000207,Success
DMACN-B,toluene,S0T1,stddft,-0.0000001562,Success
DMAC-ND,gas,S0S1,stda,-0.0000000431,Success
DMAC-ND,gas,S0S1,stddft,0.0000000148,Success
DMAC-ND,gas,S0T1,stda,0.0000000069,Success
DMAC-ND,gas,S0T1,stddft,0.0000000451,Success
DMAC-ND,toluene,S0S1,stda,-0.0000000359,Success
DMAC-ND,toluene,S0S1,stddft,-0.0000000668,Success
DMAC-ND,toluene,S0T1,stda,0.0000000758,Success
DMAC-ND,toluene,S0T1,stddft,-0.0000000056,Success
DMAC-PCN,gas,S0S1,stda,-0.0000000226,Success
DMAC-PCN,gas,S0S1,stddft,0.0000000060,Success
DMAC-PCN,gas,S0T1,stda,0.0000000334,Success
DMAC-PCN,gas,S0T1,stddft,-0.0000000074,Success
DMAC-PCN,toluene,S0S1,stda,-0.0000000255,Success
DMAC-PCN,toluene,S0S1,stddft,0.0000000086,Success
DMAC-PCN,toluene,S0T1,stda,-0.0000000512,Success
DMAC-PCN,toluene,S0T1,stddft,-0.0000001133,Success
DMAC-TRZ,gas,S0S1,stda,0.0000000441,Success
DMAC-TRZ,gas,S0S1,stddft,-0.0000000235,Success
DMAC-TRZ,gas,S0T1,stda,-0.0000000416,Success
DMAC-TRZ,gas,S0T1,stddft,0.0000000234,Success
DMAC-TRZ,toluene,S0S1,stda,0.0000000021,Success
DMAC-TRZ,toluene,S0S1,stddft,-0.0000000145,Success
DMAC-TRZ,toluene,S0T1,stda,0.0000000323,Success
DMAC-TRZ,toluene,S0T1,stddft,0.0000000349,Success
DMBFTX,gas,S0S1,stda,-0.0000000008,Success
DMBFTX,gas,S0S1,stddft,-0.0000000158,Success
DMBFTX,gas,S0T1,stda,-0.0000000161,Success
DMBFTX,gas,S0T1,stddft,-0.0000000330,Success
DMBFTX,toluene,S0S1,stda,-0.0000000890,Success
DMBFTX,toluene,S0S1,stddft,0.0000000075,Success
DMBFTX,toluene,S0T1,stda,-0.0000000973,Success
DMBFTX,toluene,S0T1,stddft,-0.0000000117,Success
DMDHNP-DPS,gas,S0S1,stda,-0.0000000009,Success
DMDHNP-DPS,gas,S0S1,stddft,0.0000000057,Success
DMDHNP-DPS,gas,S0T1,stda,-0.0000000351,Success
DMDHNP-DPS,gas,S0T1,stddft,-0.0000000094,Success
DMDHNP-DPS,toluene,S0S1,stda,-0.0000000275,Success
DMDHNP-DPS,toluene,S0S1,stddft,-0.0000000306,Success
DMDHNP-DPS,toluene,S0T1,stda,0.0000000311,Success
DMDHNP-DPS,toluene,S0T1,stddft,0.0000000027,Success
DMeCzIPN,gas,S0S1,stda,-0.0000000312,Success
DMeCzIPN,gas,S0S1,stddft,0.0000000427,Success
DMeCzIPN,gas,S0T1,stda,0.0000000125,Success
DMeCzIPN,gas,S0T1,stddft,0.0000000750,Success
DMeCzIPN,toluene,S0S1,stda,-0.0000000400,Success
DMeCzIPN,toluene,S0S1,stddft,0.0000000281,Success
DMeCzIPN,toluene,S0T1,stda,-0.0000000303,Success
DMeCzIPN,toluene,S0T1,stddft,0.0000000149,Success
DMF-AnCN,gas,S0S1,stda,0.0000000211,Success
DMF-AnCN,gas,S0S1,stddft,0.0000000297,Success
DMF-AnCN,gas,S0T1,stda,0.0000000314,Success
DMF-AnCN,gas,S0T1,stddft,-0.0000000568,Success
DMF-AnCN,toluene,S0S1,stda,0.0000000388,Success
DMF-AnCN,toluene,S0S1,stddft,-0.0000000095,Success
DMF-AnCN,toluene,S0T1,stda,0.0000000628,Success
DMF-AnCN,toluene,S0T1,stddft,-0.0000001120,Success
DMIC-TRZ,gas,S0S1,stda,-0.0000000421,Success
DMIC-TRZ,gas,S0S1,stddft,-0.0000000593,Success
DMIC-TRZ,gas,S0T1,stda,-0.0000000006,Success
DMIC-TRZ,gas,S0T1,stddft,-0.0000000010,Success
DMIC-TRZ,toluene,S0S1,stda,-0.0000000742,Success
DMIC-TRZ,toluene,S0S1,stddft,-0.0000000296,Success
DMIC-TRZ,toluene,S0T1,stda,0.0000000496,Success
DMIC-TRZ,toluene,S0T1,stddft,-0.0000000377,Success
DMPA,gas,S0S1,stda,0.0000000309,Success
DMPA,gas,S0S1,stddft,-0.0000001028,Success
DMPA,gas,S0T1,stda,-0.0000000334,Success
DMPA,gas,S0T1,stddft,0.0000000220,Success
DMPA,toluene,S0S1,stda,0.0000000631,Success
DMPA,toluene,S0S1,stddft,0.0000001425,Success
DMPA,toluene,S0T1,stda,0.0000000540,Success
DMPA,toluene,S0T1,stddft,0.0000000943,Success
DmPy-PPI,gas,S0S1,stda,0.0000000530,Success
DmPy-PPI,gas,S0S1,stddft,-0.0000001003,Success
DmPy-PPI,gas,S0T1,stda,0.0000000201,Success
DmPy-PPI,gas,S0T1,stddft,-0.0000000665,Success
DmPy-PPI,toluene,S0S1,stda,0.0000001147,Success
DmPy-PPI,toluene,S0S1,stddft,-0.0000000786,Success
DmPy-PPI,toluene,S0T1,stda,-0.0000000517,Success
DmPy-PPI,toluene,S0T1,stddft,0.0000001050,Success
DMTAC,gas,S0S1,stda,-0.0000000224,Success
DMTAC,gas,S0S1,stddft,-0.0000000470,Success
DMTAC,gas,S0T1,stda,-0.0000000308,Success
DMTAC,gas,S0T1,stddft,0.0000000304,Success
DMTAC,toluene,S0S1,stda,0.0000000137,Success
DMTAC,toluene,S0S1,stddft,0.0000000456,Success
DMTAC,toluene,S0T1,stda,-0.0000000034,Success
DMTAC,toluene,S0T1,stddft,0.0000000126,Success
DNFPh,gas,S0S1,stda,-0.0000001690,Success
DNFPh,gas,S0S1,stddft,-0.0000000140,Success
DNFPh,gas,S0T1,stda,-0.0000000054,Success
DNFPh,gas,S0T1,stddft,0.0000000788,Success
DNFPh,toluene,S0S1,stda,0.0000000042,Success
DNFPh,toluene,S0S1,stddft,0.0000000547,Success
DNFPh,toluene,S0T1,stda,0.0000000752,Success
DNFPh,toluene,S0T1,stddft,0.0000000167,Success
DPAA,gas,S0S1,stda,-0.0000000457,Success
DPAA,gas,S0S1,stddft,0.0000000447,Success
DPAA,gas,S0T1,stda,-0.0000001099,Success
DPAA,gas,S0T1,stddft,0.0000000381,Success
DPAA,toluene,S0S1,stda,-0.0000001170,Success
DPAA,toluene,S0S1,stddft,-0.0000000683,Success
DPAA,toluene,S0T1,stda,0.0000000057,Success
DPAA,toluene,S0T1,stddft,-0.0000000120,Success
DPACpBr,gas,S0S1,stda,-0.0000000050,Success
DPACpBr,gas,S0S1,stddft,0.0000000017,Success
DPACpBr,gas,S0T1,stda,0.0000000145,Success
DPACpBr,gas,S0T1,stddft,-0.0000000162,Success
DPACpBr,toluene,S0S1,stda,-0.0000000354,Success
DPACpBr,toluene,S0S1,stddft,0.0000000498,Success
DPACpBr,toluene,S0T1,stda,0.0000000575,Success
DPACpBr,toluene,S0T1,stddft,-0.0000000056,Success
DPACPhTPI,gas,S0S1,stda,-0.0000000228,Success
DPACPhTPI,gas,S0S1,stddft,0.0000000312,Success
DPACPhTPI,gas,S0T1,stda,-0.0000001488,Success
DPACPhTPI,gas,S0T1,stddft,-0.0000001700,Success
DPACPhTPI,toluene,S0S1,stda,0.0000000245,Success
DPACPhTPI,toluene,S0S1,stddft,0.0000000478,Success
DPACPhTPI,toluene,S0T1,stda,0.0000000482,Success
DPACPhTPI,toluene,S0T1,stddft,0.0000000567,Success
DPA-DPQ,gas,S0S1,stda,-0.0000000945,Success
DPA-DPQ,gas,S0S1,stddft,-0.0000000534,Success
DPA-DPQ,gas,S0T1,stda,0.0000000374,Success
DPA-DPQ,gas,S0T1,stddft,-0.0000000356,Success
DPA-DPQ,toluene,S0S1,stda,-0.0000000397,Success
DPA-DPQ,toluene,S0S1,stddft,0.0000000877,Success
DPA-DPQ,toluene,S0T1,stda,0.0000001724,Success
DPA-DPQ,toluene,S0T1,stddft,0.0000000122,Success
DPA,gas,S0S1,stda,-0.0000000184,Success
DPA,gas,S0S1,stddft,0.0000000323,Success
DPA,gas,S0T1,stda,0.0000000250,Success
DPA,gas,S0T1,stddft,-0.0000000136,Success
DpAn-BzAc,gas,S0S1,stda,0.0000001638,Success
DpAn-BzAc,gas,S0S1,stddft,0.0000000564,Success
DpAn-BzAc,gas,S0T1,stda,0.0000000323,Success
DpAn-BzAc,gas,S0T1,stddft,-0.0000000768,Success
DpAn-BzAc,toluene,S0S1,stda,-0.0000000246,Success
DpAn-BzAc,toluene,S0S1,stddft,-0.0000000614,Success
DpAn-BzAc,toluene,S0T1,stda,-0.0000000053,Success
DpAn-BzAc,toluene,S0T1,stddft,-0.0000000323,Success
DPA,toluene,S0S1,stda,0.0000000150,Success
DPA,toluene,S0S1,stddft,0.0000000770,Success
DPA,toluene,S0T1,stda,0.0000000246,Success
DPA,toluene,S0T1,stddft,-0.0000000414,Success
DPCN,gas,S0S1,stda,0.0000000385,Success
DPCN,gas,S0S1,stddft,0.0000000367,Success
DPCN,gas,S0T1,stda,0.0000000356,Success
DPCN,gas,S0T1,stddft,-0.0000000023,Success
DPCN,toluene,S0S1,stda,-0.0000000073,Success
DPCN,toluene,S0S1,stddft,-0.0000000867,Success
DPCN,toluene,S0T1,stda,-0.0000000276,Success
DPCN,toluene,S0T1,stddft,-0.0000000956,Success
DPE-DDMAc,gas,S0S1,stda,0.0000000051,Success
DPE-DDMAc,gas,S0S1,stddft,0.0000000197,Success
DPE-DDMAc,gas,S0T1,stda,0.0000000071,Success
DPE-DDMAc,gas,S0T1,stddft,-0.0000000140,Success
DPE-DDMAc,toluene,S0S1,stda,-0.0000000174,Success
DPE-DDMAc,toluene,S0S1,stddft,-0.0000000257,Success
DPE-DDMAc,toluene,S0T1,stda,0.0000001018,Success
DPE-DDMAc,toluene,S0T1,stddft,-0.0000000990,Success
DPE-DPXZ,gas,S0S1,stda,-0.0000000459,Success
DPE-DPXZ,gas,S0S1,stddft,-0.0000000483,Success
DPE-DPXZ,gas,S0T1,stda,-0.0000000062,Success
DPE-DPXZ,gas,S0T1,stddft,0.0000000124,Success
DPE-DPXZ,toluene,S0S1,stda,-0.0000001072,Success
DPE-DPXZ,toluene,S0S1,stddft,-0.0000000523,Success
DPE-DPXZ,toluene,S0T1,stda,0.0000000901,Success
DPE-DPXZ,toluene,S0T1,stddft,0.0000001344,Success
DPE,gas,S0S1,stda,0.0000000256,Success
DPE,gas,S0S1,stddft,-0.0000000055,Success
DPE,gas,S0T1,stda,-0.0000000335,Success
DPE,gas,S0T1,stddft,0.0000000493,Success
DPE,toluene,S0S1,stda,0.0000001468,Success
DPE,toluene,S0S1,stddft,-0.0000000097,Success
DPE,toluene,S0T1,stda,0.0000000579,Success
DPE,toluene,S0T1,stddft,0.0000000486,Success
DPF-AnCN,gas,S0S1,stda,-0.0000001996,Success
DPF-AnCN,gas,S0S1,stddft,-0.0000001516,Success
DPF-AnCN,gas,S0T1,stda,0.0000000348,Success
DPF-AnCN,gas,S0T1,stddft,-0.0000000291,Success
DPF-AnCN,toluene,S0S1,stda,-0.0000000417,Success
DPF-AnCN,toluene,S0S1,stddft,0.0000000297,Success
DPF-AnCN,toluene,S0T1,stda,-0.0000000476,Success
DPF-AnCN,toluene,S0T1,stddft,-0.0000000138,Success
DPFPhe,gas,S0S1,stda,-0.0000000212,Success
DPFPhe,gas,S0S1,stddft,0.0000000080,Success
DPFPhe,gas,S0T1,stda,0.0000000533,Success
DPFPhe,gas,S0T1,stddft,0.0000000195,Success
DPFPhe,toluene,S0S1,stda,-0.0000000332,Success
DPFPhe,toluene,S0S1,stddft,0.0000000769,Success
DPFPhe,toluene,S0T1,stda,0.0000000155,Success
DPFPhe,toluene,S0T1,stddft,-0.0000000195,Success
DphAn-Br,gas,S0S1,stda,0.0000000105,Success
DphAn-Br,gas,S0S1,stddft,-0.0000000147,Success
DphAn-Br,gas,S0T1,stda,-0.0000000121,Success
DphAn-Br,gas,S0T1,stddft,-0.0000000092,Success
DphAn-Br,toluene,S0S1,stda,-0.0000000332,Success
DphAn-Br,toluene,S0S1,stddft,-0.0000000260,Success
DphAn-Br,toluene,S0T1,stda,-0.0000000077,Success
DphAn-Br,toluene,S0T1,stddft,0.0000000105,Success
DPhBCz,gas,S0S1,stda,-0.0000000217,Success
DPhBCz,gas,S0S1,stddft,-0.0000000302,Success
DPhBCz,gas,S0T1,stda,0.0000000513,Success
DPhBCz,gas,S0T1,stddft,0.0000000235,Success
DPhBCz,toluene,S0S1,stda,0.0000000153,Success
DPhBCz,toluene,S0S1,stddft,0.0000000420,Success
DPhBCz,toluene,S0T1,stda,0.0000000556,Success
DPhBCz,toluene,S0T1,stddft,0.0000000097,Success
DPIBPZ-DPXZ,gas,S0S1,stda,0.0000000249,Success
DPIBPZ-DPXZ,gas,S0S1,stddft,-0.0000000120,Success
DPIBPZ-DPXZ,gas,S0T1,stda,0.0000000317,Success
DPIBPZ-DPXZ,gas,S0T1,stddft,-0.0000000149,Success
DPIBPZ-DPXZ,toluene,S0S1,stda,0.0000000105,Success
DPIBPZ-DPXZ,toluene,S0S1,stddft,0.0000000410,Success
DPIBPZ-DPXZ,toluene,S0T1,stda,-0.0000000119,Success
DPIBPZ-DPXZ,toluene,S0T1,stddft,0.0000000019,Success
DPimdPPA,gas,S0S1,stda,-0.0000000087,Success
DPimdPPA,gas,S0S1,stddft,-0.0000000662,Success
DPimdPPA,gas,S0T1,stda,0.0000001072,Success
DPimdPPA,gas,S0T1,stddft,-0.0000000202,Success
DPimdPPA,toluene,S0S1,stda,-0.0000000801,Success
DPimdPPA,toluene,S0S1,stddft,0.0000000817,Success
DPimdPPA,toluene,S0T1,stda,0.0000000067,Success
DPimdPPA,toluene,S0T1,stddft,-0.0000000453,Success
dpmb,gas,S0S1,stda,0.0000000100,Success
dpmb,gas,S0S1,stddft,0.0000000353,Success
dpmb,gas,S0T1,stda,0.0000000322,Success
dpmb,gas,S0T1,stddft,0.0000000431,Success
dpmb,toluene,S0S1,stda,-0.0000000074,Success
dpmb,toluene,S0S1,stddft,-0.0000000502,Success
dpmb,toluene,S0T1,stda,0.0000000570,Success
dpmb,toluene,S0T1,stddft,-0.0000000172,Success
dpmt,gas,S0S1,stda,0.0000000049,Success
dpmt,gas,S0S1,stddft,0.0000001052,Success
dpmt,gas,S0T1,stda,-0.0000000059,Success
dpmt,gas,S0T1,stddft,-0.0000000550,Success
dpmt,toluene,S0S1,stda,-0.0000000386,Success
dpmt,toluene,S0S1,stddft,-0.0000000662,Success
dpmt,toluene,S0T1,stda,-0.0000000350,Success
dpmt,toluene,S0T1,stddft,-0.0000000849,Success
DPNC,gas,S0S1,stda,0.0000000405,Success
DPNC,gas,S0S1,stddft,0.0000000171,Success
DPNC,gas,S0T1,stda,-0.0000000898,Success
DPNC,gas,S0T1,stddft,-0.0000000446,Success
DPNC,toluene,S0S1,stda,0.0000000295,Success
DPNC,toluene,S0S1,stddft,0.0000000060,Success
DPNC,toluene,S0T1,stda,-0.0000000103,Success
DPNC,toluene,S0T1,stddft,-0.0000000200,Success
DPPP,gas,S0S1,stda,0.0000000061,Success
DPPP,gas,S0S1,stddft,-0.0000000852,Success
DPPP,gas,S0T1,stda,-0.0000000108,Success
DPPP,gas,S0T1,stddft,-0.0000000317,Success
DPPP,toluene,S0S1,stda,0.0000000091,Success
DPPP,toluene,S0S1,stddft,-0.0000000566,Success
DPPP,toluene,S0T1,stda,-0.0000000065,Success
DPPP,toluene,S0T1,stddft,0.0000000294,Success
DPP-PXZ,gas,S0S1,stda,0.0000000623,Success
DPP-PXZ,gas,S0S1,stddft,-0.0000000073,Success
DPP-PXZ,gas,S0T1,stda,-0.0000000238,Success
DPP-PXZ,gas,S0T1,stddft,-0.0000000306,Success
DPP-PXZ,toluene,S0S1,stda,0.0000000255,Success
DPP-PXZ,toluene,S0S1,stddft,-0.0000000209,Success
DPP-PXZ,toluene,S0T1,stda,0.0000000511,Success
DPP-PXZ,toluene,S0T1,stddft,-0.0000000122,Success
DPPSPF,gas,S0S1,stda,0.0000000551,Success
DPPSPF,gas,S0S1,stddft,0.0000001149,Success
DPPSPF,gas,S0T1,stda,-0.0000000448,Success
DPPSPF,gas,S0T1,stddft,-0.0000000077,Success
DPPSPF,toluene,S0S1,stda,-0.0000000213,Success
DPPSPF,toluene,S0S1,stddft,-0.0000000265,Success
DPPSPF,toluene,S0T1,stda,0.0000000677,Success
DPPSPF,toluene,S0T1,stddft,-0.0000000253,Success
DPQ-DMAC,gas,S0S1,stda,0.0000000057,Success
DPQ-DMAC,gas,S0S1,stddft,0.0000000040,Success
DPQ-DMAC,gas,S0T1,stda,0.0000000027,Success
DPQ-DMAC,gas,S0T1,stddft,-0.0000000290,Success
DPQ-DMAC,toluene,S0S1,stda,-0.0000000090,Success
DPQ-DMAC,toluene,S0S1,stddft,-0.0000000256,Success
DPQ-DMAC,toluene,S0T1,stda,-0.0000000323,Success
DPQ-DMAC,toluene,S0T1,stddft,0.0000000157,Success
DPQ-PXZ,gas,S0S1,stda,0.0000000247,Success
DPQ-PXZ,gas,S0S1,stddft,0.0000000368,Success
DPQ-PXZ,gas,S0T1,stda,0.0000000201,Success
DPQ-PXZ,gas,S0T1,stddft,0.0000000015,Success
DPQ-PXZ,toluene,S0S1,stda,0.0000000160,Success
DPQ-PXZ,toluene,S0S1,stddft,-0.0000000159,Success
DPQ-PXZ,toluene,S0T1,stda,0.0000000260,Success
DPQ-PXZ,toluene,S0T1,stddft,0.0000000334,Success
DPS-PXZ,gas,S0S1,stda,0.0000000132,Success
DPS-PXZ,gas,S0S1,stddft,0.0000001327,Success
DPS-PXZ,gas,S0T1,stda,-0.0000001165,Success
DPS-PXZ,gas,S0T1,stddft,0.0000000604,Success
DPS-PXZ,toluene,S0S1,stda,-0.0000000518,Success
DPS-PXZ,toluene,S0S1,stddft,-0.0000000202,Success
DPS-PXZ,toluene,S0T1,stda,0.0000000661,Success
DPS-PXZ,toluene,S0T1,stddft,-0.0000001049,Success
DPTPEA,gas,S0S1,stda,0.0000000753,Success
DPTPEA,gas,S0S1,stddft,0.0000000456,Success
DPTPEA,gas,S0T1,stda,0.0000000405,Success
DPTPEA,gas,S0T1,stddft,0.0000000519,Success
DPTPEA,toluene,S0S1,stda,0.0000000516,Success
DPTPEA,toluene,S0S1,stddft,0.0000000360,Success
DPTPEA,toluene,S0T1,stda,0.0000000111,Success
DPTPEA,toluene,S0T1,stddft,-0.0000000440,Success
DPVBi,gas,S0S1,stda,0.0000000853,Success
DPVBi,gas,S0S1,stddft,0.0000000855,Success
DPVBi,gas,S0T1,stda,-0.0000000759,Success
DPVBi,gas,S0T1,stddft,-0.0000000373,Success
DPVBi,toluene,S0S1,stda,0.0000000621,Success
DPVBi,toluene,S0S1,stddft,0.0000000998,Success
DPVBi,toluene,S0T1,stda,-0.0000000213,Success
DPVBi,toluene,S0T1,stddft,0.0000000261,Success
DPXZ-DPPM,gas,S0S1,stda,-0.0000000164,Success
DPXZ-DPPM,gas,S0S1,stddft,0.0000000245,Success
DPXZ-DPPM,gas,S0T1,stda,0.0000000043,Success
DPXZ-DPPM,gas,S0T1,stddft,-0.0000000611,Success
DPXZ-DPPM,toluene,S0S1,stda,0.0000000301,Success
DPXZ-DPPM,toluene,S0S1,stddft,-0.0000000163,Success
DPXZ-DPPM,toluene,S0T1,stda,0.0000000149,Success
DPXZ-DPPM,toluene,S0T1,stddft,0.0000000206,Success
DQP,gas,S0S1,stda,0.0000000007,Success
DQP,gas,S0S1,stddft,0.0000000022,Success
DQP,gas,S0T1,stda,-0.0000000731,Success
DQP,gas,S0T1,stddft,-0.0000001044,Success
DQP,toluene,S0S1,stda,0.0000000007,Success
DQP,toluene,S0S1,stddft,-0.0000000001,Success
DQP,toluene,S0T1,stda,0.0000000319,Success
DQP,toluene,S0T1,stddft,-0.0000000080,Success
dTolmp,gas,S0S1,stda,0.0000000109,Success
dTolmp,gas,S0S1,stddft,0.0000000465,Success
dTolmp,gas,S0T1,stda,0.0000001009,Success
dTolmp,gas,S0T1,stddft,-0.0000000128,Success
dTolmp,toluene,S0S1,stda,0.0000000507,Success
dTolmp,toluene,S0S1,stddft,0.0000000069,Success
dTolmp,toluene,S0T1,stda,-0.0000000122,Success
dTolmp,toluene,S0T1,stddft,-0.0000000146,Success
DTPCZPYTZ,gas,S0S1,stda,0.0000000186,Success
DTPCZPYTZ,gas,S0S1,stddft,0.0000000928,Success
DTPCZPYTZ,gas,S0T1,stda,0.0000001767,Success
DTPCZPYTZ,gas,S0T1,stddft,0.0000000305,Success
DTPCZPYTZ,toluene,S0S1,stda,0.0000000611,Success
DTPCZPYTZ,toluene,S0S1,stddft,-0.0000000210,Success
DTPCZPYTZ,toluene,S0T1,stda,-0.0000000298,Success
DTPCZPYTZ,toluene,S0T1,stddft,0.0000001018,Success
DTPCZTZ,gas,S0S1,stda,0.0000000160,Success
DTPCZTZ,gas,S0S1,stddft,-0.0000000765,Success
DTPCZTZ,gas,S0T1,stda,-0.0000001102,Success
DTPCZTZ,gas,S0T1,stddft,-0.0000000514,Success
DTPCZTZ,toluene,S0S1,stda,0.0000000811,Success
DTPCZTZ,toluene,S0S1,stddft,-0.0000000180,Success
DTPCZTZ,toluene,S0T1,stda,-0.0000001012,Success
DTPCZTZ,toluene,S0T1,stddft,0.0000000090,Success
DTPTCzDP-CN,gas,S0S1,stda,-0.0000000456,Success
DTPTCzDP-CN,gas,S0S1,stddft,0.0000000144,Success
DTPTCzDP-CN,gas,S0T1,stda,-0.0000000001,Success
DTPTCzDP-CN,gas,S0T1,stddft,0.0000000146,Success
DTPTCzDP-CN,toluene,S0S1,stda,-0.0000000365,Success
DTPTCzDP-CN,toluene,S0S1,stddft,0.0000000192,Success
DTPTCzDP-CN,toluene,S0T1,stda,-0.0000000778,Success
DTPTCzDP-CN,toluene,S0T1,stddft,-0.0000000241,Success
DTRZSFX,gas,S0S1,stda,-0.0000000489,Success
DTRZSFX,gas,S0S1,stddft,-0.0000001653,Success
DTRZSFX,gas,S0T1,stda,-0.0000000079,Success
DTRZSFX,gas,S0T1,stddft,-0.0000000002,Success
DTRZSFX,toluene,S0S1,stda,0.0000000366,Success
DTRZSFX,toluene,S0S1,stddft,-0.0000000254,Success
DTRZSFX,toluene,S0T1,stda,-0.0000000334,Success
DTRZSFX,toluene,S0T1,stddft,0.0000000312,Success
DTXO-TPA2,gas,S0S1,stda,-0.0000001234,Success
DTXO-TPA2,gas,S0S1,stddft,0.0000000439,Success
DTXO-TPA2,gas,S0T1,stda,0.0000001293,Success
DTXO-TPA2,gas,S0T1,stddft,0.0000000074,Success
DTXO-TPA2,toluene,S0S1,stda,0.0000000127,Success
DTXO-TPA2,toluene,S0S1,stddft,-0.0000000173,Success
DTXO-TPA2,toluene,S0T1,stda,-0.0000000462,Success
DTXO-TPA2,toluene,S0T1,stddft,-0.0000000161,Success
DV-3CzCN,gas,S0S1,stda,0.0000000707,Success
DV-3CzCN,gas,S0S1,stddft,0.0000000243,Success
DV-3CzCN,gas,S0T1,stda,0.0000000095,Success
DV-3CzCN,gas,S0T1,stddft,0.0000000012,Success
DV-3CzCN,toluene,S0S1,stda,-0.0000000348,Success
