molecule,Delta_E_ST_eV,S1_energy_eV,T1_energy_eV,S1_S_he,T1_S_he,Delta_S_he,Abs_Delta_S_he,S1_CT_number,T1_CT_number,Delta_CT_number,Abs_Delta_CT_number,S1_Lambda_D,S1_Lambda_A,T1_Lambda_D,T1_Lambda_A,Delta_Lambda_D,Abs_Delta_Lambda_D,Delta_Lambda_A,Abs_Delta_Lambda_A,S1_Delta_r,T1_Delta_r,Delta_Delta_r,Abs_Delta_Delta_r,S1_hole_on_A,S1_particle_on_D,T1_hole_on_A,T1_particle_on_D,Char_diff_squared,S_NTO_sum,S_NTO_product,S_NTO_ratio,S1_osc_strength,HOMO_LUMO_gap_eV,Delta_S_NTO,Abs_Delta_S_NTO,Log_Abs_S1,Log_Abs_T1,S1_overlap,T1_overlap
SPBP-DPAC,0.6179999999999999,-0.059810687600630845,0.19464931464290153,0.0,-0.004530302830634957,0.0,0.0049700930581245565,0.0017401907547749216,0.0,0.0,0.0,0.0023593735410240304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016299414214795177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009363939976260642,0.0023500365001063437,0.0,0.0,0.0,0.0014537232157617874,0.0,0.0
SPFS-PXZ,0.3850000000000002,-0.0614057044286222,0.027519875742127695,0.006336207031779423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006504159091891443,-0.0052514560703661025,0.0,0.0,0.0,0.0,0.0,0.0,-0.003889203694059344,-0.004592014766178114,0.0,0.010664718733132275,-0.012039303598673596,-0.009860035820532137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAC-BP-STAC,0.1379999999999999,-0.05127463688416079,-0.1999491093839684,-0.007474068255357144,-0.015496739387231341,0.0,0.0,0.0,0.0,0.0,-0.004394978680132666,0.0,-0.0049896959580025485,0.0,0.0,0.0,0.0,0.0,0.0,-0.005538557432230224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005015114585759313,0.0,0.0,-0.0038525755985674326,-0.0077415840129710775,0.0,0.0,0.0
SXAC-BP-SXAC,0.1340000000000003,-0.04397188420960829,-0.2002077381256559,-0.014031950172220876,-0.017906052819362726,0.0,0.0,0.0,-0.005918821456363659,-0.004348646661817017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006192523313301425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004303318534578271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007652303061729505,0.0,-0.005342300627518236,0.0
SiCN2Cz,0.4130000000000002,0.4120228321733527,-0.45996107382484175,0.008217635531443019,-0.007167180499031627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026109869233540447,0.0,0.004297405141833605,0.0,0.0,0.0,0.0034770176187406366,0.0,-0.005974891249470343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077611407492921775,0.0,0.0,0.0,0.0,0.0,0.0037915743482841674
SiCz1Py3,0.431,0.10638964407597878,-0.11776582086671894,0.0,0.0,-0.014018507379801952,0.0,0.0,0.0,0.0,0.0,0.0,0.015488825884651539,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004658705671265541,0.0,0.0,0.0,0.0,0.0,-0.01048513436539436,0.017351821492041754,0.0,0.0,0.0,0.0,-0.007609182852213722,0.0,0.0,0.0,0.0,-0.006624732942625944,-0.007694952880595808,0.0
SiCz2Py2,0.4220000000000001,0.09500124704069884,-0.08172878527875103,-0.013872929544764635,0.0,0.0,0.0,0.0,0.0,0.0,-0.00904959461219805,-0.01203312668525562,0.0,0.0,0.0,0.0,0.005298531190390701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010307656702728556,0.0,0.011081380027636542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014667484859773643,-0.011537003371640236
SiCz3Py1,0.419,0.2735425274152181,-0.30786460082872996,0.0,0.0,-0.00333412493489714,0.010864809688775762,0.0,0.0007158224961994209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013785198236874277,0.0,0.0,-0.007293707720102055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007046773268798606,0.0,-0.0022504994898472014,0.00235413428204315,0.0,0.0,0.0
SiTCNCz,0.4129999999999993,0.18239509808327453,-0.20796743291180173,0.0,-0.008611659345688352,-0.00926494713663968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00966755824787287,0.0,0.0,0.0,0.0,0.011114935821121068,-0.008517386322059027,0.0,0.0,0.0,-0.006082279532735957,0.0,0.0,0.0,0.02026443106581204,-0.006976374303223927,0.0,0.0
Spiro-CN,0.4290000000000002,-0.103345541597869,0.08300577801116563,0.0,0.0,0.0,0.0,0.0,-0.0012235305590407408,-0.0027720400616528503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003188652688069415,0.0,0.0,0.0,0.0,0.0,0.0,-0.003876249672826927,0.0,-0.002476200025035175,0.0,0.0,0.0,0.033736295649468465,-0.010755690585120499,0.0,0.0,0.0,0.0,-0.003751407071459408,0.0
SpiroAC-TRZ,0.1169999999999999,0.0,-0.27478021518224527,-0.008720189235942588,-0.019353617226741303,0.0,-0.0041600849224807095,0.0,-0.006595307128551241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006148350122526746,0.0,0.0,0.0,0.0,0.0,0.0,-0.002223487756355391,0.0,-0.0031062017921568005,0.0,0.0,0.0,-0.004692619741908392,0.0,-0.0058607509051569855,0.0
SpiroAc,0.6240000000000001,0.4676572019981907,-0.3388376076415292,0.0,0.0,0.0032254223025869663,0.01155107044000249,-0.00039266478239010646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002372908183878603,0.006440110943245293,0.003359286285720073,0.0,0.0022577218624965753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002041684274730504,0.0,0.0,0.0
TAA-PPO,0.5160000000000002,-0.5008573642149331,0.60522806859723,-0.011057915295618934,0.019021336384391727,0.0,-0.021984625669481395,0.0,-0.0051990559400264535,0.0,0.0,0.0,0.0,0.0,-0.0021058820976461584,0.0,0.0,0.0,0.0,-0.016416580079802685,0.0,-0.008722033082464355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00610484043586433,0.0,0.0,0.0,0.0,0.0,0.0
TABD-COOH,0.714,-0.09697808612648033,0.3123429989217998,0.0,0.02565787884700337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043260841948626364,0.0,0.0006566852213671783,0.0,0.0,0.0,0.0,0.004043521175898081,0.0,0.0021555413701930047,0.0,0.0,0.0,0.0,0.0,0.008301753636188456,0.005631416769209039,0.0,0.0,0.004137118952423191,0.0,0.0,0.0
TATP-BP,0.2389999999999998,0.07418418154551706,-0.18713083031322125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013911472463291247,0.0,-0.013996595619012168,-0.004749637704980641,0.0,0.0,0.0,0.0,0.0,-0.012015614860659376,-0.006148302760065041,-0.005731677840286871,-0.008287610652604518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02718561177698134,0.0,0.0
TAZ-PPI,0.3930000000000002,0.21581142842533133,-0.2700287528566682,0.0,0.004319314039393706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010994644146032696,0.0,0.005477491901647355,0.0,0.003822844990105065,0.0027820901084821196,0.0023166856165986838,0.01260017824246035,0.0,0.0,0.009492476301191488,0.0
TBAc,0.7720000000000002,0.19729175834292462,0.0,0.0,0.0326810762730306,0.0,0.0,0.006554991649304077,0.0,0.0,0.0,0.0,0.0,0.0054914476010948865,0.0,0.0,0.0,0.0,0.00517668408651234,0.006461990871720822,0.017238751933300114,0.0,0.013504762913901945,0.0,0.0,0.008013356580475793,0.0,0.015578533269392224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBN-TPA,0.4599999999999999,-0.2530864095054853,0.25800340887033313,0.0,-0.014373625968058041,0.0,0.006495446186429019,0.003498075493280529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006832304549045946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004063662802053749,0.002658644109025191,0.0,-0.0036321083456108193,-0.004934626858012648,0.0,0.0,0.0
TBPM2CN,0.403,0.19311298268596963,-0.2403872893072812,0.0,0.006215196131307355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010245147524820373,-0.007862827653753061,0.0,0.0,0.004350326043717695,0.0,-0.00568205829716085,0.0,-0.0019020009064462714,0.0,0.0,0.0,0.0,0.0,-0.003215832537462479,0.004198354246632903,0.0,0.0
TBPe,1.003,-0.14902045828303817,0.5671323958471606,0.018620737728366143,0.035683468914981496,0.0,0.021911379308824773,0.0,0.017934249465307875,0.0,0.0,0.0,0.0,0.0,0.0,0.0073622801368070255,0.01672681145236411,0.006684882372625905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01574667076665841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBRb,0.9209999999999998,-0.6490513698187019,0.9917241088718635,0.02477551444032145,0.02669895860959648,0.0,0.012161422520877475,0.0,0.008913945154024881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012873809821588028,0.0,0.0,0.010781717633056694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014341553511328707,0.0,0.0,0.0,0.0039617105338870485
TBTAC,0.673,-0.2848256791741215,0.450123615110402,0.0037971717525628283,0.012159261414945326,0.0,0.0024885672013293834,0.0,0.0,0.0,0.006017656488452402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003925023508932778,0.013934456588363576,0.0,0.0,0.000700790340633417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019075269589278311,0.0,0.0,0.0,0.0,0.0
TCB,0.3930000000000002,0.1734221269284001,-0.23242417744938665,-0.0023766901097212884,-0.006612910936747932,0.004445427198601692,0.0034072228761247146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006337069736048303,-0.004113433363086343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011930807990864881,-0.0034313402367713358,0.0,0.0,0.0,0.0,0.0,0.0
TCP,0.4949999999999996,0.31650766008357767,-0.3006465423136727,0.0,-0.005924754384408774,-0.0038945590393102227,0.0,0.0033626307199245507,0.0,0.0,0.0015548821315213954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004622616460083944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031381288608030786,0.0,0.0,0.01576431890576556,0.0,0.0,0.0034558432363203085,0.0,0.0,0.0
TCPZ,0.72,-0.3139676789419684,0.4176540499129951,0.0,0.009329125467608553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007966851751823736,0.0,0.0,0.0,0.0,0.0,0.013241538435892297,0.0,-0.028154614933345146,0.0,0.0,0.0,0.07854900683825247,0.0,0.026850190884513448,0.0,0.0,0.0,0.02700442315160068,0.0,0.0,0.0,0.01782238075617121,0.0
TCZ1,0.4670000000000001,0.09295079684427618,-0.08001425203961972,0.006512796986830313,-0.010623976530029033,-0.012752861581560726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016577859426872687,0.0,-0.0063563210754982065,0.015298304846084333,-0.001391756495175582,0.0,0.0,0.0,0.002643422504646562,0.0
TCbTrz,0.3780000000000001,0.07610282008421156,-0.10223944188229578,0.0,0.0,0.0,-0.009150296444581464,0.0,0.0,-0.002850801415079395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016811884518597442,-0.009871678652224339,0.0,-0.0017756952941694168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026585055831449675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007239600750610378,-0.004507639350550387,0.0
TCz-3PA-TCz,0.4710000000000001,0.1451728787243497,-0.14778031801929248,0.006872703459690779,0.008766283136409262,0.0,0.004112093435466931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0453477663411067e-05,0.0,-0.00041053385130653854,-0.00040096108154277657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049808811403938115,0.006008114332967582,0.0,0.0,0.0,0.0,0.0,0.0
TCz1,0.4679999999999999,0.11234404069944358,-0.10584124704915185,0.004613386153397562,0.0,0.00397880615342674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035788392587632967,0.0,0.0,0.002105341394852099,0.0,0.0,0.0,0.0,-0.005388938257528452,0.0,-0.006486537258918313,0.007696594344725383,0.0,0.0,0.00583239554866005,0.0,0.0,0.0
TCzTrz,0.3080000000000003,0.13594763276641608,-0.22677543329520833,0.0,0.0,-0.007256354305501491,0.0,0.0,0.0,0.0,0.0,-0.002858828168938954,0.0,0.0,0.0,-0.003596520752756253,-0.010313648157106534,0.0,0.0,0.0,0.0,0.0,-0.02653694205730111,-0.006092479408920928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006473801675072773,0.0,0.0,-0.0019427057915905167
TDBA-DI,0.4779999999999997,0.06407219453542543,-0.05162821003932811,0.0,-0.012329828910988773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015947267336255712,0.0,0.0,0.0033501846125231723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028249906567463356,0.0,0.0,0.0,0.003270233672038776,0.0,0.0,0.0,0.0,0.0031466518382053496,0.003907108041525469,0.0,-0.004231323549311347,0.0
TDBA-SBA,0.492,0.06309782913829691,-0.036269377268421395,0.0,-0.011041926219376256,0.0,0.010781520010842021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002350159599066261,0.00719322888709794,-0.004490988712157411,0.0,-0.004356713831498779,0.0029953232202536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002504627029276063,0.0,0.0,0.0,0.0,0.0,0.0
TDBA-TPDICz,0.5009999999999999,-0.17215954884082207,0.2104278144722212,0.009689498723112411,-0.012660764071947378,-0.0034773725290052956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007365921514295567,0.0,0.0,0.0,0.0,0.0,0.0,0.009496272591576338,0.0,0.0,0.0,0.0,-0.006665019066643733,0.006002744761975346,0.006991477417369117,0.0,0.0,0.0,0.0
TDPA–TRZ,0.5309999999999997,0.012290120967549934,0.03703243385253809,0.0,0.002345638317909978,0.002727906379064764,0.0,0.0020815601393022235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005147402634673795,0.0,-0.009889612613202247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003765673400321405,0.0020858673817093307,0.0,0.0,0.003895190573721018,0.0,0.0,0.0
TFM-QP,0.3780000000000001,-0.018355297877449023,0.0,0.0,-0.005800619026637296,0.0,0.0,0.0,0.0,0.0,-0.0013126467694898752,0.0,0.0,-0.0028144726632260007,-0.007937161464790439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038480290655600806,-0.004208396353108054,0.0,0.0,-0.00990181547603993,0.0,-0.003348412240057283,-0.008389794136973522,0.0,0.0,0.0,0.0,0.0,0.0
TMAB,0.4250000000000002,0.306259242515272,-0.3373842006789666,-0.013235188569121816,-0.0073927855133039235,0.0,0.0,0.0,0.0032552203017905167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026354130031637753,0.0,0.0,-0.007310879757540901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042821500901084174,0.0,0.0,0.0,0.004334979978925618,0.005766520718794535,0.0,0.0,0.0,0.0
TMDBP,0.5819999999999999,0.33191907174149643,-0.24360353750527686,0.0,0.0,0.0,0.0,0.0,0.003745612726973967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019010342999828955,0.0,0.0,0.003408387081857879,0.0,0.0,0.0,0.0009096353682563591,0.0,0.0,0.0,0.0,0.007590957125524744,0.0,0.0,0.011693065043130727,0.0,0.0,0.006642942573088757,0.0,0.003311469740325138,0.0
TMOE,0.766,0.15509059585613816,0.08410392277662751,0.018989752721237624,0.01807549688227737,0.0,0.0,0.006791834255321583,0.009773129009877224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006783091947130036,0.0,0.0,0.0,0.0,0.007863925399992413,0.0,0.0,0.0,0.0,0.0,0.0,0.01407905078827734,0.008510654409092933,0.0,0.0,0.0,0.0,0.0,0.0
TNPZ,0.2179999999999999,-0.13193617094130147,-0.04872817565620134,0.0,0.0,0.0,0.0,0.0,0.0,-0.004638656481882963,0.0,0.0,0.0,0.0,0.0,0.0,-0.011473299288421768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007672828473803402,0.0,-0.0059228836742136306,0.0,-0.016576420178049996,0.0,-0.0055222845820782455,-0.005188216126886691,-0.008422261607831431,0.0,0.0,0.0
TPA-2,0.1399999999999996,-0.47224113561829334,0.291094691793177,0.0,0.0,-0.01742622767037206,0.0,0.0,0.0,-0.01675050468293017,0.0,0.0,0.0,0.0,-0.002750476827201818,0.0,0.0,0.0,0.0,0.0,0.0,-0.015741935042711194,-0.02129476483381232,0.0,0.0,0.0,0.0,-0.02128149695021615,0.0,0.0,0.0,-0.019723690345936483,0.0,0.0,0.0,0.0,0.0,0.0,-0.007277508505531016
TPA-AN-NA,0.951,-0.15271282771366204,0.5258378636475444,0.03292405530927116,0.03750245794866137,0.005083359610489557,0.0,0.0,0.0,0.0,0.0,0.0,0.007493342607097287,0.0,0.0,0.0,0.0,0.0013250007533035305,0.0,0.0,0.02045809856518173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012955360441670033,0.0,0.0,0.016346413120039868,0.0,0.0,0.0,0.0
TPA-AP,0.552,0.021753630758196987,0.005531312873694867,0.01060557949058302,0.025176750663260146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002877151255720017,0.0,0.0,0.0,0.0,0.014070913444380504,0.0,0.0,0.0,0.0,0.0048732946956476925,0.0,0.0,0.0,0.03393342577449354,0.0,0.0,-0.015704901849753202,0.0,0.0022058295497161817,0.0,0.0,0.0,0.0
TPA-APm,0.0190000000000001,-0.6226787161785187,0.27373390845805945,0.0,-0.010947339103679128,0.0,0.0,0.0,0.0,0.0,0.0,-0.005382998403605835,0.0,0.0,0.0,0.0,0.0,0.0,-0.00843780843055871,0.0,0.0,0.0,0.0,0.0,0.0,-0.008986457320437742,0.0,0.0,-0.006377935544855242,0.0,0.0,-0.02160918259386141,-0.013948484102872367,-0.0004658401316838743,0.0,0.0,0.0,0.0,0.0
TPA-APy,-0.0350000000000001,-0.4565119570727102,0.1011414163927104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011718415274351688,0.0,-0.005452026614874823,0.0,0.0,-0.016445777280353728,0.0,-0.009935117775191904,0.0,0.0,0.0,0.0,0.0,0.0,-0.012930086593592566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02398577846456726,0.0,0.0,-0.02284547228244662,-0.020089947448376624,0.0,0.0
TPA-BT-Q,0.5839999999999996,0.4519369160059226,-0.357612947520714,0.0032003505500744706,0.0,0.0,0.013819744264833676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037088349255233236,0.0016828248419311809,0.00406062423251411,0.0,0.0,0.003837112829179948,0.01043326122585277,0.0,0.0,0.0,0.0,0.00509292874549605,0.0
TPA-CN-N4,0.0659999999999998,-0.16896828319914495,-0.09792672788621766,0.0,0.0,0.0,-0.010258664171964747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01278920817857574,0.0,0.0,0.0,0.0,-0.012258413521720945,0.0,0.0,-0.02835358449010689,-0.019713829314140924,0.0,-0.007046808775595936,0.0,-0.01002620685805361,0.0,-0.010740091702073669,0.0
TPA-CN-N4-2PY,0.556,0.22181281437788963,-0.1431821280530676,0.0,0.0,0.0,0.005590607761116133,0.0034407872537689245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005407514956663556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005657701782587192,0.009318604791506285,0.002386918509194322,0.0,0.0041661128339023756,0.0,0.0,0.0036085168675466985
TPA-DCPP,0.3919999999999999,0.12614634608562075,-0.18626672989085932,0.0,0.0,-0.00497823947050271,0.003814391330973555,0.0,-0.0015579432184159997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048589299998490374,0.0,0.0,0.0,0.0,-0.0011999417214367326,-0.0039300772111739695,0.0,0.005089332073007375,0.0,0.0,-0.01399117677969883,0.0,0.0,0.0,0.0,0.0,0.0
TPA-DPPI,0.399,0.2829094597671027,-0.33378329696666964,0.0,0.00651981182352125,0.0,-0.007021008643361445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011209915089696045,0.0,0.0,0.0,0.0,-0.0032087139093352544,0.0,-0.0028881692598340253,0.0,0.015022023701663894,0.0,0.0,-0.0032215543879296885,0.0,0.00716131359433296,0.0,0.0
TPA-L-BN,0.5369999999999999,0.38174675719220197,-0.31311048322050294,0.0,-0.005771149629383757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024923034890784413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003173036175519258,0.0,0.006238958471621733,0.0,0.0,0.0,0.0006959643095976396,0.003976298096392344,0.0,0.0,-0.008321876572393987,0.0020708507813336414,0.0,0.0
TPA-NZP,1.004,-0.31106521374378343,0.7165884026498611,0.016899189800461803,0.03982504456228562,0.0,0.0,0.009017681970936556,0.0,0.0110877582506707,0.0,0.0,0.0,0.0,0.010235879866826673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013637405240664577,0.0,0.0,0.029542838352864198,0.004427035019069563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPA-PPO,0.6349999999999998,0.06068052554808571,0.06559843335970825,0.006424959813235198,0.013399408268444149,0.0025325729544296693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009489767780990477,0.0,0.0,0.0,0.008088380886458186,0.0,0.001653595299587383,0.0,0.0,0.0010315409449746986,0.0,0.0,0.0,0.0,0.010558455364818038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPA-PZCN,0.242,-0.12796925332991466,-0.005885359552312703,0.01740748500629385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004555500669355107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013574644882116571,0.0,-0.0027452903108364647,-0.011594683337646685,-0.008693913716753245,0.0,0.0,-0.003441140480300358,0.0,-0.0018301612401842744,0.0
TPA-PyF2,0.5030000000000006,0.35483363238746607,-0.3181345600022524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510319893162082,0.0,0.0026693910979253195,0.0,0.0,0.0,0.0,0.0025509727138517038,0.0,-0.007631885757184575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003254640136602105,0.0,0.0,0.0,0.0,0.0041234108341224734,0.0,0.0,0.0,-0.01153670920406457,0.003887246446190407,0.0
TPA-PyI,0.4599999999999999,0.19092761353505716,-0.2111820797526079,0.00189698498006384,0.012328515686980348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002379862386502498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024459733549555304,0.0,0.0,0.0,0.004376188752099822,0.003747015726403819,0.0,0.0,0.00667270374475851,0.002326208729257534,0.0,0.0,0.0,0.0,0.0,0.0
TPACzPI,0.4050000000000002,0.17949821484762551,-0.21771817221450052,0.0,-0.010115390851066887,-0.008106069845892606,0.0,0.0,0.0,0.0,0.0,-0.0021600524990512426,0.0,0.0,0.0,0.0,0.0,0.0,0.007959098702392281,0.0,0.0,-0.004827865223496576,-0.007534487605168452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009125713215018356,0.0,-0.004598748854473057,0.0,0.0,0.0,0.0
TPADSO2,0.5420000000000003,0.16624374468191744,-0.09844132144197013,0.0035477639166434623,0.0,0.0,0.003227419681715181,0.0,0.0,0.0,0.0,0.0,0.003141471223545997,0.0,0.0,0.0,0.0,0.001736412488498217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118325041424177,0.010553852125934115,0.001452546507234032,0.0,0.0,0.0,0.0,0.0013105442471393058
TPAPm,0.6310000000000002,0.009828697329110217,0.12414804689199822,0.0,0.0,0.0009504046784029723,0.0038918392783847903,0.0,0.0,0.0,0.0,0.0015124221168873074,0.0,0.0,0.0,0.0,0.0032579408570636566,0.0,0.0,0.0,0.0,0.0034715125273013787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009185140870988623,0.0,0.0016811863640563906,0.0,0.0026302498063017353,0.0,0.0,0.0
TPAPyPI,0.952,0.12799358235047628,0.146050277532717,0.0,0.05914077522197649,0.0,0.0,0.0,0.0,0.0,0.031043014751868086,0.0,0.0,0.0,0.018538955860858478,0.0,0.0,0.0,0.0,0.024991166948729694,0.0,0.0,0.016481903720785007,0.0,0.0,0.02722117737684521,0.020848925555977855,0.0,0.0,0.015798737646515813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPA–2PPITPA,0.3719999999999999,0.09065952603119197,-0.11203502219654801,0.009540184710775126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011643867820673476,0.0,0.0,0.0,-0.017095119733719844,-0.013536991109565482,0.0,0.0,0.0,0.0,0.0,-0.007093866723479011,-0.005303423078094427,0.0,0.0,0.0,-0.0022643793986976252,-0.004766844095259052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
