molecule_id,SMILES_canonical,source,MW,MW,LogP,n_aromatic_rings,n_aromatic_rings,n_heteroatoms,n_heteroatoms,n_rotatable_bonds,n_rotatable_bonds,n_hbd,n_hba,tpsa,n_rings,n_atoms
MOL_015137,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1Cc1ccccc1)N1CCc2ccccc21)OCCO3,PubChem_filtered,492.54,492.54,3.49,5.0,5,9.0,9,5.0,5,1,7,98.16,7,37
MOL_015138,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1Cc1ccccc1)N1CCc2ccccc21)OCCO3,PubChem_filtered,492.54,492.54,3.49,5.0,5,9.0,9,5.0,5,1,7,98.16,7,37
MOL_015139,CCC(C)(C)n1nnnc1[C@@H](c1cc2cc3c(cc2[nH]c1=O)OCCO3)N1CCc2ccccc21,PubChem_filtered,472.55,472.55,3.58,4.0,4,9.0,9,5.0,5,1,7,98.16,6,35
MOL_015140,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCCO3)N1CCc2ccccc21,PubChem_filtered,472.55,472.55,3.58,4.0,4,9.0,9,5.0,5,1,7,98.16,6,35
MOL_015141,COc1ccc(Cn2nnnc2[C@@H](c2cc3cc4c(cc3[nH]c2=O)OCCO4)N2CCc3ccccc32)cc1,PubChem_filtered,522.57,522.57,3.49,5.0,5,10.0,10,6.0,6,1,8,107.39,7,39
MOL_015142,COc1ccc(Cn2nnnc2[C@H](c2cc3cc4c(cc3[nH]c2=O)OCCO4)N2CCc3ccccc32)cc1,PubChem_filtered,522.57,522.57,3.49,5.0,5,10.0,10,6.0,6,1,8,107.39,7,39
MOL_015143,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1Cc1ccc(F)cc1)N1CCc2ccccc21)OCCO3,PubChem_filtered,510.53,510.53,3.63,5.0,5,9.0,9,5.0,5,1,7,98.16,7,38
MOL_015144,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1Cc1ccc(F)cc1)N1CCc2ccccc21)OCCO3,PubChem_filtered,510.53,510.53,3.63,5.0,5,9.0,9,5.0,5,1,7,98.16,7,38
MOL_015145,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C1CCCC1)N1CCc2ccccc21)OCCO3,PubChem_filtered,470.53,470.53,3.55,4.0,4,9.0,9,4.0,4,1,7,98.16,7,35
MOL_015146,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCC1)N1CCc2ccccc21)OCCO3,PubChem_filtered,470.53,470.53,3.55,4.0,4,9.0,9,4.0,4,1,7,98.16,7,35
MOL_015147,CCC(C)(C)n1nnnc1[C@@H](c1cc2cc3c(cc2[nH]c1=O)OCCO3)N1CCCc2ccccc21,PubChem_filtered,486.58,486.58,3.97,4.0,4,9.0,9,5.0,5,1,7,98.16,6,36
MOL_015148,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCCO3)N1CCCc2ccccc21,PubChem_filtered,486.58,486.58,3.97,4.0,4,9.0,9,5.0,5,1,7,98.16,6,36
MOL_015149,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C1CCCC1)N1CCCc2ccccc21)OCCO3,PubChem_filtered,484.56,484.56,3.94,4.0,4,9.0,9,4.0,4,1,7,98.16,7,36
MOL_015150,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCC1)N1CCCc2ccccc21)OCCO3,PubChem_filtered,484.56,484.56,3.94,4.0,4,9.0,9,4.0,4,1,7,98.16,7,36
MOL_015151,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,PubChem_filtered,499.51,499.51,3.33,4.0,4,11.0,11,6.0,6,2,7,138.43,5,36
MOL_015152,O=C(CSc1nnc(-c2ccncc2)n1CCc1ccccc1)N(c1ccccc1)c1ccccc1,PubChem_filtered,491.62,491.62,6.04,5.0,5,7.0,7,9.0,9,0,5,63.91,5,36
MOL_015153,O=C(CSc1nnc(-c2ccncc2)n1CCc1ccccc1)N1CCCc2ccccc21,PubChem_filtered,455.59,455.59,4.65,4.0,4,7.0,7,7.0,7,0,5,63.91,5,33
MOL_015154,O=C(CSc1nc2ccccc2c(=O)n1Cc1ccco1)N(c1ccccc1)c1ccccc1,PubChem_filtered,467.55,467.55,5.49,5.0,5,7.0,7,7.0,7,0,5,68.34,5,34
MOL_015155,Cc1sc(NC(=O)c2ccc(N3C(=O)[C@@H]4[C@H](C3=O)[C@H]3C=C[C@@H]4C3)cc2)c(C#N)c1C,PubChem_filtered,417.49,417.49,3.8,2.0,2,7.0,7,3.0,3,1,5,90.27,5,30
MOL_015156,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@H]2C=C[C@@H]3C2)cc1,PubChem_filtered,409.45,409.45,3.8,3.0,3,6.0,6,3.0,3,1,4,79.37,6,31
MOL_015157,CCOC(=O)c1cnc(SCC(=O)N(c2ccccc2)c2ccccc2)nc1N,PubChem_filtered,408.48,408.48,3.69,3.0,3,8.0,8,7.0,7,1,7,98.41,3,29
MOL_015158,CCOC(=O)c1cnc(SCC(=O)N2CCCc3ccccc32)nc1N,PubChem_filtered,372.45,372.45,2.31,2.0,2,8.0,8,5.0,5,1,7,98.41,3,26
MOL_015159,CCOC(=O)c1cnc(SCC(=O)N2c3ccccc3Sc3ccc(Cl)cc32)nc1N,PubChem_filtered,472.98,472.98,4.81,3.0,3,9.0,9,5.0,5,1,8,98.41,4,31
MOL_015160,Cc1ccc(S(=O)(=O)N2CCN(c3ccc(C#N)cc3F)CC2)cc1,PubChem_filtered,359.43,359.43,2.52,2.0,2,6.0,6,3.0,3,0,4,64.41,3,25
MOL_015161,O=C(CSc1nncn1-c1cccnc1)N(c1ccccc1)c1ccccc1,PubChem_filtered,387.47,387.47,4.12,4.0,4,7.0,7,6.0,6,0,5,63.91,4,28
MOL_015162,CCOc1ccc2nc3sc(C(=O)N4CCCc5ccccc54)c(N)c3cc2c1,PubChem_filtered,403.51,403.51,5.02,4.0,4,6.0,6,3.0,3,1,5,68.45,5,29
MOL_015163,CCOc1ccc2nc(-c3ccccc3)nc(SCC(=O)N3CCCc4ccccc43)c2c1,PubChem_filtered,455.58,455.58,5.77,4.0,4,6.0,6,6.0,6,0,5,55.32,5,33
MOL_015164,Cn1c(=O)c2c(ncn2CC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)n(C)c1=O,PubChem_filtered,450.42,450.42,0.8,3.0,3,9.0,9,3.0,3,0,5,85.37,4,32
MOL_015165,Cn1c(=O)c2c(ncn2CC(=O)N2CCN(c3ccccc3F)CC2)n(C)c1=O,PubChem_filtered,400.41,400.41,-0.08,3.0,3,9.0,9,3.0,3,0,5,85.37,4,29
MOL_015166,CCOC(=O)c1cnc(S[C@@H](C)C(=O)N(c2ccccc2)c2ccccc2)nc1N,PubChem_filtered,422.51,422.51,4.08,3.0,3,8.0,8,7.0,7,1,7,98.41,3,30
MOL_015167,COc1ccc2nc(SCC(=O)N3CCCc4ccccc43)c(C#N)cc2c1,PubChem_filtered,389.48,389.48,4.19,3.0,3,6.0,6,4.0,4,0,5,66.22,4,28
MOL_015168,COc1ccc2nc3sc(C(=O)N4CCCc5ccccc54)c(N)c3cc2c1,PubChem_filtered,389.48,389.48,4.63,4.0,4,6.0,6,2.0,2,1,5,68.45,5,28
MOL_015169,Nc1cc(=O)nc(SCC(=O)N2c3ccccc3Sc3ccccc32)n1-c1ccccc1,PubChem_filtered,458.57,458.57,4.74,4.0,4,8.0,8,4.0,4,1,6,81.22,5,32
MOL_015170,O=C(CCSc1nc(-c2ccco2)cc(C(F)(F)F)n1)N1CCCc2ccccc21,PubChem_filtered,433.46,433.46,5.22,3.0,3,6.0,6,5.0,5,0,5,59.23,4,30
MOL_015171,CN(C)c1ccc(NC(=O)CCSc2nc(-c3ccco3)cc(C(F)(F)F)n2)cc1,PubChem_filtered,436.46,436.46,4.94,3.0,3,7.0,7,7.0,7,1,6,71.26,3,30
MOL_015172,COc1ccccc1N1CCN(C(=O)c2cc3nc(-c4ccco4)cc(C(F)(F)F)n3n2)CC1,PubChem_filtered,471.44,471.44,3.98,4.0,4,8.0,8,4.0,4,0,6,76.11,5,34
MOL_015173,CN(C(=O)c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1)c1ccccc1,PubChem_filtered,386.33,386.33,4.28,4.0,4,6.0,6,3.0,3,0,4,63.64,4,28
MOL_015174,COc1ccc(N2CCN(C(=O)c3cc4nc(-c5ccco5)cc(C(F)(F)F)n4n3)CC2)cc1,PubChem_filtered,471.44,471.44,3.98,4.0,4,8.0,8,4.0,4,0,6,76.11,5,34
MOL_015175,Cc1cccc(N2CCN(C(=O)c3cc4nc(-c5ccco5)cc(C(F)(F)F)n4n3)CC2)c1C,PubChem_filtered,469.47,469.47,4.59,4.0,4,7.0,7,3.0,3,0,5,66.88,5,34
MOL_015176,C[C@H]1Cc2ccccc2N1C(=O)c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1,PubChem_filtered,412.37,412.37,4.6,4.0,4,6.0,6,2.0,2,0,4,63.64,5,30
MOL_015177,C[C@@H]1Cc2ccccc2N1C(=O)c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1,PubChem_filtered,412.37,412.37,4.6,4.0,4,6.0,6,2.0,2,0,4,63.64,5,30
MOL_015178,CN(C)c1ccc(NC(=O)c2cc3nc(-c4ccco4)cc(C(F)(F)F)n3n2)cc1,PubChem_filtered,415.38,415.38,4.33,4.0,4,7.0,7,4.0,4,1,5,75.67,4,30
MOL_015179,C[C@H]1CCc2cc(F)ccc2N1C(=O)c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1,PubChem_filtered,444.39,444.39,5.13,4.0,4,6.0,6,2.0,2,0,4,63.64,5,32
MOL_015180,C[C@@H]1CCc2cc(F)ccc2N1C(=O)c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1,PubChem_filtered,444.39,444.39,5.13,4.0,4,6.0,6,2.0,2,0,4,63.64,5,32
MOL_015181,COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)N3CCCc4ccccc43)n2)cc1OC,PubChem_filtered,489.52,489.52,5.25,3.0,3,7.0,7,6.0,6,0,6,64.55,4,34
MOL_015182,COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)N(C)c3ccccc3)n2)cc1OC,PubChem_filtered,463.48,463.48,4.93,3.0,3,7.0,7,7.0,7,0,6,64.55,3,32
MOL_015183,COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)N3CCc4ccccc43)n2)cc1OC,PubChem_filtered,475.49,475.49,4.86,3.0,3,7.0,7,6.0,6,0,6,64.55,4,33
MOL_015184,COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)Nc3ccc(N(C)C)cc3)n2)cc1OC,PubChem_filtered,492.52,492.52,4.98,3.0,3,8.0,8,8.0,8,1,7,76.58,3,34
MOL_015185,CN(C(=O)CCSc1nc(-c2ccc3c(c2)OCO3)cc(C(F)(F)F)n1)c1ccccc1,PubChem_filtered,461.47,461.47,5.04,3.0,3,7.0,7,6.0,6,0,6,64.55,4,32
MOL_015186,C[C@H]1Cc2ccccc2N1C(=O)CCSc1nc(-c2ccc3c(c2)OCO3)cc(C(F)(F)F)n1,PubChem_filtered,487.5,487.5,5.35,3.0,3,7.0,7,5.0,5,0,6,64.55,5,34
MOL_015187,C[C@@H]1Cc2ccccc2N1C(=O)CCSc1nc(-c2ccc3c(c2)OCO3)cc(C(F)(F)F)n1,PubChem_filtered,487.5,487.5,5.35,3.0,3,7.0,7,5.0,5,0,6,64.55,5,34
MOL_015188,COc1ccc(-c2cc(C(F)(F)F)nc(SCCC(=O)N(C)c3ccccc3)n2)cc1,PubChem_filtered,447.48,447.48,5.32,3.0,3,6.0,6,7.0,7,0,5,55.32,3,31
MOL_015189,CN(C)c1ccc([C@@H]2C3=C(CCCC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)cc1,PubChem_filtered,352.39,352.39,1.69,2.0,2,7.0,7,2.0,2,3,5,98.06,4,26
MOL_015190,CN(C)c1ccc([C@H]2C3=C(CCCC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)cc1,PubChem_filtered,352.39,352.39,1.69,2.0,2,7.0,7,2.0,2,3,5,98.06,4,26
MOL_015191,CCN(Cc1ccccc1)c1ccc([C@@H]2C3=C(CCCC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)cc1,PubChem_filtered,442.52,442.52,3.65,3.0,3,7.0,7,5.0,5,3,5,98.06,5,33
MOL_015192,CCN(Cc1ccccc1)c1ccc([C@H]2C3=C(CCCC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)cc1,PubChem_filtered,442.52,442.52,3.65,3.0,3,7.0,7,5.0,5,3,5,98.06,5,33
MOL_015193,O=C1CCCC2=C1[C@@H](c1ccc(N3CCOCC3)cc1)c1c([nH]c(=O)[nH]c1=O)N2,PubChem_filtered,394.43,394.43,1.46,2.0,2,8.0,8,2.0,2,3,6,107.29,5,29
MOL_015194,O=C1CCCC2=C1[C@H](c1ccc(N3CCOCC3)cc1)c1c([nH]c(=O)[nH]c1=O)N2,PubChem_filtered,394.43,394.43,1.46,2.0,2,8.0,8,2.0,2,3,6,107.29,5,29
MOL_015195,O=C1C[C@H](Sc2ccccn2)C(=O)N1c1cccc(Cl)c1Cl,PubChem_filtered,353.23,353.23,3.81,2.0,2,5.0,5,3.0,3,0,4,50.27,3,22
MOL_015196,O=C1C[C@@H](Sc2ccccn2)C(=O)N1c1cccc(Cl)c1Cl,PubChem_filtered,353.23,353.23,3.81,2.0,2,5.0,5,3.0,3,0,4,50.27,3,22
MOL_015197,COc1ccc(N2C(=O)C[C@H](Sc3nccc(C)n3)C2=O)c(OC)c1,PubChem_filtered,359.41,359.41,2.23,2.0,2,8.0,8,5.0,5,0,7,81.62,3,25
MOL_015198,COc1ccc(N2C(=O)C[C@@H](Sc3nccc(C)n3)C2=O)c(OC)c1,PubChem_filtered,359.41,359.41,2.23,2.0,2,8.0,8,5.0,5,0,7,81.62,3,25
MOL_015199,Cc1ccnc(S[C@H]2CC(=O)N(c3ccc(Br)cc3)C2=O)n1,PubChem_filtered,378.25,378.25,2.97,2.0,2,6.0,6,3.0,3,0,5,63.16,3,22
MOL_015200,Cc1ccnc(S[C@@H]2CC(=O)N(c3ccc(Br)cc3)C2=O)n1,PubChem_filtered,378.25,378.25,2.97,2.0,2,6.0,6,3.0,3,0,5,63.16,3,22
MOL_015201,CCOc1ccc(N2C(=O)C[C@@H](Sc3nc(C)cc(C)n3)C2=O)cc1,PubChem_filtered,357.44,357.44,2.92,2.0,2,7.0,7,5.0,5,0,6,72.39,3,25
MOL_015202,CCOc1ccc(N2C(=O)C[C@H](Sc3nc(C)cc(C)n3)C2=O)cc1,PubChem_filtered,357.44,357.44,2.92,2.0,2,7.0,7,5.0,5,0,6,72.39,3,25
MOL_015203,CCOc1ccc(N2C(=O)C[C@@H](Sc3nc(C)c4cc(OC)ccc4n3)C2=O)cc1,PubChem_filtered,423.49,423.49,3.77,3.0,3,8.0,8,6.0,6,0,7,81.62,4,30
MOL_015204,CCOc1ccc(N2C(=O)C[C@H](Sc3nc(C)c4cc(OC)ccc4n3)C2=O)cc1,PubChem_filtered,423.49,423.49,3.77,3.0,3,8.0,8,6.0,6,0,7,81.62,4,30
MOL_015205,COc1ccc2nc(S[C@H]3CC(=O)N(c4ccc(F)cc4)C3=O)nc(C)c2c1,PubChem_filtered,397.43,397.43,3.51,3.0,3,7.0,7,4.0,4,0,6,72.39,4,28
MOL_015206,COc1ccc2nc(S[C@@H]3CC(=O)N(c4ccc(F)cc4)C3=O)nc(C)c2c1,PubChem_filtered,397.43,397.43,3.51,3.0,3,7.0,7,4.0,4,0,6,72.39,4,28
MOL_015207,CC1=CC(C)(C)N(C(=O)CSc2nccc(C)n2)c2ccc(C)cc21,PubChem_filtered,353.49,353.49,4.41,2.0,2,5.0,5,3.0,3,0,4,46.09,3,25
MOL_015208,CC1=CC(C)(C)N(C(=O)CSc2nc(C)cc(C)n2)c2ccc(C)cc21,PubChem_filtered,367.52,367.52,4.72,2.0,2,5.0,5,3.0,3,0,4,46.09,3,26
MOL_015209,COc1ccc2c(c1)C(C)=CC(C)(C)N2C(=O)CSc1ccccn1,PubChem_filtered,354.48,354.48,4.41,2.0,2,5.0,5,4.0,4,0,4,42.43,3,25
MOL_015210,COc1ccc2c(c1)[C@@H](C)CC(C)(C)N2C(=O)CSc1ncccn1,PubChem_filtered,357.48,357.48,3.9,2.0,2,6.0,6,4.0,4,0,5,55.32,3,25
MOL_015211,COc1ccc2c(c1)[C@H](C)CC(C)(C)N2C(=O)CSc1ncccn1,PubChem_filtered,357.48,357.48,3.9,2.0,2,6.0,6,4.0,4,0,5,55.32,3,25
MOL_015212,COc1ccc2c(c1)[C@@H](C)CC(C)(C)N2C(=O)CSc1nccc(C)n1,PubChem_filtered,371.51,371.51,4.2,2.0,2,6.0,6,4.0,4,0,5,55.32,3,26
MOL_015213,COc1ccc2c(c1)[C@H](C)CC(C)(C)N2C(=O)CSc1nccc(C)n1,PubChem_filtered,371.51,371.51,4.2,2.0,2,6.0,6,4.0,4,0,5,55.32,3,26
MOL_015214,Cc1cc(C)nc(SCC(=O)N2c3ccccc3[C@@H](C)CC2(C)C)n1,PubChem_filtered,355.51,355.51,4.5,2.0,2,5.0,5,3.0,3,0,4,46.09,3,25
MOL_015215,Cc1cc(C)nc(SCC(=O)N2c3ccccc3[C@H](C)CC2(C)C)n1,PubChem_filtered,355.51,355.51,4.5,2.0,2,5.0,5,3.0,3,0,4,46.09,3,25
MOL_015216,Cc1ccc(N(C(=O)Cn2nnc3ccccc32)[C@H](C(=O)NCc2ccccc2)c2ccccn2)cc1,PubChem_filtered,490.57,490.57,4.23,5.0,5,8.0,8,8.0,8,1,5,93.01,5,37
MOL_015217,Cc1ccc(N(C(=O)Cn2nnc3ccccc32)[C@@H](C(=O)NCc2ccccc2)c2ccccn2)cc1,PubChem_filtered,490.57,490.57,4.23,5.0,5,8.0,8,8.0,8,1,5,93.01,5,37
MOL_015218,O=C(NCc1ccccc1)[C@@H](c1ccccn1)N(C(=O)Cn1nnc2ccccc21)c1ccc2c(c1)OCO2,PubChem_filtered,520.55,520.55,3.65,5.0,5,10.0,10,8.0,8,1,7,111.47,6,39
MOL_015219,O=C(NCc1ccccc1)[C@H](c1ccccn1)N(C(=O)Cn1nnc2ccccc21)c1ccc2c(c1)OCO2,PubChem_filtered,520.55,520.55,3.65,5.0,5,10.0,10,8.0,8,1,7,111.47,6,39
MOL_015220,CC(=O)c1ccc(N(C(=O)Cn2nnc3ccccc32)[C@H](C(=O)NCc2ccccc2)c2ccccn2)cc1,PubChem_filtered,518.58,518.58,4.12,5.0,5,9.0,9,9.0,9,1,6,110.08,5,39
MOL_015221,CC(=O)c1ccc(N(C(=O)Cn2nnc3ccccc32)[C@@H](C(=O)NCc2ccccc2)c2ccccn2)cc1,PubChem_filtered,518.58,518.58,4.12,5.0,5,9.0,9,9.0,9,1,6,110.08,5,39
MOL_015222,CC(=O)c1cccc(N(C(=O)Cn2nnc3ccccc32)[C@H](C(=O)NCc2ccccc2)c2ccccn2)c1,PubChem_filtered,518.58,518.58,4.12,5.0,5,9.0,9,9.0,9,1,6,110.08,5,39
MOL_015223,CC(=O)c1cccc(N(C(=O)Cn2nnc3ccccc32)[C@@H](C(=O)NCc2ccccc2)c2ccccn2)c1,PubChem_filtered,518.58,518.58,4.12,5.0,5,9.0,9,9.0,9,1,6,110.08,5,39
MOL_015224,Cc1ccc2c(C)cc(SCC(=O)N3CCCc4ccccc43)nc2c1C,PubChem_filtered,376.53,376.53,5.23,3.0,3,4.0,4,3.0,3,0,3,33.2,4,27
MOL_015225,CCn1c(SCC(=O)N2CCCc3ccccc32)nc2sc3c(c2c1=O)CCC3,PubChem_filtered,425.58,425.58,4.04,3.0,3,7.0,7,4.0,4,0,5,55.2,5,29
MOL_015226,Cc1cc2c(C)ccc(C)c2nc1SCC(=O)N1CCCc2ccccc21,PubChem_filtered,376.53,376.53,5.23,3.0,3,4.0,4,3.0,3,0,3,33.2,4,27
MOL_015227,O=C(CSc1nnc(-c2ccncc2)n1-c1ccc(F)cc1)N(c1ccccc1)c1ccccc1,PubChem_filtered,481.56,481.56,5.93,5.0,5,7.0,7,7.0,7,0,5,63.91,5,35
MOL_015228,O=C(CSc1nnc(-c2ccncc2)n1-c1ccc(F)cc1)N1CCCc2ccccc21,PubChem_filtered,445.52,445.52,4.54,4.0,4,7.0,7,5.0,5,0,5,63.91,5,32
MOL_015229,CN(C)c1ccc(NC(=O)CSc2nnc(-c3ccncc3)n2-c2ccc(F)cc2)cc1,PubChem_filtered,448.53,448.53,4.27,4.0,4,8.0,8,7.0,7,1,6,75.94,4,32
MOL_015230,O=C(CSc1nnc(-c2ccncc2)n1C1CCCCC1)N1CCCc2ccccc21,PubChem_filtered,433.58,433.58,4.92,3.0,3,7.0,7,5.0,5,0,5,63.91,5,31
MOL_015231,CN(C)c1ccc(NC(=O)CSc2nnc(-c3ccncc3)n2C2CCCCC2)cc1,PubChem_filtered,436.59,436.59,4.64,3.0,3,8.0,8,7.0,7,1,6,75.94,4,31
MOL_015232,CCOc1ccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)c2ccc(Br)cc2)cc1,PubChem_filtered,477.36,477.36,5.54,4.0,4,5.0,5,6.0,6,1,3,62.4,4,31
MOL_015233,COc1ccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)CCC(=O)O)cc1,PubChem_filtered,380.4,380.4,2.93,3.0,3,7.0,7,7.0,7,2,4,99.7,3,28
MOL_015234,O=C(COc1ccccc1)N(Cc1cc(=O)[nH]c2ccccc12)c1ccccc1,PubChem_filtered,384.44,384.44,4.14,4.0,4,5.0,5,6.0,6,1,3,62.4,4,29
MOL_015235,Cc1cccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)C2CCCCC2)c1,PubChem_filtered,374.48,374.48,4.95,3.0,3,4.0,4,4.0,4,1,2,53.17,4,28
MOL_015236,Cc1cccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)c2ccc(Br)cc2)c1,PubChem_filtered,447.33,447.33,5.45,4.0,4,4.0,4,4.0,4,1,2,53.17,4,29
MOL_015237,Cc1cccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)COc2ccc(Cl)cc2)c1,PubChem_filtered,432.91,432.91,5.1,4.0,4,5.0,5,6.0,6,1,3,62.4,4,31
MOL_015238,Cc1ccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)C2CCCCC2)cc1,PubChem_filtered,374.48,374.48,4.95,3.0,3,4.0,4,4.0,4,1,2,53.17,4,28
MOL_015239,Cc1ccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)c2ccc(Br)cc2)cc1,PubChem_filtered,447.33,447.33,5.45,4.0,4,4.0,4,4.0,4,1,2,53.17,4,29
MOL_015240,Cc1cc(C)nc(SCc2nnc(SCC(=O)N(c3ccccc3)c3ccccc3)o2)n1,PubChem_filtered,463.59,463.59,5.23,4.0,4,9.0,9,8.0,8,0,8,85.01,4,32
MOL_015241,Cc1cc(C)nc(SCc2nnc(SCC(=O)N3CCCc4ccccc43)n2-c2ccccc2)n1,PubChem_filtered,502.67,502.67,5.04,4.0,4,9.0,9,7.0,7,0,7,76.8,5,35
MOL_015242,O=C(CSc1nnc2c3c4c(sc3ncn12)CCCC4)N1CCCc2ccccc21,PubChem_filtered,435.58,435.58,4.29,4.0,4,8.0,8,3.0,3,0,6,63.39,6,30
MOL_015243,COc1ccc(CN(C(=O)CSc2nnc3c4c(C)c(C)sc4ncn23)c2ccc(F)cc2)cc1,PubChem_filtered,507.62,507.62,5.43,5.0,5,9.0,9,7.0,7,0,7,72.62,5,35
MOL_015244,COc1cc2cc(C)c(SCC(=O)N3CCc4ccccc43)nc2cc1OC,PubChem_filtered,394.5,394.5,4.24,3.0,3,6.0,6,5.0,5,0,5,51.66,4,28
MOL_015245,COc1cc2cc(C)c(SCC(=O)N3CCCc4ccccc43)nc2cc1OC,PubChem_filtered,408.52,408.52,4.63,3.0,3,6.0,6,5.0,5,0,5,51.66,4,29
MOL_015246,COc1cc2cc(C)c(SCC(=O)N3c4ccccc4C[C@H]3C)nc2cc1OC,PubChem_filtered,408.52,408.52,4.63,3.0,3,6.0,6,5.0,5,0,5,51.66,4,29
MOL_015247,COc1cc2cc(C)c(SCC(=O)N3c4ccccc4C[C@@H]3C)nc2cc1OC,PubChem_filtered,408.52,408.52,4.63,3.0,3,6.0,6,5.0,5,0,5,51.66,4,29
MOL_015248,COc1ccc(N2CCN(C(=O)CSc3nc4cc(OC)c(OC)cc4cc3C)CC2)cc1,PubChem_filtered,467.59,467.59,4.01,3.0,3,8.0,8,7.0,7,0,7,64.13,4,33
MOL_015249,COc1cc2cc(C)c(SCC(=O)N3c4ccccc4Sc4ccccc43)nc2cc1OC,PubChem_filtered,474.61,474.61,6.48,4.0,4,7.0,7,5.0,5,0,6,51.66,5,33
MOL_015250,Cc1cc2cc3c(cc2nc1SCC(=O)N1CCc2ccccc21)OCCO3,PubChem_filtered,392.48,392.48,4.0,3.0,3,6.0,6,3.0,3,0,5,51.66,5,28
MOL_015251,Cc1cc2cc3c(cc2nc1SCC(=O)N1CCCc2ccccc21)OCCO3,PubChem_filtered,406.51,406.51,4.39,3.0,3,6.0,6,3.0,3,0,5,51.66,5,29
MOL_015252,Cc1cc2cc3c(cc2nc1SCC(=O)N1c2ccccc2C[C@H]1C)OCCO3,PubChem_filtered,406.51,406.51,4.38,3.0,3,6.0,6,3.0,3,0,5,51.66,5,29
MOL_015253,Cc1cc2cc3c(cc2nc1SCC(=O)N1c2ccccc2C[C@@H]1C)OCCO3,PubChem_filtered,406.51,406.51,4.38,3.0,3,6.0,6,3.0,3,0,5,51.66,5,29
MOL_015254,Cc1cc2cc3c(cc2nc1SCC(=O)N1c2ccccc2Sc2ccccc21)OCCO3,PubChem_filtered,472.59,472.59,6.24,4.0,4,7.0,7,3.0,3,0,6,51.66,6,33
MOL_015255,CCN(CC)c1ccc(NC(=O)CSc2nc3cc(OC)c(OC)cc3cc2C)cc1C,PubChem_filtered,453.61,453.61,5.45,3.0,3,7.0,7,9.0,9,1,6,63.69,3,32
MOL_015256,COc1cc2cc(C)c(SCC(=O)Nc3ccccc3N3CCOCC3)nc2cc1OC,PubChem_filtered,453.56,453.56,4.13,3.0,3,8.0,8,7.0,7,1,7,72.92,4,32
MOL_015257,COc1cc2cc(C)c(SCC(=O)Nc3ccc(N(C)C)cc3)nc2cc1OC,PubChem_filtered,411.53,411.53,4.36,3.0,3,7.0,7,7.0,7,1,6,63.69,3,29
MOL_015258,CCN(CC)c1ccc(NC(=O)CSc2nc3cc4c(cc3cc2C)OCCO4)cc1C,PubChem_filtered,451.59,451.59,5.2,3.0,3,7.0,7,7.0,7,1,6,63.69,4,32
MOL_015259,Cc1cc2cc3c(cc2nc1SCC(=O)Nc1ccccc1N1CCOCC1)OCCO3,PubChem_filtered,451.55,451.55,3.88,3.0,3,8.0,8,5.0,5,1,7,72.92,5,32
MOL_015260,O=C(CSc1nnc2c3c4c(sc3ncn12)CCCC4)N1CCc2ccccc21,PubChem_filtered,421.55,421.55,3.9,4.0,4,8.0,8,3.0,3,0,6,63.39,6,29
