molecule_id,SMILES_canonical,source,MW,MW.1,LogP,n_aromatic_rings,n_aromatic_rings.1,n_heteroatoms,n_heteroatoms.1,n_rotatable_bonds,n_rotatable_bonds.1,n_hbd,n_hba,tpsa,n_rings,n_atoms,predicted_delta_e,tadf_score,selected_for_detailed_calc
MOL_002193,O=[N+]([O-])c1cccc2nc3ccccc3c(NCCCNCCO)c12,PubChem_filtered,340.38,340.38,2.68,3.0,3,7.0,7,8.0,8,3,6,100.32,3,25,0.13046514285714284,0.9238371428571428,True
MOL_002267,CS(=O)(=O)Nc1c2ccccc2nc2ccccc12,PubChem_filtered,272.33,272.33,2.76,3.0,3,5.0,5,2.0,2,1,3,59.06,3,19,0.13053276190476182,0.9236680952380953,True
MOL_012622,O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccncc3)cc1)C2=O,PubChem_filtered,358.35,358.35,3.17,3.0,3,6.0,6,4.0,4,1,4,87.57,4,27,0.13054571428571426,0.9236357142857142,True
MOL_000853,COc1c2c(c3c(c1OC)c(=O)c1ccccc1n3C)OCO2,PubChem_filtered,313.31,313.31,2.44,3.0,3,6.0,6,2.0,2,0,5,58.92,4,23,0.13062457142857142,0.9234385714285713,True
MOL_000846,COc1c2c(c(OC)c3c1c(=O)c1ccccc1n3C)OCO2,PubChem_filtered,313.31,313.31,2.44,3.0,3,6.0,6,2.0,2,0,5,58.92,4,23,0.13062457142857142,0.9234385714285713,True
MOL_008524,COc1c2c(cc3c1c(=O)c1cccc(OC)c1n3C)OCO2,PubChem_filtered,313.31,313.31,2.44,3.0,3,6.0,6,2.0,2,0,5,58.92,4,23,0.13062457142857142,0.9234385714285713,True
MOL_001163,Cn1c2ccccc2c(=O)c2cc([N+](=O)[O-])ccc21,PubChem_filtered,254.24,254.24,2.6,3.0,3,5.0,5,1.0,1,0,3,65.14,3,19,0.130631619047619,0.9234209523809525,True
MOL_005266,CNCCCNc1c2cc(OC)ccc2nc2cccc([N+](=O)[O-])c12,PubChem_filtered,340.38,340.38,3.33,3.0,3,7.0,7,7.0,7,2,6,89.32,3,25,0.1306651428571428,0.9233371428571429,True
MOL_008452,O=[n+]1c2ccccc2n([O-])c2cc(N3CCCCC3)ccc21,PubChem_filtered,295.34,295.34,3.05,3.0,3,5.0,5,1.0,1,0,3,54.2,4,22,0.1306773333333333,0.9233066666666666,True
MOL_005113,CC(=O)Oc1cc(OC(C)=O)c2c(=O)c3ccccc3n(C)c2c1,PubChem_filtered,325.32,325.32,2.54,3.0,3,6.0,6,2.0,2,0,5,74.6,3,24,0.13068342857142862,0.9232914285714284,True
MOL_000020,Nc1nc(N)c2c(Sc3ccc(N4CCOCC4)cc3)cccc2n1,PubChem_filtered,353.45,353.45,2.78,3.0,3,7.0,7,3.0,3,2,7,90.29,4,25,0.13070571428571431,0.9232357142857142,True
MOL_018691,CCOc1ccc(N(Cc2cc3ccccc3[nH]c2=O)C(=O)COC)cc1,PubChem_filtered,366.42,366.42,3.11,3.0,3,6.0,6,7.0,7,1,4,71.63,3,27,0.13072914285714282,0.9231771428571429,True
MOL_004718,NC(=O)CCC(Nc1c2ccccc2nc2ccccc12)C(=O)O,PubChem_filtered,323.35,323.35,2.52,3.0,3,6.0,6,6.0,6,3,4,105.31,3,24,0.13074571428571424,0.9231357142857144,True
MOL_006361,O=C(O)CSc1ccc2[nH]c3ccccc3c(=O)c2c1,PubChem_filtered,285.32,285.32,2.86,3.0,3,5.0,5,3.0,3,2,3,70.16,3,20,0.130759619047619,0.9231009523809524,True
MOL_017622,S=C(Nc1ccc2nsnc2c1)N1CCN(c2ccccc2)CC1,PubChem_filtered,355.49,355.49,3.21,3.0,3,7.0,7,2.0,2,1,5,44.29,4,24,0.1308554285714285,0.9228614285714286,True
MOL_002806,O=c1c2ccccc2[nH]c2c(Cl)ccc([N+](=O)[O-])c12,PubChem_filtered,274.66,274.66,3.24,3.0,3,5.0,5,1.0,1,1,3,76.0,3,19,0.13093219047619048,0.9226695238095237,True
MOL_006314,O=c1c2ccc(Cl)cc2[nH]c2cc([N+](=O)[O-])ccc12,PubChem_filtered,274.66,274.66,3.24,3.0,3,5.0,5,1.0,1,1,3,76.0,3,19,0.13093219047619048,0.9226695238095237,True
MOL_006633,Cc1c(CN(C=O)c2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12,PubChem_filtered,377.24,377.24,2.97,3.0,3,7.0,7,4.0,4,2,6,111.02,3,25,0.130984,0.9225399999999999,True
MOL_004046,CN(C)c1ccc(C=Cc2nc(N)nc3nccnc23)cc1,PubChem_filtered,292.35,292.35,2.24,3.0,3,6.0,6,3.0,3,1,6,80.82,3,22,0.13103142857142852,0.9224214285714286,True
MOL_008517,CN(C)c1ccc(Sc2ccc3nc(N)nc(N)c3n2)cc1,PubChem_filtered,312.4,312.4,2.41,3.0,3,7.0,7,3.0,3,2,7,93.95,3,22,0.13106857142857142,0.9223285714285714,True
MOL_009936,CN(C)c1ccc(NC(=S)Nc2ccc3nccnc3c2)cc1,PubChem_filtered,323.43,323.43,3.5,3.0,3,6.0,6,3.0,3,2,4,53.08,3,23,0.13115942857142854,0.9221014285714286,True
MOL_018922,Cc1sc2ncn(CC(=O)Nc3ccc(N(C)C)cc3)c(=O)c2c1C,PubChem_filtered,356.45,356.45,2.78,3.0,3,7.0,7,4.0,4,1,5,67.23,3,25,0.13121999999999995,0.92195,True
MOL_007648,N#Cc1ccn(-c2ccc(N3C[C@H](COc4ccon4)OC3=O)cc2F)c1,PubChem_filtered,368.32,368.32,2.88,3.0,3,8.0,8,5.0,5,0,6,93.52,4,27,0.13125485714285712,0.9218628571428571,True
MOL_010824,CN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccncc4)ccc1c23,PubChem_filtered,339.38,339.38,2.63,3.0,3,7.0,7,3.0,3,1,4,79.37,4,24,0.1312937142857143,0.9217657142857142,True
MOL_013107,CN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccn4)ccc1c23,PubChem_filtered,339.38,339.38,2.63,3.0,3,7.0,7,3.0,3,1,4,79.37,4,24,0.1312937142857143,0.9217657142857142,True
MOL_017827,O=S(=O)(c1cccc2cccnc12)N1CCN(c2ccccc2)CC1,PubChem_filtered,353.45,353.45,2.75,3.0,3,6.0,6,3.0,3,0,4,53.51,4,25,0.1313057142857143,0.9217357142857142,True
MOL_017122,O=C(CSc1nc(O)cc(=O)[nH]1)N1c2ccccc2CCc2ccccc21,PubChem_filtered,379.44,379.44,3.03,3.0,3,7.0,7,3.0,3,2,5,86.29,4,27,0.13136114285714284,0.9215971428571428,True
MOL_003648,COc1c(OC)c(O)c2c(c1OC)c(=O)c1ccccc1n2C,PubChem_filtered,315.32,315.32,2.42,3.0,3,6.0,6,3.0,3,1,5,69.92,3,23,0.13136914285714285,0.9215771428571429,True
MOL_008505,COc1c(O)c(OC)c2c(=O)c3ccccc3n(C)c2c1OC,PubChem_filtered,315.33,315.33,2.42,3.0,3,6.0,6,3.0,3,1,5,69.92,3,23,0.13137085714285712,0.9215728571428572,True
MOL_006061,COc1ccc(N2CCN(c3c(N)cnc4ccccc34)CC2)c(OC)c1,PubChem_filtered,364.45,364.45,3.16,3.0,3,6.0,6,4.0,4,1,6,63.85,4,27,0.13139142857142855,0.9215214285714286,True
MOL_003282,CN(C)Nc1c2ccccc2nc2ccccc12.COS(=O)(=O)O,PubChem_filtered,349.41,349.41,2.71,3.0,3,8.0,8,3.0,3,2,6,91.76,3,24,0.13141314285714278,0.9214671428571429,True
MOL_003327,FC(F)(F)c1cccc(N2CCN(c3ncnc4nc[nH]c34)CC2)c1,PubChem_filtered,348.33,348.33,2.7,3.0,3,6.0,6,2.0,2,1,5,60.94,4,25,0.13142799999999993,0.9214300000000001,True
MOL_003381,FC(F)(F)c1cccc(N2CCN(c3ncc4[nH]cnc4n3)CC2)c1,PubChem_filtered,348.33,348.33,2.7,3.0,3,6.0,6,2.0,2,1,5,60.94,4,25,0.13142799999999993,0.9214300000000001,True
MOL_002191,CN(C)CC(O)CNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,PubChem_filtered,340.38,340.38,2.63,3.0,3,7.0,7,6.0,6,2,6,91.53,3,25,0.13146514285714284,0.9213371428571429,True
MOL_005737,CCN(CC)c1ccc2cc(C(=O)Nc3ccccn3)c(=N)oc2c1,PubChem_filtered,336.4,336.4,3.41,3.0,3,6.0,6,5.0,5,2,5,82.22,3,25,0.1315828571428571,0.9210428571428572,True
MOL_016585,O=[N+]([O-])c1cc(CN2CCN(c3ccccc3)CC2)c(O)c2ncccc12,PubChem_filtered,364.41,364.41,3.17,3.0,3,7.0,7,4.0,4,1,6,82.74,4,27,0.13158457142857138,0.9210385714285715,True
MOL_018963,CN1CCN(c2ccc(Nc3ncnc4cc(C(=O)O)ccc34)cc2)CC1,PubChem_filtered,363.42,363.42,2.82,3.0,3,7.0,7,4.0,4,2,6,81.59,4,27,0.1316148571428572,0.920962857142857,True
MOL_018961,CN1CCN(c2ccc(Nc3ncnc4cccc(C(=O)O)c34)cc2)CC1,PubChem_filtered,363.42,363.42,2.82,3.0,3,7.0,7,4.0,4,2,6,81.59,4,27,0.1316148571428572,0.920962857142857,True
MOL_020936,Cc1noc2ncnc(N3CCN(c4ccc(F)cc4)CC3)c12,PubChem_filtered,313.34,313.34,2.39,3.0,3,6.0,6,2.0,2,0,6,58.29,4,23,0.1316297142857143,0.9209257142857142,True
MOL_010998,O=S(=O)(Nc1ccc(N2CCOCC2)cc1)c1cccc2cccnc12,PubChem_filtered,369.45,369.45,2.87,3.0,3,7.0,7,4.0,4,1,5,71.53,4,26,0.1316485714285714,0.9208785714285714,True
MOL_021110,Cc1cc(C(F)(F)Cl)n2nc(N3CCN(c4ccccc4)CC3)nc2n1,PubChem_filtered,378.81,378.81,3.05,3.0,3,6.0,6,3.0,3,0,5,49.56,4,26,0.1316531428571428,0.9208671428571429,True
MOL_005602,O=C(NC(CS)C(=O)O)c1c2ccccc2nc2ccccc12,PubChem_filtered,326.38,326.38,2.5,3.0,3,6.0,6,4.0,4,3,4,79.29,3,23,0.13166514285714281,0.9208371428571429,True
MOL_000815,Fc1ccc(N2CCN(CCSc3nnc4ccccn34)CC2)c(F)c1,PubChem_filtered,375.45,375.45,2.92,3.0,3,6.0,6,5.0,5,0,5,36.67,4,26,0.13167714285714283,0.9208071428571429,True
MOL_007084,Cc1c(CN(C)c2ccc(Br)cc2)cnc2nc(N)nc(N)c12,PubChem_filtered,373.26,373.26,2.9,3.0,3,6.0,6,3.0,3,2,6,93.95,3,23,0.13170171428571426,0.9207457142857143,True
MOL_009095,COCC(=O)N(Cc1cc2cc(OC)ccc2[nH]c1=O)c1ccccc1,PubChem_filtered,352.39,352.39,2.72,3.0,3,6.0,6,6.0,6,1,4,71.63,3,26,0.13172399999999995,0.92069,True
MOL_009109,COCC(=O)N(Cc1cc2ccccc2[nH]c1=O)c1ccccc1OC,PubChem_filtered,352.39,352.39,2.72,3.0,3,6.0,6,6.0,6,1,4,71.63,3,26,0.13172399999999995,0.92069,True
MOL_019479,COCC(=O)N(Cc1cc2ccccc2[nH]c1=O)c1cccc(OC)c1,PubChem_filtered,352.39,352.39,2.72,3.0,3,6.0,6,6.0,6,1,4,71.63,3,26,0.13172399999999995,0.92069,True
MOL_009126,COCC(=O)N(Cc1cc2ccccc2[nH]c1=O)c1ccc(OC)cc1,PubChem_filtered,352.39,352.39,2.72,3.0,3,6.0,6,6.0,6,1,4,71.63,3,26,0.13172399999999995,0.92069,True
MOL_010796,CN(C)c1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1,PubChem_filtered,324.41,324.41,3.52,3.0,3,6.0,6,4.0,4,1,5,58.12,3,23,0.1317274285714285,0.9206814285714287,True
MOL_005483,COc1ccc(N2C=Nn3c(nc4sc5c(c4c3=O)CCCC5)C2)cc1,PubChem_filtered,366.45,366.45,3.16,3.0,3,7.0,7,2.0,2,0,6,59.72,5,26,0.1317342857142857,0.9206642857142857,True
MOL_022146,O=S(=O)(c1cccc2cccnc12)N1CCN(c2ccccc2F)CC1,PubChem_filtered,371.44,371.44,2.88,3.0,3,6.0,6,3.0,3,0,4,53.51,4,26,0.13178971428571423,0.9205257142857144,True
MOL_014484,O=S(=O)(c1cccc2cccnc12)N1CCN(c2ccc(F)cc2)CC1,PubChem_filtered,371.44,371.44,2.88,3.0,3,6.0,6,3.0,3,0,4,53.51,4,26,0.13178971428571423,0.9205257142857144,True
MOL_009561,Cc1cc(C)n2nc(SCC(=O)N(C)c3ccccc3)nc2n1,PubChem_filtered,327.41,327.41,2.5,3.0,3,7.0,7,4.0,4,0,5,63.39,3,23,0.13184171428571428,0.9203957142857142,True
MOL_004104,CC(=O)Oc1cc2nc3ccccc3nc2cc1N(C)C,PubChem_filtered,281.32,281.32,2.77,3.0,3,5.0,5,2.0,2,0,5,55.32,3,21,0.13187390476190475,0.9203152380952381,True
MOL_021382,O=C1CCCN1c1ccc(S(=O)(=O)Nc2ccc3ncccc3c2)cc1,PubChem_filtered,367.43,367.43,3.16,3.0,3,7.0,7,4.0,4,1,4,79.37,4,26,0.13190228571428575,0.9202442857142856,True
MOL_021849,O=C1CCCN1c1ccc(S(=O)(=O)Nc2ccc3ccccc3n2)cc1,PubChem_filtered,367.43,367.43,3.16,3.0,3,7.0,7,4.0,4,1,4,79.37,4,26,0.13190228571428575,0.9202442857142856,True
MOL_000657,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1NC(=O)CN(C)N=O,PubChem_filtered,352.4,352.4,2.71,3.0,3,8.0,8,5.0,5,1,6,90.79,3,26,0.13192571428571426,0.9201857142857143,True
MOL_015574,CN(C)c1ccc(C=Nn2cnc3sc4c(c3c2=O)CCCC4)cc1,PubChem_filtered,352.46,352.46,3.29,3.0,3,6.0,6,3.0,3,0,5,50.49,4,25,0.131936,0.92016,True
MOL_009014,O=C1C2ON(c3ccccc3)C(c3cccnc3)C2C(=O)N1c1ccccc1,PubChem_filtered,371.4,371.4,3.13,3.0,3,6.0,6,3.0,3,0,5,62.74,5,28,0.13198285714285718,0.920042857142857,True
MOL_009036,O=C1C2ON(c3ccccc3)C(c3ccncc3)C2C(=O)N1c1ccccc1,PubChem_filtered,371.4,371.4,3.13,3.0,3,6.0,6,3.0,3,0,5,62.74,5,28,0.13198285714285718,0.920042857142857,True
MOL_008508,COc1cc(N2C(=O)c3ccccc3C2=O)c2ncccc2c1,PubChem_filtered,304.31,304.31,3.04,3.0,3,5.0,5,2.0,2,0,4,59.5,4,23,0.1320150476190476,0.9199623809523809,True
MOL_008807,Cc1nc2ncnn2c(N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1C,PubChem_filtered,376.39,376.39,3.09,3.0,3,6.0,6,2.0,2,0,5,49.56,4,27,0.13203828571428566,0.9199042857142857,True
MOL_003126,CN(C)c1c2ccccc2nc2cccc([N+](=O)[O-])c12,PubChem_filtered,267.29,267.29,3.36,3.0,3,5.0,5,2.0,2,0,4,59.27,3,20,0.13206876190476186,0.9198280952380953,True
MOL_000258,CN(C)c1cccc2nc3cccc([N+](=O)[O-])c3cc12,PubChem_filtered,267.29,267.29,3.36,3.0,3,5.0,5,2.0,2,0,4,59.27,3,20,0.13206876190476186,0.9198280952380953,True
MOL_018916,CN(C)c1ccc(NC(=O)Cn2cnc3sc4c(c3c2=O)CCCC4)cc1,PubChem_filtered,382.49,382.49,3.04,3.0,3,7.0,7,4.0,4,1,5,67.23,4,27,0.13208399999999992,0.9197900000000001,True
MOL_005047,CN(C)c1ccc(-c2cc(=O)c3cc4c(cc3[nH]2)OCO4)cc1,PubChem_filtered,308.34,308.34,2.99,3.0,3,5.0,5,2.0,2,1,4,54.56,4,23,0.13210590476190476,0.919735238095238,True
MOL_005048,CN(C)c1cccc(-c2cc(=O)c3cc4c(cc3[nH]2)OCO4)c1,PubChem_filtered,308.34,308.34,2.99,3.0,3,5.0,5,2.0,2,1,4,54.56,4,23,0.13210590476190476,0.919735238095238,True
MOL_005449,Cc1cccc2c(N)c3cccc(C(=O)NCC[N+](C)(C)[O-])c3nc12,PubChem_filtered,338.41,338.41,2.58,3.0,3,6.0,6,4.0,4,2,4,91.07,3,25,0.1321274285714285,0.9196814285714286,True
MOL_006242,COc1ccc2nc3cc(Cl)ccc3c(NN3CCN(CCO)CC3)c2c1,PubChem_filtered,386.88,386.88,2.99,3.0,3,6.0,6,5.0,5,2,6,60.86,4,27,0.13223657142857137,0.9194085714285715,True
MOL_012547,CNc1nc(N2CCOCC2)nc(N(c2ccccc2)c2ccccc2)n1,PubChem_filtered,362.44,362.44,3.22,3.0,3,7.0,7,5.0,5,1,7,66.41,4,27,0.13224685714285717,0.9193828571428571,True
MOL_010411,CN(C)c1ccc(-c2nn(-c3ccccc3)c(N)c2C#N)cc1,PubChem_filtered,303.37,303.37,3.06,3.0,3,5.0,5,3.0,3,1,4,70.87,3,23,0.13225390476190468,0.9193652380952382,True
MOL_005485,O=c1c2c3c(sc2nc2n1N=CN(c1ccc(F)cc1)C2)CCCC3,PubChem_filtered,354.41,354.41,3.29,3.0,3,6.0,6,1.0,1,0,5,50.49,5,25,0.13227028571428567,0.9193242857142857,True
MOL_008149,Nc1nc(N)c2c(n1)C(=O)N(c1ccccc1)C2c1ccccc1,PubChem_filtered,317.35,317.35,2.39,3.0,3,6.0,6,2.0,2,2,5,98.13,4,24,0.13231714285714286,0.9192071428571428,True
MOL_021302,CCOc1nc(C#N)nc(N(c2ccccc2)c2ccccc2)n1,PubChem_filtered,317.35,317.35,3.61,3.0,3,6.0,6,5.0,5,0,6,74.93,3,24,0.13231714285714286,0.9192071428571428,True
MOL_015233,COc1ccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)CCC(=O)O)cc1,PubChem_filtered,380.4,380.4,2.93,3.0,3,7.0,7,7.0,7,2,4,99.7,3,28,0.13232571428571427,0.9191857142857143,True
MOL_006052,Nc1ncnc2c1ncn2-c1ccc(N(CCCl)CCCl)cc1,PubChem_filtered,351.24,351.24,2.68,3.0,3,6.0,6,6.0,6,1,5,72.86,3,23,0.13232685714285713,0.9191828571428571,True
MOL_004929,O=C(O)Cc1cccc2c(=O)c3cccc([N+](=O)[O-])c3[nH]c12,PubChem_filtered,298.25,298.25,2.22,3.0,3,7.0,7,3.0,3,2,4,113.3,3,22,0.13244285714285708,0.9188928571428572,True
MOL_008478,COc1cccc2c1nc1cc(N3CCCCC3)ccc1[n+]2[O-],PubChem_filtered,309.37,309.37,3.02,3.0,3,5.0,5,2.0,2,0,4,52.3,4,23,0.13248247619047615,0.9187938095238095,True
MOL_008483,COc1ccc2nc3cc(N4CCCCC4)ccc3[n+]([O-])c2c1,PubChem_filtered,309.37,309.37,3.02,3.0,3,5.0,5,2.0,2,0,4,52.3,4,23,0.13248247619047615,0.9187938095238095,True
MOL_017804,COc1ccc(NC(=O)c2ccc(N3C(=O)c4cccnc4C3=O)cc2)cc1,PubChem_filtered,373.37,373.37,3.14,3.0,3,7.0,7,4.0,4,1,5,88.6,4,28,0.13252057142857143,0.9186985714285714,True
MOL_009624,N#CC(=CNc1ccc(N2CCOCC2)cc1)c1nc2ccccc2[nH]1,PubChem_filtered,345.41,345.41,3.38,3.0,3,6.0,6,4.0,4,2,5,76.97,4,26,0.13252742857142863,0.9186814285714284,True
MOL_000033,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,PubChem_filtered,292.34,292.34,3.17,3.0,3,5.0,5,1.0,1,1,2,50.16,4,22,0.13256304761904758,0.9185923809523809,True
MOL_008323,O=C(O)c1cccc2c(=O)c3cccc(C(=O)O)c3[nH]c12,PubChem_filtered,283.24,283.24,2.08,3.0,3,6.0,6,2.0,2,3,3,107.46,3,21,0.13266971428571428,0.9183257142857143,True
MOL_006644,CCOc1ccc(OCC)c(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c1,PubChem_filtered,382.47,382.47,2.93,3.0,3,8.0,8,7.0,7,2,8,112.41,3,28,0.13268057142857143,0.9182985714285714,True
MOL_005692,N#Cc1nc2ccccc2nc1N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,PubChem_filtered,360.38,360.38,2.74,3.0,3,8.0,8,3.0,3,0,7,99.19,4,27,0.1326937142857143,0.9182657142857142,True
MOL_001903,Cn1c2ccccc2c(=N[N+]#N)c2ccccc21,PubChem_filtered,235.27,235.27,3.0,3.0,3,4.0,4,0.0,0,0,2,45.44,3,18,0.13271295238095238,0.918217619047619,True
MOL_003752,COc1cc(N(C(C)=O)c2ccc(O)c(C(=O)O)c2)c2ncccc2c1,PubChem_filtered,352.35,352.35,3.33,3.0,3,7.0,7,4.0,4,2,5,99.96,3,26,0.1327171428571428,0.9182071428571429,True
MOL_016988,O=C(Nc1nc(-c2cccnc2)cs1)c1cccc(N2C(=O)CCC2=O)c1,PubChem_filtered,378.41,378.41,3.11,3.0,3,8.0,8,4.0,4,1,6,92.26,4,27,0.13278457142857136,0.9180385714285715,True
MOL_020829,CC1(C)CN(c2ccc(-c3ccnc4ncnn34)cc2)C1=O,PubChem_filtered,293.33,293.33,2.16,3.0,3,6.0,6,2.0,2,0,4,63.39,4,22,0.1327994285714285,0.9180014285714286,True
MOL_009558,Cc1ccnc(S[C@@H]2CC(=O)N(c3ccc4ccccc4c3)C2=O)n1,PubChem_filtered,349.42,349.42,3.36,3.0,3,6.0,6,3.0,3,0,5,63.16,4,25,0.13281485714285712,0.9179628571428571,True
MOL_008241,Cc1ccnc(SC2CC(=O)N(c3ccc4ccccc4c3)C2=O)n1,PubChem_filtered,349.42,349.42,3.36,3.0,3,6.0,6,3.0,3,0,5,63.16,4,25,0.13281485714285712,0.9179628571428571,True
MOL_009557,Cc1ccnc(S[C@H]2CC(=O)N(c3ccc4ccccc4c3)C2=O)n1,PubChem_filtered,349.42,349.42,3.36,3.0,3,6.0,6,3.0,3,0,5,63.16,4,25,0.13281485714285712,0.9179628571428571,True
MOL_010923,O=C(C1=C(O)C(=O)N(c2ccc(CCO)cc2)[C@H]1c1cccnc1)c1ccco1,PubChem_filtered,390.4,390.4,2.99,3.0,3,7.0,7,6.0,6,2,6,103.87,4,29,0.13283999999999996,0.9179,True
MOL_010924,O=C(C1=C(O)C(=O)N(c2ccc(CCO)cc2)[C@@H]1c1cccnc1)c1ccco1,PubChem_filtered,390.4,390.4,2.99,3.0,3,7.0,7,6.0,6,2,6,103.87,4,29,0.13283999999999996,0.9179,True
MOL_018841,N#CCn1cc(/C=C2\C(=O)NC(=O)N(c3ccc(F)cc3)C2=O)c2ccccc21,PubChem_filtered,388.36,388.36,2.97,3.0,3,7.0,7,3.0,3,1,4,95.2,4,29,0.13289028571428574,0.9177742857142857,True
MOL_021166,N#CCn1cc(/C=C2\C(=O)NC(=O)N(c3cccc(F)c3)C2=O)c2ccccc21,PubChem_filtered,388.36,388.36,2.97,3.0,3,7.0,7,3.0,3,1,4,95.2,4,29,0.13289028571428574,0.9177742857142857,True
MOL_021167,N#CCn1cc(/C=C2/C(=O)NC(=O)N(c3cccc(F)c3)C2=O)c2ccccc21,PubChem_filtered,388.36,388.36,2.97,3.0,3,7.0,7,3.0,3,1,4,95.2,4,29,0.13289028571428574,0.9177742857142857,True
MOL_008764,O=C(CN1C(=O)COc2ccccc21)N(Cc1ccccc1)Cc1ccccn1,PubChem_filtered,387.44,387.44,3.04,3.0,3,6.0,6,6.0,6,0,4,62.74,4,29,0.1329325714285714,0.9176685714285715,True
MOL_017618,COc1ccc(N(C)C(=S)Nc2ccc3nsnc3c2)cc1,PubChem_filtered,330.44,330.44,3.53,3.0,3,7.0,7,3.0,3,1,5,50.28,3,22,0.13296114285714278,0.917597142857143,True
MOL_008578,Cc1ccc2nc3cc(N4CCOCC4)c(N4CCOCC4)cc3nc2c1,PubChem_filtered,364.45,364.45,2.76,3.0,3,6.0,6,2.0,2,0,6,50.72,5,27,0.13299142857142854,0.9175214285714286,True
MOL_021160,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/c1cnc(-c2ccccc2)nc1,PubChem_filtered,370.37,370.37,2.81,3.0,3,7.0,7,3.0,3,1,5,92.26,4,28,0.1330062857142857,0.9174842857142858,True
MOL_021254,CCNc1nc(NCC)n2c(=S)n(CN3CCCc4ccccc43)nc2n1,PubChem_filtered,384.51,384.51,2.93,3.0,3,9.0,9,6.0,6,2,7,75.31,4,27,0.13303028571428566,0.9174242857142858,True
MOL_001356,O=C1c2c(O)ccc(Nc3ccccc3)c2C(=O)c2c(O)ccc(NCCO)c21,PubChem_filtered,390.4,390.4,3.02,3.0,3,7.0,7,5.0,5,5,7,118.89,4,29,0.13304,0.9174,True
MOL_007600,CC(C)C(N=c1c2ccccc2n(O)c2ccccc12)C(=O)O,PubChem_filtered,310.35,310.35,3.04,3.0,3,5.0,5,3.0,3,2,3,74.82,3,23,0.13305047619047616,0.9173738095238095,True
MOL_017816,O=C(Nc1ccc(F)cc1)c1ccc(N2C(=O)c3cccnc3C2=O)cc1,PubChem_filtered,361.33,361.33,3.27,3.0,3,6.0,6,3.0,3,1,4,79.37,4,27,0.1330565714285714,0.9173585714285715,True
MOL_009760,Clc1ccccc1N1CCN(c2ncnc3nc[nH]c23)CC1,PubChem_filtered,314.78,314.78,2.33,3.0,3,6.0,6,2.0,2,1,5,60.94,4,22,0.13307657142857143,0.9173085714285714,True
MOL_005146,COc1ccc2nc3c([N+](=O)[O-])ccc4c3c(c2c1)NCCN4CCN(C)C,PubChem_filtered,381.44,381.44,3.1,3.0,3,8.0,8,5.0,5,1,7,83.77,4,28,0.13310399999999994,0.91724,True
MOL_020877,COc1cc2ncnc(Nc3ccc(N4CCOCC4)cc3)c2cc1OC,PubChem_filtered,366.42,366.42,3.23,3.0,3,7.0,7,5.0,5,1,7,68.74,4,27,0.13312914285714283,0.9171771428571429,True
MOL_002164,Cl.O=[N+]([O-])c1cccc2nc3ccccc3c(NCCCO)c12,PubChem_filtered,333.78,333.78,3.51,3.0,3,6.0,6,5.0,5,2,5,88.29,3,23,0.13313371428571424,0.9171657142857144,True
MOL_007599,O=C(O)C(CS)N=c1c2ccccc2n(O)c2ccccc12,PubChem_filtered,314.37,314.37,2.32,3.0,3,6.0,6,3.0,3,3,4,74.82,3,22,0.13320628571428567,0.9169842857142858,True
MOL_022065,O=C1c2cccc3cccc(c23)N1CNc1ncccn1,PubChem_filtered,276.3,276.3,2.66,3.0,3,5.0,5,3.0,3,1,4,58.12,4,21,0.1332133333333333,0.9169666666666667,True
MOL_005986,COS(=O)(=O)O.C[n+]1c2ccccc2cc2ccccc21,PubChem_filtered,306.36,306.36,2.25,3.0,3,6.0,6,1.0,1,1,3,67.48,3,21,0.13323314285714288,0.9169171428571428,True
MOL_012872,CN(C)c1ccc(NC(=O)CSc2n[nH]c(-c3ccncc3)n2)cc1,PubChem_filtered,354.44,354.44,2.66,3.0,3,8.0,8,6.0,6,2,6,86.8,3,25,0.13327542857142854,0.9168114285714286,True
MOL_017737,O=C1NC(=O)N(c2ccccc2F)C(=O)/C1=C\c1cnc(-c2ccccc2)nc1,PubChem_filtered,388.36,388.36,2.95,3.0,3,7.0,7,3.0,3,1,5,92.26,4,29,0.1332902857142857,0.9167742857142857,True
MOL_017760,O=C1NC(=O)N(c2cccc(F)c2)C(=O)/C1=C\c1cnc(-c2ccccc2)nc1,PubChem_filtered,388.36,388.36,2.95,3.0,3,7.0,7,3.0,3,1,5,92.26,4,29,0.1332902857142857,0.9167742857142857,True
MOL_017703,O=C1NC(=O)N(c2ccc(F)cc2)C(=O)/C1=C\c1cnc(-c2ccccc2)nc1,PubChem_filtered,388.36,388.36,2.95,3.0,3,7.0,7,3.0,3,1,5,92.26,4,29,0.1332902857142857,0.9167742857142857,True
