CID,SMILES,MW,n_aromatic_rings,n_heteroatoms,n_rotatable_bonds,has_donor,has_acceptor
1072389,Cc1ccnc(S[C@H]2CC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)n1,368.25,2,6,3,True,True
1072390,Cc1ccnc(S[C@@H]2CC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)n1,368.25,2,6,3,True,True
1072391,Cc1cc(C)nc(S[C@H]2CC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)n1,382.27,2,6,3,True,True
1072392,Cc1cc(C)nc(S[C@@H]2CC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)n1,382.27,2,6,3,True,True
1072393,Cc1cc(C)nc(S[C@H]2CC(=O)N(c3cccc4ccccc34)C2=O)n1,363.44,3,6,3,True,True
1072394,Cc1cc(C)nc(S[C@@H]2CC(=O)N(c3cccc4ccccc34)C2=O)n1,363.44,3,6,3,True,True
1072477,CCN1/C(=C\c2ccc3cc(OC)ccc3[n+]2CC)Sc2ccc(NC(C)=O)cc21,420.56,3,6,5,True,True
1072478,CCN1/C(=C/c2ccc3cc(OC)ccc3[n+]2CC)Sc2ccc(NC(C)=O)cc21,420.56,3,6,5,True,True
1072887,Cc1nc2ccc(NC(=O)Nc3ccc(N(C)C)cc3)cc2nc1C,335.41,3,6,3,True,True
1072888,Cc1nc2ccc(NC(=O)Nc3ccc(N4CCOCC4)cc3)cc2nc1C,377.45,3,7,3,True,True
1072935,O=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc2nsnc2c1,355.42,3,8,3,True,True
1073210,CCOC(=O)c1cnc(SCC(=O)Nc2ccccc2N2CCOCC2)nc1N,417.49,2,10,7,True,True
1073581,N#C/C(=C\c1ccc(N2Cc3ccccc3C2)cc1)C(=O)NCc1ccco1,369.42,3,5,5,True,True
1073582,N#C/C(=C/c1ccc(N2Cc3ccccc3C2)cc1)C(=O)NCc1ccco1,369.42,3,5,5,True,True
1073583,COc1cc(N2Cc3ccccc3C2)ccc1/C=C(\C#N)C(=O)NCc1ccco1,399.45,3,6,6,True,True
1073584,COc1cc(N2Cc3ccccc3C2)ccc1/C=C(/C#N)C(=O)NCc1ccco1,399.45,3,6,6,True,True
1073587,CCN(CC)c1cc(OC)c(/C=C(\C#N)C(=O)NCc2cccs2)cc1Br,448.39,2,6,8,True,True
1073588,CCN(CC)c1cc(OC)c(/C=C(/C#N)C(=O)NCc2cccs2)cc1Br,448.39,2,6,8,True,True
1073629,N#C/C(=C\c1ccc(N2Cc3ccccc3C2)cc1)C(=O)NCc1cccs1,385.49,3,5,5,True,True
1073630,N#C/C(=C/c1ccc(N2Cc3ccccc3C2)cc1)C(=O)NCc1cccs1,385.49,3,5,5,True,True
1073631,N#CC(=Cc1ccc(N2Cc3ccccc3C2)cc1)C(=O)N1CCN(c2ccccc2)CC1,434.54,3,5,4,True,True
1073691,Cc1ccc(C)c(OCCn2cc(C=C(C#N)C(=O)N3CCN(c4ccccc4)CC3)c3ccccc32)c1,504.63,4,6,7,True,True
1073893,Cc1cc(C(=O)OCC(=O)N(c2ccccc2)c2ccccc2)c2ccccc2n1,396.45,4,5,5,True,True
1074012,O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccncc3)cc1)C2=O,358.35,3,6,4,True,True
1074032,Cc1sc2ncnc(SCC(=O)N3CCc4ccccc43)c2c1C,355.49,3,6,3,True,True
1074033,Cc1sc2ncnc(SCC(=O)N3c4ccccc4C[C@H]3C)c2c1C,369.52,3,6,3,True,True
1074034,Cc1sc2ncnc(SCC(=O)N3c4ccccc4C[C@@H]3C)c2c1C,369.52,3,6,3,True,True
1074060,CN(C)c1ccc(NC(=O)CSc2ncnc3c2cnn3-c2ccccc2)cc1,404.5,4,8,6,True,True
1074082,Cc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2c1,525.58,4,8,4,True,True
1074083,Cc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2c1,525.58,4,8,4,True,True
1074084,Cc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,485.64,4,8,4,True,True
1074085,Cc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,485.64,4,8,4,True,True
1074086,Cc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,506.05,4,8,4,True,True
1074087,Cc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,506.05,4,8,4,True,True
1074088,Cc1ccc(C)c(N2CCN([C@@H](c3cc4cc(C)ccc4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1,485.64,4,8,4,True,True
1074089,Cc1ccc(C)c(N2CCN([C@H](c3cc4cc(C)ccc4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1,485.64,4,8,4,True,True
1074151,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2c1,539.61,4,8,5,True,True
1074152,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2c1,539.61,4,8,5,True,True
1074153,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,499.66,4,8,5,True,True
1074154,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,499.66,4,8,5,True,True
1074155,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,520.08,4,8,5,True,True
1074156,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,520.08,4,8,5,True,True
1074157,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(C)ccc4C)CC3)cc2c1,499.66,4,8,5,True,True
1074158,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(C)ccc4C)CC3)cc2c1,499.66,4,8,5,True,True
1074169,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc2c1,471.61,4,8,5,True,True
1074170,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc2c1,471.61,4,8,5,True,True
1074171,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc2c1,489.6,4,8,5,True,True
1074172,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(F)cc4)CC3)cc2c1,489.6,4,8,5,True,True
1074173,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(F)cc4)CC3)cc2c1,489.6,4,8,5,True,True
1074174,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4OC)CC3)cc2c1,501.64,4,9,6,True,True
1074175,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4OC)CC3)cc2c1,501.64,4,9,6,True,True
1074176,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(OC)cc4)CC3)cc2c1,501.64,4,9,6,True,True
1074177,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(OC)cc4)CC3)cc2c1,501.64,4,9,6,True,True
1074180,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCc4ccccc43)cc2c1,428.54,4,7,4,True,True
1074181,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCc4ccccc43)cc2c1,428.54,4,7,4,True,True
1074186,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCCc4ccccc43)cc2c1,442.57,4,7,4,True,True
1074187,CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCCc4ccccc43)cc2c1,442.57,4,7,4,True,True
1074248,Cc1ccc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)c(=O)[nH]c2c1C,539.61,4,8,4,True,True
1074249,Cc1ccc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)c(=O)[nH]c2c1C,539.61,4,8,4,True,True
1074250,Cc1cccc(N2CCN([C@@H](c3cc4ccc(C)c(C)c4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1C,499.66,4,8,4,True,True
1074251,Cc1cccc(N2CCN([C@H](c3cc4ccc(C)c(C)c4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1C,499.66,4,8,4,True,True
1074252,Cc1ccc(Cl)cc1N1CCN([C@@H](c2cc3ccc(C)c(C)c3[nH]c2=O)c2nnnn2C(C)(C)C)CC1,520.08,4,8,4,True,True
1074253,Cc1ccc(Cl)cc1N1CCN([C@H](c2cc3ccc(C)c(C)c3[nH]c2=O)c2nnnn2C(C)(C)C)CC1,520.08,4,8,4,True,True
1074254,Cc1ccc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)c(=O)[nH]c2c1C,489.6,4,8,4,True,True
1074255,Cc1ccc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)c(=O)[nH]c2c1C,489.6,4,8,4,True,True
1074268,Cc1cccc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)c(=O)[nH]c12,525.58,4,8,4,True,True
1074269,Cc1cccc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)c(=O)[nH]c12,525.58,4,8,4,True,True
1074281,Cc1cccc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)c(=O)[nH]c12,457.58,4,8,4,True,True
1074282,Cc1cccc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)c(=O)[nH]c12,457.58,4,8,4,True,True
1074283,Cc1cccc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(F)cc4)CC3)c(=O)[nH]c12,475.57,4,8,4,True,True
1074284,Cc1cccc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(F)cc4)CC3)c(=O)[nH]c12,475.57,4,8,4,True,True
1074285,COc1ccc(N2CCN([C@@H](c3cc4cccc(C)c4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)cc1,487.61,4,9,5,True,True
1074286,COc1ccc(N2CCN([C@H](c3cc4cccc(C)c4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)cc1,487.61,4,9,5,True,True
1074289,Cc1cccc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCc4ccccc43)c(=O)[nH]c12,414.51,4,7,3,True,True
1074290,Cc1cccc2cc([C@H](c3nnnn3C(C)(C)C)N3CCc4ccccc43)c(=O)[nH]c12,414.51,4,7,3,True,True
1074342,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2c1,539.61,4,8,4,True,True
1074343,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2c1,539.61,4,8,4,True,True
1074344,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,499.66,4,8,4,True,True
1074345,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,499.66,4,8,4,True,True
1074346,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,520.08,4,8,4,True,True
1074347,Cc1ccc(C)c(N2CCN([C@@H](c3cc4cc(C)cc(C)c4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1,499.66,4,8,4,True,True
1074348,Cc1ccc(C)c(N2CCN([C@H](c3cc4cc(C)cc(C)c4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1,499.66,4,8,4,True,True
1074359,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc2c1,471.61,4,8,4,True,True
1074360,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc2c1,471.61,4,8,4,True,True
1074361,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc2c1,489.6,4,8,4,True,True
1074362,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc2c1,489.6,4,8,4,True,True
1074363,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(F)cc4)CC3)cc2c1,489.6,4,8,4,True,True
1074364,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(F)cc4)CC3)cc2c1,489.6,4,8,4,True,True
1074365,COc1ccc(N2CCN([C@@H](c3cc4cc(C)cc(C)c4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)cc1,501.64,4,9,5,True,True
1074366,COc1ccc(N2CCN([C@H](c3cc4cc(C)cc(C)c4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)cc1,501.64,4,9,5,True,True
1074388,Cc1ccc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc12,471.61,4,8,4,True,True
1074389,Cc1ccc(C)c2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc12,471.61,4,8,4,True,True
1074390,Cc1ccc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc12,489.6,4,8,4,True,True
1074391,Cc1ccc(C)c2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc12,489.6,4,8,4,True,True
1074440,Cc1cc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)c(=O)[nH]c2cc1C,499.66,4,8,4,True,True
1074441,Cc1cc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)c(=O)[nH]c2cc1C,499.66,4,8,4,True,True
1074442,Cc1cc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)c(=O)[nH]c2cc1C,520.08,4,8,4,True,True
1074443,Cc1cc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)c(=O)[nH]c2cc1C,520.08,4,8,4,True,True
1074444,Cc1ccc(C)c(N2CCN([C@@H](c3cc4cc(C)c(C)cc4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1,499.66,4,8,4,True,True
1074445,Cc1ccc(C)c(N2CCN([C@H](c3cc4cc(C)c(C)cc4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1,499.66,4,8,4,True,True
1074450,Cc1cc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)c(=O)[nH]c2cc1C,471.61,4,8,4,True,True
1074451,Cc1cc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)c(=O)[nH]c2cc1C,471.61,4,8,4,True,True
1074454,COc1ccccc1N1CCN([C@@H](c2cc3cc(C)c(C)cc3[nH]c2=O)c2nnnn2C(C)(C)C)CC1,501.64,4,9,5,True,True
1074455,COc1ccccc1N1CCN([C@H](c2cc3cc(C)c(C)cc3[nH]c2=O)c2nnnn2C(C)(C)C)CC1,501.64,4,9,5,True,True
1074456,COc1ccc(N2CCN([C@@H](c3cc4cc(C)c(C)cc4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)cc1,501.64,4,9,5,True,True
1074457,COc1ccc(N2CCN([C@H](c3cc4cc(C)c(C)cc4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)cc1,501.64,4,9,5,True,True
1074458,Cc1cc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCc4ccccc43)c(=O)[nH]c2cc1C,428.54,4,7,3,True,True
1074496,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2c1,541.58,4,9,5,True,True
1074497,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2c1,541.58,4,9,5,True,True
1074498,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,501.64,4,9,5,True,True
1074499,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,501.64,4,9,5,True,True
1074500,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,522.05,4,9,5,True,True
1074501,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,522.05,4,9,5,True,True
1074502,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(C)ccc4C)CC3)cc2c1,501.64,4,9,5,True,True
1074503,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(C)ccc4C)CC3)cc2c1,501.64,4,9,5,True,True
1074510,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc2c1,473.58,4,9,5,True,True
1074511,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc2c1,473.58,4,9,5,True,True
1074512,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc2c1,491.57,4,9,5,True,True
1074513,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc2c1,491.57,4,9,5,True,True
1074514,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(F)cc4)CC3)cc2c1,491.57,4,9,5,True,True
1074515,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(F)cc4)CC3)cc2c1,491.57,4,9,5,True,True
1074516,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4OC)CC3)cc2c1,503.61,4,10,6,True,True
1074517,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4OC)CC3)cc2c1,503.61,4,10,6,True,True
1074522,COc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCCc4ccccc43)cc2c1,444.54,4,8,4,True,True
1074523,COc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCCc4ccccc43)cc2c1,444.54,4,8,4,True,True
1074537,COc1ccc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)c(=O)[nH]c2c1,522.05,4,9,5,True,True
1074538,COc1ccc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)c(=O)[nH]c2c1,522.05,4,9,5,True,True
1074539,COc1ccc2cc([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(C)ccc4C)CC3)c(=O)[nH]c2c1,501.64,4,9,5,True,True
1074540,COc1ccc2cc([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(C)ccc4C)CC3)c(=O)[nH]c2c1,501.64,4,9,5,True,True
1074553,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,515.66,4,9,6,True,True
1074554,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cccc(C)c4C)CC3)cc2c1,515.66,4,9,6,True,True
1074555,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,536.08,4,9,6,True,True
1074556,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,536.08,4,9,6,True,True
1074557,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(C)ccc4C)CC3)cc2c1,515.66,4,9,6,True,True
1074558,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4cc(C)ccc4C)CC3)cc2c1,515.66,4,9,6,True,True
1074573,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc2c1,487.61,4,9,6,True,True
1074574,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4)CC3)cc2c1,487.61,4,9,6,True,True
1074575,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc2c1,505.6,4,9,6,True,True
1074576,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4F)CC3)cc2c1,505.6,4,9,6,True,True
1074577,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4OC)CC3)cc2c1,517.63,4,10,7,True,True
1074578,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccccc4OC)CC3)cc2c1,517.63,4,10,7,True,True
1074579,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(OC)cc4)CC3)cc2c1,517.63,4,10,7,True,True
1074580,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCN(c4ccc(OC)cc4)CC3)cc2c1,517.63,4,10,7,True,True
1074587,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)N3CCCc4ccccc43)cc2c1,458.57,4,8,5,True,True
1074588,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)N3CCCc4ccccc43)cc2c1,458.57,4,8,5,True,True
1074612,COc1cccc(N2CCN([C@H](c3cc4cc(OC)c(OC)cc4[nH]c3=O)c3nnnn3C(C)(C)C)CC2)c1,533.63,4,11,7,True,True
1074624,Cc1ccc(Cl)cc1N1CCN([C@H](c2cc3cc4c(cc3[nH]c2=O)OCO4)c2nnnn2C(C)(C)C)CC1,536.04,4,10,4,True,True
1074630,CC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2ccccc2F)CC1,505.55,4,10,4,True,True
1074976,COc1ccc(N2C(=O)C(=O)C(=C(O)c3ccc(C)cc3)[C@@H]2c2cccnc2)cc1,400.43,3,6,4,True,True
1074977,COc1ccc(N2C(=O)C(=O)C(=C(O)c3ccc(C)cc3)[C@H]2c2cccnc2)cc1,400.43,3,6,4,True,True
1074978,COc1ccc(N2C(=O)C(=O)C(=C(O)c3ccc(C)cc3)[C@@H]2c2ccccn2)cc1,400.43,3,6,4,True,True
1074979,COc1ccc(N2C(=O)C(=O)C(=C(O)c3ccc(C)cc3)[C@H]2c2ccccn2)cc1,400.43,3,6,4,True,True
1074980,CCOc1ccc(N2C(=O)C(=O)C(=C(O)c3ccc(C)cc3)[C@@H]2c2cccnc2)cc1,414.46,3,6,5,True,True
1074981,CCOc1ccc(N2C(=O)C(=O)C(=C(O)c3ccc(C)cc3)[C@@H]2c2ccccn2)cc1,414.46,3,6,5,True,True
1074982,CCOc1ccc(N2C(=O)C(=O)C(=C(O)c3ccc(C)cc3)[C@H]2c2ccccn2)cc1,414.46,3,6,5,True,True
1075085,COc1ccc(N2C(N)=C(C#N)[C@H](c3ccc(OC)c(OC)c3)C3=C2CC(C)(C)CC3=O)cc1,459.55,2,7,5,True,True
1075086,COc1ccc(N2C(N)=C(C#N)[C@@H](c3ccc(OC)c(OC)c3)C3=C2CC(C)(C)CC3=O)cc1,459.55,2,7,5,True,True
1075252,CN(C)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)cc1,448.52,4,7,6,True,True
1075257,Cc1ccc(N2C(=O)c3cccc4c([N+](=O)[O-])ccc(c34)C2=O)c2cccnc12,383.36,4,7,2,True,True
1075258,Cc1ccc(N2C(=O)c3cccc4c(N5CCOCC5)ccc(c34)C2=O)c2cccnc12,423.47,4,6,2,True,True
1075260,Cc1ccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c2cccnc12,353.38,4,5,1,True,True
1075590,Cc1cccc(NC(=O)[C@H]2CC(=O)N(c3ccc(Cl)cc3)C2)n1,329.79,2,5,3,True,True
1075591,Cc1cccc(NC(=O)[C@@H]2CC(=O)N(c3ccc(Cl)cc3)C2)n1,329.79,2,5,3,True,True
1075944,CCN(CC)c1ccc(CNCc2cccnc2)cc1,269.39,2,3,7,True,True
1076017,Cc1nc(SCC(=O)N2CCc3ccccc32)c2c(C)c(C)sc2n1,369.52,3,6,3,True,True
1076099,Cc1cccnc1NC(=O)[C@H]1CC(=O)N(c2ccc(Br)cc2)C1,374.24,2,5,3,True,True
1076100,Cc1cccnc1NC(=O)[C@@H]1CC(=O)N(c2ccc(Br)cc2)C1,374.24,2,5,3,True,True
1076101,Cc1ccnc(NC(=O)[C@H]2CC(=O)N(c3ccc(Br)cc3)C2)c1,374.24,2,5,3,True,True
1076102,Cc1ccnc(NC(=O)[C@@H]2CC(=O)N(c3ccc(Br)cc3)C2)c1,374.24,2,5,3,True,True
1076140,C=CCn1c(SCC(=O)N2CCc3ccccc32)nc2sc3c(c2c1=O)CCC3,423.56,3,7,5,True,True
1076154,C=CCn1c(SCC(=O)N2CCc3ccccc32)nc2sc(C)c(C)c2c1=O,411.55,3,7,5,True,True
1076173,C=CCn1c(SCC(=O)N2CCc3ccccc32)nc2sc(C)cc2c1=O,397.53,3,7,5,True,True
1076191,C=CCn1c(SCC(=O)N2CCc3ccccc32)nc2ccccc2c1=O,377.47,3,6,5,True,True
1076205,CC(=O)N1c2ccccc2NC2=C(C(=O)C[C@H](c3ccc(C)cc3)C2)[C@H]1c1cccnc1,423.52,3,5,2,True,True
